cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico
arroz,1974,1063,16.3,,853,LN,1,-1.9
arroz,1975,804,-12.4,-24.4,874,N,0,-0.2
arroz,1976,1233,33.3,53.4,895,LN,0,-1.1
arroz,1977,611,-34.6,-50.4,916,EN,0,1.1
arroz,1978,766,-19.2,25.4,938,EN,0,1.1
arroz,1979,948,-1.7,23.8,960,N,0,0.2
arroz,1980,1140,16,20.3,984,EN,0,0.7
arroz,1981,767,-23.7,-32.7,1007,N,0,0.2
arroz,1982,1094,6.1,42.6,1032,N,0,0
arroz,1983,1144,8.2,4.6,1057,EN,1,2.5
arroz,1984,925,-15.1,-19.1,1083,LN,0,-1
arroz,1985,1115,-1,20.5,1109,LN,0,-1
arroz,1986,1117,-3.9,0.2,1136,N,0,-0.2
arroz,1987,1239,3.8,10.9,1163,EN,1,1.5
arroz,1988,1286,5,3.8,1191,EN,0,0.9
arroz,1989,1396,11.2,8.6,1219,LN,1,-1.9
arroz,1990,1024,-20.3,-26.6,1248,N,0,0
arroz,1991,1297,-1,26.7,1278,EN,0,0.5
arroz,1992,1306,-1.9,0.7,1308,EN,1,2.1
arroz,1993,1387,2.2,6.2,1338,N,0,0.3
arroz,1994,1451,4.3,4.6,1369,N,0,0.3
arroz,1995,1474,3.4,1.6,1400,EN,0,1.4
arroz,1996,1358,-7.1,-7.9,1431,LN,0,-0.9
arroz,1997,1430,-5,5.3,1463,N,0,-0.3
arroz,1998,1411,-9.4,-1.3,1495,EN,1,2.3
arroz,1999,1621,1.3,14.9,1527,LN,1,-1.6
arroz,2000,1770,8.1,9.2,1559,LN,1,-1.6
arroz,2001,1713,2.3,-3.2,1592,LN,0,-0.7
arroz,2002,1806,5.6,5.4,1625,N,0,-0.3
arroz,2003,1715,-1.4,-5,1658,EN,0,1.2
arroz,2004,1770,0.6,3.2,1690,N,0,0.3
arroz,2005,1784,0.5,0.8,1724,EN,0,0.7
arroz,2006,1702,-4.8,-4.6,1757,LN,0,-0.8
arroz,2007,1776,-1.3,4.3,1790,EN,0,0.9
arroz,2008,1795,-0.5,1.1,1824,LN,1,-1.5
arroz,2009,1875,3.6,4.5,1858,LN,0,-0.8
arroz,2010,1819,-0.2,-3,1892,EN,1,1.6
arroz,2011,1746,-4.8,-4,1926,LN,1,-1.6
arroz,2012,1822,-1.4,4.4,1961,LN,0,-1
arroz,2013,2046,9.9,12.3,1997,N,0,-0.4
arroz,2014,1903,1.4,-7,2032,N,0,-0.3
arroz,2015,1757,-7.2,-7.7,2068,EN,0,0.6
arroz,2016,2290,20.1,30.3,2104,EN,1,2.4
arroz,2017,1846,-4,-19.4,2141,LN,0,-1
arroz,2018,2810,45,52.2,2178,LN,0,-1.3
arroz,2019,2845,45.7,1.2,2215,EN,0,0.7
arroz,2020,3231,64.2,13.6,2252,N,0,0.2
arroz,2021,2071,4.5,-35.9,2290,LN,0,-1.4
arroz,2022,2000,0.1,-3.4,2328,LN,0,-1.2
arroz,2023,2000,-0.6,0,2366,LN,0,-1
arroz,2024,2000,-1.4,0,2405,EN,1,1.5
cana,1974,32455,11.8,,32360,LN,1,-1.5
cana,1975,35040,5.1,8,34253,N,0,-0.1
cana,1976,32915,-12.2,-6.1,36294,LN,0,-1
cana,1977,46283,11.7,40.6,38543,EN,0,1
cana,1978,41257,-8.8,-10.9,41062,EN,0,0.9
cana,1979,41485,-15.2,0.6,43894,N,0,0.2
cana,1980,40777,-22.1,-1.7,47051,EN,0,0.6
cana,1981,40504,-27.1,-0.7,50494,N,0,0
cana,1982,57211,-2.5,41.2,54137,N,0,0.1
cana,1983,66524,8.1,16.3,57842,EN,1,2.5
cana,1984,66715,3.6,0.3,61444,LN,0,-0.5
cana,1985,70128,4.4,5.1,64776,LN,0,-0.8
cana,1986,72135,3.7,2.9,67703,N,0,-0.3
cana,1987,71044,-0.4,-1.5,70146,EN,1,1.6
cana,1988,70261,-3.1,-1.1,72096,EN,0,0.7
cana,1989,69590,-5.3,-1,73605,LN,1,-1.7
cana,1990,66333,-10.9,-4.7,74768,N,0,0.2
cana,1991,81333,7.9,22.6,75691,EN,0,0.6
cana,1992,80936,6.4,-0.5,76470,EN,1,2.3
cana,1993,78696,2.4,-2.8,77176,EN,0,0.5
cana,1994,75646,-2.5,-3.9,77845,N,0,0.3
cana,1995,74577,-4.8,-1.4,78485,EN,0,1.3
cana,1996,78346,-0.9,5.1,79088,LN,0,-0.9
cana,1997,79642,0.1,1.7,79644,N,0,-0.2
cana,1998,80182,0.4,0.7,80149,EN,1,2.2
cana,1999,83567,4,4.2,80616,LN,1,-1.5
cana,2000,83880,3.7,0.4,81075,LN,1,-1.7
cana,2001,78846,-3.2,-6,81565,LN,0,-0.6
cana,2002,77638,-5.4,-1.5,82122,N,0,-0.1
cana,2003,80960,-2.1,4.3,82768,EN,0,0.9
cana,2004,87523,4.8,8.1,83504,N,0,0.3
cana,2005,85443,1.2,-2.4,84298,EN,0,0.6
cana,2006,82474,-3.2,-3.5,85094,LN,0,-0.9
cana,2007,84178,-2,2.1,85817,EN,0,0.6
cana,2008,85173,-1.7,1.2,86384,LN,1,-1.6
cana,2009,89188,2.4,4.7,86726,LN,0,-0.9
cana,2010,89264,2.5,0.1,86794,EN,1,1.5
cana,2011,89547,3.1,0.3,86577,LN,0,-1.4
cana,2012,89181,3.1,-0.4,86097,LN,0,-0.8
cana,2013,87079,1.4,-2.4,85406,LN,0,-0.6
cana,2014,81104,-4.6,-6.9,84571,LN,0,-0.5
cana,2015,80818,-4.1,-0.4,83668,EN,0,0.5
cana,2016,81352,-2.7,0.7,82762,EN,1,2.2
cana,2017,82648,-0.2,1.6,81903,LN,0,-0.7
cana,2018,81111,-1.2,-1.9,81125,LN,0,-1.1
cana,2019,81182,-0.2,0.1,80441,EN,0,0.6
cana,2020,81822,1.6,0.8,79848,N,0,0.1
cana,2021,74384,-6.7,-9.1,79332,LN,0,-1.2
cana,2022,78352,-0.7,5.3,78875,LN,0,-1.2
cana,2023,81275,4,3.7,78455,LN,0,-0.8
cana,2024,78253,1.2,-3.7,78051,EN,0,1.2
feijao,1974,592,15.3,,524,LN,1,-1.9
feijao,1975,586,16,-1,509,N,0,-0.2
feijao,1976,429,-14.5,-26.8,496,LN,0,-1.1
