cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,roni_pico
arroz,1974,2146,8.6,,LN,0,-0.9
arroz,1975,1794,-0.8,-16.4,N,0,-0.3
arroz,1976,1475,-11,-17.8,N,0,-0.3
arroz,1977,1491,-2.1,1.1,EN,0,0.5
arroz,1978,1444,2.9,-3.2,N,0,0.1
arroz,1979,1375,5.8,-4.8,N,0,0.2
arroz,1980,959,-20.8,-30.3,N,0,0.3
arroz,1981,1042,-8.4,8.7,N,0,-0.3
arroz,1982,991,-8.3,-4.9,N,0,0.4
arroz,1983,1093,5.5,10.3,EN,1,1.7
arroz,1984,1210,19.9,10.7,N,0,-0.3
arroz,1985,984,-1.5,-18.7,LN,0,-0.6
arroz,1986,1182,18.3,20.1,N,0,-0.2
arroz,1987,1658,63.7,40.3,EN,0,1.3
arroz,1988,960,-8.3,-42.1,N,0,-0.2
arroz,1989,983,-9.7,2.4,LN,0,-1.1
arroz,1990,1052,-7,7,N,0,0.3
arroz,1991,1025,-14.4,-2.6,N,0,0.4
arroz,1992,1881,45.9,83.5,EN,1,2
arroz,1993,1981,45.6,5.3,EN,0,0.9
arroz,1994,1982,39.6,0.1,N,0,0.4
arroz,1995,1664,11.7,-16,EN,0,0.7
arroz,1996,1718,11.4,3.2,LN,0,-0.6
arroz,1997,1574,0.8,-8.4,N,0,0.2
arroz,1998,1534,-1.8,-2.5,EN,0,1.3
arroz,1999,1528,-2.4,-0.4,LN,0,-1.1
arroz,2000,1543,-1.2,1,LN,0,-1.1
arroz,2001,1527,-1,-1,LN,0,-0.5
arroz,2002,1515,-0.6,-0.8,N,0,0
arroz,2003,1543,1,1.8,N,0,0.2
arroz,2004,1506,-3.7,-2.4,N,0,0.1
arroz,2005,1581,-2.2,5,N,0,0.3
arroz,2006,1571,-5.9,-0.6,LN,0,-0.6
arroz,2007,1578,-8.8,0.4,N,0,-0.2
arroz,2008,2000,10.7,26.7,LN,0,-1.3
arroz,2009,2000,6.8,0,LN,0,-0.7
arroz,2010,2003,3.5,0.2,EN,0,0.6
arroz,2011,2000,-0.3,-0.1,LN,0,-0.9
arroz,2012,1975,-4.4,-1.2,LN,0,-0.6
arroz,2013,2189,3.7,10.8,LN,0,-0.5
arroz,2014,2672,24.2,22.1,N,0,-0.3
arroz,2015,2069,-5.1,-22.6,EN,0,0.5
arroz,2016,2233,1.5,7.9,EN,0,1.3
arroz,2017,2259,2.1,1.2,N,0,-0.3
arroz,2018,2196,-0.9,-2.8,LN,0,-0.9
arroz,2019,2273,2.8,3.5,EN,0,0.6
arroz,2020,2161,-1.7,-4.9,N,0,0
arroz,2021,2291,5.3,6,LN,0,-1
arroz,2022,2165,0.8,-5.5,LN,0,-1.3
arroz,2023,1994,-5.5,-7.9,N,0,-0.4
arroz,2024,2074,0.5,4,EN,0,0.5
cana,1974,39456,9.4,,LN,1,-1.5
cana,1975,39408,8.6,-0.1,N,0,-0.1
cana,1976,36663,0.4,-7,LN,0,-1
cana,1977,33399,-9.1,-8.9,EN,0,1
cana,1978,33051,-10.7,-1,EN,0,0.9
cana,1979,36188,-2.9,9.5,N,0,0.2
cana,1980,35482,-5.4,-2,EN,0,0.6
cana,1981,32558,-13.7,-8.2,N,0,0
cana,1982,32559,-14.1,0,N,0,0.1
cana,1983,32440,-14.7,-0.4,EN,1,2.5
cana,1984,46301,20.7,42.7,LN,0,-0.5
cana,1985,49357,26.8,6.6,LN,0,-0.8
cana,1986,49387,26.4,0.1,N,0,-0.3
cana,1987,43789,13.3,-11.3,EN,1,1.6
cana,1988,27840,-26.6,-36.4,EN,0,0.7
cana,1989,17858,-51.7,-35.9,LN,1,-1.7
cana,1990,35076,-1.9,96.4,N,0,0.2
cana,1991,32033,-4.4,-8.7,EN,0,0.6
cana,1992,24914,-18.2,-22.2,EN,1,2.3
cana,1993,42316,50.5,69.8,EN,0,0.5
cana,1994,38610,45.1,-8.8,N,0,0.3
cana,1995,32499,29.1,-15.8,EN,0,1.3
cana,1996,12981,-46.4,-60.1,LN,0,-0.9
cana,1997,16620,-29.8,28,N,0,-0.2
