cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico
arroz,1974,520,-39.6,,685,LN,0,-1.2
arroz,1975,1235,47.1,137.5,691,N,0,-0.1
arroz,1976,846,2.8,-31.5,698,LN,0,-0.6
arroz,1977,1148,41.3,35.7,705,EN,0,0.9
arroz,1978,988,22,-13.9,712,EN,0,0.6
arroz,1979,654,-19.5,-33.8,718,N,0,0.2
arroz,1980,343,-58.1,-47.6,725,EN,0,0.5
arroz,1981,288,-65.1,-16,733,N,0,-0.3
arroz,1982,950,13.3,200,740,N,0,0.3
arroz,1983,205,-75.9,-78.4,747,EN,1,2.2
arroz,1984,1207,37.2,200,754,N,0,-0.3
arroz,1985,1050,13.9,-13,762,LN,0,-0.6
arroz,1986,1360,42.1,29.5,769,N,0,-0.3
arroz,1987,643,-34.5,-52.7,776,EN,1,1.5
arroz,1988,1454,44.8,126.1,784,N,0,0.3
arroz,1989,1199,17.2,-17.5,792,LN,0,-1.4
arroz,1990,629,-39.3,-47.5,799,N,0,0.3
arroz,1991,1365,32,117,807,EN,0,0.5
arroz,1992,381,-62.6,-72.1,815,EN,1,2.2
arroz,1993,412,-59.2,8.1,823,EN,0,0.7
arroz,1994,1329,30.5,200,831,N,0,0.3
arroz,1995,1368,32.2,2.9,839,EN,0,1
arroz,1996,1222,17.4,-10.7,847,LN,0,-0.8
arroz,1997,939,-9.1,-23.2,855,N,0,-0.1
arroz,1998,619,-39.5,-34.1,864,EN,1,1.8
arroz,1999,1305,29.1,110.8,872,LN,0,-1.3
arroz,2000,1268,28.4,-2.8,881,LN,0,-1.4
arroz,2001,973,2.3,-23.3,889,LN,0,-0.5
arroz,2002,611,-33.1,-37.2,898,N,0,0
arroz,2003,952,7.1,55.8,907,EN,0,0.5
arroz,2004,806,-8.9,-15.3,915,N,0,0.1
arroz,2005,449,-49.5,-44.3,924,N,0,0.4
arroz,2006,991,11.8,120.7,933,LN,0,-0.9
arroz,2007,818,-5.8,-17.5,942,N,0,0.2
arroz,2008,1194,40.8,46,952,LN,1,-1.5
arroz,2009,1236,47.7,3.5,961,LN,0,-0.8
arroz,2010,572,-30.6,-53.7,970,EN,0,1.1
arroz,2011,1308,61.8,128.7,980,LN,0,-1.2
arroz,2012,512,-36.9,-60.9,989,LN,0,-0.6
arroz,2013,426,-49.1,-16.8,999,LN,0,-0.6
arroz,2014,1020,16.6,139.4,1009,LN,0,-0.5
arroz,2015,624,-32.2,-38.8,1018,N,0,0.4
arroz,2016,501,-48.4,-19.7,1028,EN,1,1.8
arroz,2017,1264,22.4,152.3,1038,LN,0,-0.5
arroz,2018,1336,21.1,5.7,1049,LN,0,-1
arroz,2019,1419,19.8,6.2,1059,EN,0,0.6
arroz,2020,1446,13.3,1.9,1069,N,0,0.1
arroz,2021,1266,-8.1,-12.4,1079,LN,0,-1
arroz,2022,1460,-1.9,15.3,1090,LN,0,-1.2
arroz,2023,1650,2.5,13,1101,LN,0,-0.6
arroz,2024,1607,-7.6,-2.6,1111,EN,0,0.9
cana,1974,33555,28.8,,27859,LN,1,-1.5
cana,1975,29129,5,-13.2,28254,N,0,-0.1
cana,1976,29505,0.2,1.3,28707,LN,0,-1
cana,1977,26972,-13.6,-8.6,29288,EN,0,1
cana,1978,27568,-16.7,2.2,30078,EN,0,0.9
cana,1979,26449,-24.4,-4.1,31150,N,0,0.2
cana,1980,24920,-32.3,-5.8,32564,EN,0,0.6
cana,1981,41689,7.6,67.3,34354,N,0,0
cana,1982,46428,14,11.4,36529,N,0,0.1
cana,1983,23889,-43.9,-48.5,39061,EN,1,2.5
cana,1984,53281,19.2,123,41886,LN,0,-0.5
cana,1985,46983,-0.1,-11.8,44906,LN,0,-0.8
cana,1986,49039,0.1,4.4,47990,N,0,-0.3
cana,1987,47594,-5.4,-2.9,50991,EN,1,1.6
cana,1988,51777,0.9,8.8,53761,EN,0,0.7
cana,1989,52376,0.5,1.2,56166,LN,1,-1.7
cana,1990,86858,63.9,65.8,58109,N,0,0.2
cana,1991,82894,53.1,-4.6,59531,EN,0,0.6
cana,1992,49061,-11.4,-40.8,60426,EN,1,2.3
cana,1993,49893,-11.4,1.7,60835,EN,0,0.5
cana,1994,62187,9.5,24.6,60836,N,0,0.3
cana,1995,64311,12.6,3.4,60538,EN,0,1.3
cana,1996,65336,13.7,1.6,60067,LN,0,-0.9
cana,1997,54219,-5.8,-17,59547,N,0,-0.2
cana,1998,54856,-4.4,1.2,59094,EN,1,2.2
cana,1999,59132,2.9,7.8,58800,LN,1,-1.5
cana,2000,55648,-3.9,-5.9,58723,LN,1,-1.7
cana,2001,58144,-0.5,4.5,58887,LN,0,-0.6
cana,2002,53771,-8.9,-7.5,59272,N,0,-0.1
cana,2003,55574,-6.7,3.4,59822,EN,0,0.9
cana,2004,60268,-0.5,8.4,60446,N,0,0.3
cana,2005,67035,8.1,11.2,61034,EN,0,0.6
cana,2006,64345,2.4,-4,61474,LN,0,-0.9
cana,2007,64637,2.4,0.5,61673,EN,0,0.6
cana,2008,62859,-0.6,-2.8,61579,LN,1,-1.6
cana,2009,68605,8.7,9.1,61190,LN,0,-0.9
cana,2010,62082,-0.2,-9.5,60559,EN,1,1.5
cana,2011,65880,8.4,6.1,59780,LN,0,-1.4
cana,2012,52854,-11.5,-19.8,58968,LN,0,-0.8
cana,2013,52528,-11.1,-0.6,58242,LN,0,-0.6
cana,2014,61969,6,18,57703,LN,0,-0.5
cana,2015,57926,-0.5,-6.5,57425,EN,0,0.5
cana,2016,47238,-19,-18.5,57448,EN,1,2.2
cana,2017,54792,-6.4,16,57780,LN,0,-0.7
cana,2018,58043,-1.7,5.9,58403,LN,0,-1.1
cana,2019,63025,5.4,8.6,59276,EN,0,0.6
cana,2020,63044,3.8,0,60352,N,0,0.1
cana,2021,62783,1.4,-0.4,61577,LN,0,-1.2
