cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico
arroz,1974,971,3.8,,984,LN,1,-1.9
arroz,1975,1042,4.2,7.3,1023,N,0,-0.2
arroz,1976,678,-36,-34.9,1062,LN,0,-1.1
arroz,1977,1156,3.8,70.5,1101,EN,0,1.1
arroz,1978,1281,10.3,10.8,1139,EN,0,1.1
arroz,1979,1240,3,-3.2,1175,N,0,0.2
arroz,1980,1856,49.5,49.7,1209,EN,0,0.7
arroz,1981,1159,-9.1,-37.6,1239,N,0,0.2
arroz,1982,1082,-16.9,-6.6,1266,N,0,0
arroz,1983,1573,18.6,45.4,1290,EN,1,2.5
arroz,1984,832,-38,-47.1,1310,LN,0,-1
arroz,1985,1822,35.2,119,1326,LN,0,-1
arroz,1986,1911,41.2,4.9,1340,N,0,-0.2
arroz,1987,1139,-16.4,-40.4,1350,EN,1,1.5
arroz,1988,1349,-1.4,18.4,1357,EN,0,0.9
arroz,1989,1040,-24.1,-22.9,1361,LN,1,-1.9
arroz,1990,1140,-16.6,9.6,1363,N,0,0
arroz,1991,1814,34.9,59.1,1362,EN,0,0.5
arroz,1992,1567,19.7,-13.6,1360,EN,1,2.1
arroz,1993,1689,31.2,7.8,1358,N,0,0.3
arroz,1994,1248,-2.5,-26.1,1356,N,0,0.3
arroz,1995,1132,-11.1,-9.3,1355,EN,0,1.4
arroz,1996,1024,-19.8,-9.5,1357,LN,0,-0.9
arroz,1997,1274,-1.7,24.4,1360,N,0,-0.3
arroz,1998,1129,-14.7,-11.4,1365,EN,1,2.3
arroz,1999,1318,-2.1,16.7,1370,LN,1,-1.6
arroz,2000,1536,11.5,16.5,1375,LN,1,-1.6
arroz,2001,1286,-9.9,-16.3,1379,LN,0,-0.7
arroz,2002,1723,16.8,34,1380,N,0,-0.3
arroz,2003,1480,-1.3,-14.1,1376,EN,0,1.2
arroz,2004,1646,9.8,11.2,1368,N,0,0.3
arroz,2005,1889,27,14.8,1355,EN,0,0.7
arroz,2006,1059,-27.9,-43.9,1337,LN,0,-0.8
arroz,2007,1402,-1.7,32.4,1316,EN,0,0.9
arroz,2008,1244,-8.7,-11.3,1293,LN,1,-1.5
arroz,2009,1413,7.8,13.6,1268,LN,0,-0.8
arroz,2010,1420,12.3,0.5,1244,EN,1,1.6
arroz,2011,1120,-7.4,-21.1,1221,LN,1,-1.6
arroz,2012,1021,-12.6,-8.8,1202,LN,0,-1
arroz,2013,1186,4.7,16.2,1185,N,0,-0.4
arroz,2014,1081,-1.7,-8.9,1174,N,0,-0.3
arroz,2015,1174,8.1,8.6,1168,EN,0,0.6
arroz,2016,1102,0.8,-6.1,1168,EN,1,2.4
arroz,2017,950,-14.4,-13.8,1174,LN,0,-1
arroz,2018,1169,2.4,23.1,1188,LN,0,-1.3
arroz,2019,1206,1.5,3.2,1208,EN,0,0.7
arroz,2020,1147,-8.1,-4.9,1234,N,0,0.2
arroz,2021,991,-25.1,-13.6,1266,LN,0,-1.4
arroz,2022,1220,-13.6,23.1,1303,LN,0,-1.2
arroz,2023,1783,17.6,46.1,1344,LN,0,-1
arroz,2024,1775,8.6,-0.4,1387,EN,1,1.5
cana,1974,33350,19.2,,30698,LN,1,-1.5
cana,1975,31007,0.1,-7,32335,N,0,-0.1
cana,1976,28964,-14.1,-6.6,34043,LN,0,-1
cana,1977,36178,-0.2,24.9,35796,EN,0,1
cana,1978,34897,-9.3,-3.5,37557,EN,0,0.9
cana,1979,36854,-8.9,5.6,39270,N,0,0.2
cana,1980,39159,-7.2,6.3,40873,EN,0,0.6
cana,1981,48071,10,22.8,42300,N,0,0
cana,1982,51087,13.6,6.3,43490,N,0,0.1
cana,1983,52272,13.5,2.3,44399,EN,1,2.5
cana,1984,47705,1.9,-8.7,45005,LN,0,-0.5
cana,1985,47473,0.3,-0.5,45316,LN,0,-0.8
cana,1986,49532,4,4.3,45361,N,0,-0.3
cana,1987,31517,-33.7,-36.4,45189,EN,1,1.6
