cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico
arroz,1974,1088,-1.1,,1157,LN,1,-1.9
arroz,1975,1271,1.2,16.8,1262,N,0,-0.2
arroz,1976,1478,5.5,16.3,1376,LN,0,-1.1
arroz,1977,1521,-1,2.9,1498,EN,0,1.1
arroz,1978,1544,-7,1.5,1624,EN,0,1.1
arroz,1979,1648,-7,6.7,1752,N,0,0.2
arroz,1980,1852,-1.3,12.4,1876,EN,0,0.7
arroz,1981,2156,9.4,16.4,1990,N,0,0.2
arroz,1982,2164,5.4,0.4,2090,N,0,0
arroz,1983,2279,7.1,5.3,2171,EN,1,2.5
arroz,1984,2139,-2.4,-6.1,2231,LN,0,-1
arroz,1985,2300,2.6,7.5,2271,LN,0,-1
arroz,1986,2368,3.5,3,2294,N,0,-0.2
arroz,1987,2244,-3.1,-5.2,2306,EN,1,1.5
arroz,1988,2294,-1.4,2.2,2312,EN,0,0.9
arroz,1989,2344,0.5,2.2,2318,LN,1,-1.9
arroz,1990,2125,-9.8,-9.3,2330,N,0,0
arroz,1991,2408,0.8,13.3,2350,EN,0,0.5
arroz,1992,2410,-0.7,0.1,2381,EN,1,2.1
arroz,1993,2415,-2.2,0.2,2423,N,0,0.3
arroz,1994,2530,0.4,4.8,2473,N,0,0.3
arroz,1995,2634,2,4.1,2530,EN,0,1.4
arroz,1996,2279,-13.7,-13.5,2592,LN,0,-0.9
arroz,1997,2777,2.8,21.9,2655,N,0,-0.3
arroz,1998,2721,-1.7,-2,2718,EN,1,2.3
arroz,1999,2819,-0.2,3.6,2780,LN,1,-1.6
arroz,2000,2827,-1.7,0.3,2841,LN,1,-1.6
arroz,2001,2930,0.2,3.6,2901,LN,0,-0.7
arroz,2002,3029,2,3.4,2959,N,0,-0.3
arroz,2003,2988,-0.7,-1.4,3015,EN,0,1.2
arroz,2004,3149,3.3,5.4,3066,N,0,0.3
arroz,2005,3027,-2,-3.9,3109,EN,0,0.7
