cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico
arroz,1974,4007,-3.5,,3964,LN,1,-1.9
arroz,1975,4341,5.7,8.3,3987,N,0,-0.2
arroz,1976,4060,-0.4,-6.5,4010,LN,0,-1.1
arroz,1977,4187,3.2,3.1,4035,EN,0,1.1
arroz,1978,4113,1.5,-1.8,4062,EN,0,1.1
arroz,1979,3647,-10.2,-11.3,4093,N,0,0.2
arroz,1980,4091,0.2,12.2,4128,EN,0,0.7
arroz,1981,4125,0.2,0.8,4169,N,0,0.2
arroz,1982,4075,-2.1,-1.2,4216,N,0,0
arroz,1983,3735,-11.5,-8.3,4268,EN,1,2.5
arroz,1984,4554,6,21.9,4327,LN,0,-1
arroz,1985,4541,3.4,-0.3,4390,LN,0,-1
arroz,1986,4097,-8.7,-9.8,4458,N,0,-0.2
arroz,1987,4607,0.3,12.4,4530,EN,1,1.5
arroz,1988,5158,9.5,12,4604,EN,0,0.9
arroz,1989,4616,-4.4,-10.5,4681,LN,1,-1.9
arroz,1990,5001,1.5,8.3,4759,N,0,0
arroz,1991,4886,-2.5,-2.3,4839,EN,0,0.5
arroz,1992,5622,10.6,15.1,4921,EN,1,2.1
arroz,1993,5281,2.3,-6.1,5005,N,0,0.3
arroz,1994,4303,-17.8,-18.5,5093,N,0,0.3
arroz,1995,5315,0.3,23.5,5186,EN,0,1.4
arroz,1996,5054,-6.1,-4.9,5286,LN,0,-0.9
arroz,1997,5505,0.4,8.9,5393,N,0,-0.3
arroz,1998,4558,-18.5,-17.2,5510,EN,1,2.3
arroz,1999,6192,8.3,35.8,5637,LN,1,-1.6
arroz,2000,5387,-8.4,-13,5774,LN,1,-1.6
arroz,2001,6062,-0.3,12.5,5921,LN,0,-0.7
arroz,2002,6282,-0.2,3.6,6077,N,0,-0.3
arroz,2003,4975,-23.3,-20.8,6241,EN,0,1.2
arroz,2004,6741,0.7,35.5,6409,N,0,0.3
arroz,2005,6628,-4.1,-1.7,6579,EN,0,0.7
arroz,2006,7550,6.2,13.9,6748,LN,0,-0.8
arroz,2007,7218,-0.7,-4.4,6914,EN,0,0.9
arroz,2008,7519,1.2,4.2,7075,LN,1,-1.5
arroz,2009,7703,1.8,2.4,7228,LN,0,-0.8
arroz,2010,6944,-9.5,-9.9,7372,EN,1,1.6
arroz,2011,8250,6.3,18.8,7508,LN,1,-1.6
arroz,2012,7928,1,-3.9,7636,LN,0,-1
arroz,2013,7580,-4.6,-4.4,7755,N,0,-0.4
arroz,2014,7825,-2.5,3.2,7868,N,0,-0.3
arroz,2015,8136,0.3,4,7976,EN,0,0.6
arroz,2016,7264,-11.3,-10.7,8079,EN,1,2.4
arroz,2017,8268,0.1,13.8,8179,LN,0,-1
arroz,2018,8615,3.5,4.2,8276,LN,0,-1.3
arroz,2019,7601,-9.3,-11.8,8372,EN,0,0.7
arroz,2020,8505,0.8,11.9,8467,N,0,0.2
arroz,2021,9426,11.1,10.8,8561,LN,0,-1.4
arroz,2022,8489,-0.5,-9.9,8655,LN,0,-1.2
arroz,2023,8793,2.6,3.6,8750,LN,0,-1
arroz,2024,8407,-2.3,-4.4,8845,EN,1,1.5
cana,1981,10143,-3.3,,10138,N,0,0
cana,1982,10455,-3.6,3.1,10421,N,0,0.1
cana,1983,10571,-4.4,1.1,10803,EN,1,2.5
cana,1984,12796,14.7,21,11383,LN,0,-0.5
cana,1985,13000,16.9,1.6,12213,LN,0,-0.8
cana,1986,10211,-7,-21.5,13247,N,0,-0.3
cana,1987,10182,-4.5,-0.3,14300,EN,1,1.6
cana,1988,10000,-2.3,-1.8,15056,EN,0,0.7
cana,1989,30000,218.7,200,15168,LN,1,-1.7
cana,1990,30000,252.2,0,14452,N,0,0.2
cana,1993,5000,-27.9,-83.3,9461,EN,0,0.5
cana,1994,10000,54,100,7857,N,0,0.3
cana,1995,5000,-17.4,-50,6578,EN,0,1.3
cana,1996,6786,19.8,35.7,5667,LN,0,-0.9
cana,1997,5000,-3.7,-26.3,5111,N,0,-0.2
cana,1998,5000,3.1,0,4876,EN,1,2.2
cana,1999,5000,5.4,0,4940,LN,1,-1.5
cana,2000,5000,2.1,0,5297,LN,1,-1.7
cana,2001,5000,-6.5,0,5965,LN,0,-0.6
cana,2002,5000,-19.7,0,6980,N,0,-0.1
cana,2003,13333,68,166.7,8388,EN,0,0.9
cana,2004,10000,-0.8,-25,10235,N,0,0.3
cana,2005,10100,-22.8,1,12535,EN,0,0.6
cana,2006,15000,-7.4,48.5,15247,LN,0,-0.9
cana,2007,20625,8.5,37.5,18235,EN,0,0.6
cana,2008,27123,25.2,31.5,21258,LN,1,-1.6
cana,2009,28082,18.2,3.5,24005,LN,0,-0.9
cana,2010,27123,6,-3.4,26192,EN,1,1.5
cana,2011,23636,-12.8,-12.9,27664,LN,0,-1.4
cana,2012,23077,-18.6,-2.4,28460,LN,0,-0.8
cana,2013,30000,2.7,30,28781,LN,0,-0.6
cana,2014,30000,0.8,0,28884,LN,0,-0.5
feijao,1974,926,-22.5,,1021,LN,1,-1.9
feijao,1975,1043,-4,12.6,958,N,0,-0.2
feijao,1976,1058,7,1.4,899,LN,0,-1.1
feijao,1977,1000,10.8,-5.5,844,EN,0,1.1
feijao,1978,801,-3,-19.9,793,EN,0,1.1
feijao,1979,800,5.4,-0.1,747,N,0,0.2
feijao,1980,579,-17.6,-27.6,706,EN,0,0.7
feijao,1981,612,-6.7,5.7,669,N,0,0.2
feijao,1982,575,-7,-6,637,N,0,0
feijao,1983,592,0,3,610,EN,1,2.5
feijao,1984,604,4.9,2,587,LN,0,-1
feijao,1985,603,4.9,-0.2,569,LN,0,-1
feijao,1986,437,-25.7,-27.5,555,N,0,-0.2
feijao,1987,591,-0.9,35.2,545,EN,1,1.5
feijao,1988,706,16.8,19.5,538,EN,0,0.9
feijao,1989,285,-53.5,-59.6,534,LN,1,-1.9
feijao,1990,606,-0.9,112.6,532,N,0,0
feijao,1991,622,2.2,2.6,532,EN,0,0.5
feijao,1992,590,-2.5,-5.1,533,EN,1,2.1
feijao,1993,600,1,1.7,535,N,0,0.3
feijao,1994,600,2.8,0,538,N,0,0.3
feijao,1995,600,4.1,0,543,EN,0,1.4
feijao,1996,568,-0.2,-5.3,549,LN,0,-0.9
feijao,1997,436,-22.9,-23.2,557,N,0,-0.3
feijao,1998,530,-6.3,21.6,568,EN,1,2.3
feijao,1999,600,5.6,13.2,581,LN,1,-1.6
feijao,2000,600,4.5,0,598,LN,1,-1.6
feijao,2001,600,2.9,0,618,LN,0,-0.7
feijao,2002,600,0.6,0,642,N,0,-0.3
feijao,2003,600,-3.2,0,671,EN,0,1.2
feijao,2004,1100,69.6,83.3,704,N,0,0.3
feijao,2005,660,-3.9,-40,741,EN,0,0.7
feijao,2006,561,-24.1,-15,785,LN,0,-0.8
feijao,2007,620,-22.7,10.5,835,EN,0,0.9
feijao,2008,1600,81.8,158.1,892,LN,1,-1.5
feijao,2009,1000,2.7,-37.5,956,LN,0,-0.8
feijao,2010,750,-30.5,-25,1029,EN,1,1.6
feijao,2012,850,-36.2,13.3,1200,LN,0,-1
feijao,2013,1669,13.1,96.4,1298,N,0,-0.4
feijao,2014,1845,12.9,10.5,1404,N,0,-0.3
feijao,2015,1800,-0.3,-2.4,1518,EN,0,0.6
feijao,2017,1500,-31.4,-16.7,1775,LN,0,-1
milho,1974,1060,1.3,,1012,LN,1,-1.9
milho,1975,1101,4.8,3.9,1024,N,0,-0.2
milho,1976,1156,9.2,5,1037,LN,0,-1.1
milho,1977,1098,2.6,-5,1051,EN,0,1.1
milho,1978,908,-16.2,-17.3,1067,EN,0,1.1
milho,1979,691,-37.2,-23.9,1086,N,0,0.2
milho,1980,1020,-9,47.6,1108,EN,0,0.7
milho,1981,1574,37.6,54.3,1134,N,0,0.2
milho,1982,1200,2.6,-23.8,1163,N,0,0
milho,1983,1464,22,22,1196,EN,1,2.5
milho,1984,1134,-8.3,-22.5,1231,LN,0,-1
milho,1985,1320,3.3,16.4,1268,LN,0,-1
milho,1986,1141,-13.6,-13.6,1307,N,0,-0.2
milho,1987,1609,17.9,41,1347,EN,1,1.5
milho,1988,1241,-12.1,-22.9,1388,EN,0,0.9
milho,1989,1012,-30.7,-18.5,1430,LN,1,-1.9
milho,1990,1804,19.9,78.3,1471,N,0,0
milho,1991,1202,-22.9,-33.4,1511,EN,0,0.5
milho,1992,1864,14.8,55.1,1549,EN,1,2.1
milho,1993,1932,15.5,3.6,1584,N,0,0.3
milho,1994,1710,0.5,-11.5,1614,N,0,0.3
milho,1995,1702,-1.3,-0.5,1639,EN,0,1.4
milho,1996,1638,-6.1,-3.8,1659,LN,0,-0.9
milho,1997,2032,16.7,24.1,1674,N,0,-0.3
milho,1998,1809,5.3,-11,1685,EN,1,2.3
milho,1999,1511,-11.9,-16.5,1694,LN,1,-1.6
milho,2000,1171,-32.1,-22.5,1703,LN,1,-1.6
milho,2001,2053,18.6,75.3,1715,LN,0,-0.7
milho,2002,1653,-5.3,-19.5,1734,N,0,-0.3
milho,2003,2045,14.3,23.7,1762,EN,0,1.2
milho,2004,1795,-2.4,-12.2,1803,N,0,0.3
milho,2005,1406,-25.9,-21.7,1859,EN,0,0.7
milho,2006,2170,8.5,54.3,1934,LN,0,-0.8
milho,2007,2709,26,24.8,2032,EN,0,0.9
milho,2008,2229,-4.2,-17.7,2157,LN,1,-1.5
milho,2009,1312,-48.2,-41.1,2311,LN,0,-0.8
milho,2010,2552,-8.9,94.5,2497,EN,1,1.6
milho,2011,2246,-28,-12,2719,LN,1,-1.6
milho,2012,1745,-49,-22.3,2975,LN,0,-1
milho,2013,4263,14.5,144.3,3263,N,0,-0.4
milho,2014,4329,7,1.5,3573,N,0,-0.3
milho,2015,4224,-2.6,-2.4,3894,EN,0,0.6
milho,2016,5445,18.5,28.9,4207,EN,1,2.4
milho,2017,5986,23.3,9.9,4493,LN,0,-1
milho,2018,5004,-1.8,-16.4,4732,LN,0,-1.3
milho,2019,5989,12.5,19.7,4911,EN,0,0.7
milho,2020,5631,1.5,-6,5024,N,0,0.2
milho,2021,5472,-4.9,-2.8,5076,LN,0,-1.4
milho,2022,3988,-32.9,-27.1,5081,LN,0,-1.2
milho,2023,2896,-52.7,-27.4,5056,LN,0,-1
milho,2024,6194,-1.4,113.9,5019,EN,1,1.5
milho1,2003,2045,12,,1833,EN,0,1.2
milho1,2004,1795,-5.8,-12.2,1833,N,0,0.3
milho1,2005,1406,-29,-21.7,1841,EN,0,0.7
milho1,2006,2170,5.9,54.3,1865,LN,0,-0.8
milho1,2007,2709,28.4,24.8,1915,EN,0,0.9
milho1,2008,2229,1.1,-17.7,2003,LN,1,-1.5
milho1,2009,1312,-35.4,-41.1,2138,LN,0,-0.8
