cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,roni_pico
arroz,1974,1174,-43.3,,LN,1,-1.9
arroz,1975,2026,7.8,72.6,N,0,-0.2
arroz,1976,2187,27.8,7.9,LN,0,-1.1
arroz,1977,1785,14.1,-18.4,EN,0,1.1
arroz,1978,821,-43,-54,EN,0,1.1
arroz,1979,676,-49.5,-17.7,N,0,0.2
arroz,1980,1709,35.8,152.8,EN,0,0.7
arroz,1981,1128,-5.8,-34,N,0,0.2
arroz,1982,707,-39,-37.3,N,0,0
arroz,1983,1172,2.9,65.8,EN,1,2.5
arroz,1984,1420,23.6,21.2,LN,0,-1
arroz,1985,1357,14.2,-4.4,LN,0,-1
arroz,1986,877,-29.3,-35.4,N,0,-0.2
arroz,1987,1188,-9.8,35.5,EN,1,1.5
arroz,1988,970,-32.1,-18.4,EN,0,0.9
arroz,1989,1752,13.6,80.6,LN,1,-1.9
arroz,1990,1742,6.7,-0.6,N,0,0
arroz,1991,571,-66.5,-67.2,EN,0,0.5
arroz,1992,2007,13,200,EN,1,2.1
arroz,1993,2017,9.5,0.5,N,0,0.3
arroz,1994,1953,3.2,-3.2,N,0,0.3
arroz,1995,1982,2.6,1.5,EN,0,1.4
arroz,1996,1317,-33.3,-33.6,LN,0,-0.9
arroz,1997,1835,-8.7,39.3,N,0,-0.3
arroz,1998,1973,-3,7.5,EN,1,2.3
arroz,1999,2011,-2.6,1.9,LN,1,-1.6
arroz,2000,2120,0.3,5.4,LN,1,-1.6
arroz,2001,2335,7.3,10.1,LN,0,-0.7
arroz,2002,2242,0.3,-4,N,0,-0.3
arroz,2003,2428,6.3,8.3,EN,0,1.2
arroz,2004,2239,-3.7,-7.8,N,0,0.3
arroz,2005,2254,-4.5,0.7,EN,0,0.7
arroz,2006,2461,3,9.2,LN,0,-0.8
arroz,2007,2515,5.1,2.2,EN,0,0.9
arroz,2008,2484,4.4,-1.2,LN,1,-1.5
arroz,2009,2078,-12.7,-16.3,LN,0,-0.8
arroz,2010,2333,-2.6,12.3,EN,1,1.6
arroz,2011,2879,19.3,23.4,LN,1,-1.6
arroz,2012,2392,-1.7,-16.9,LN,0,-1
arroz,2013,2289,-7.1,-4.3,N,0,-0.4
arroz,2014,2262,-9.6,-1.2,N,0,-0.3
arroz,2015,2383,-5.8,5.3,EN,0,0.6
arroz,2016,2680,5.3,12.5,EN,1,2.4
arroz,2017,2811,9.8,4.9,LN,0,-1
arroz,2018,2988,16.1,6.3,LN,0,-1.3
