cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,roni_pico
arroz,1974,1663,3.3,,LN,1,-1.9
arroz,1975,1978,6.9,18.9,N,0,-0.2
arroz,1976,1562,-24.7,-21,LN,0,-1.1
arroz,1977,1881,-17.6,20.4,EN,0,1.1
arroz,1978,2407,-2.6,28,EN,0,1.1
arroz,1979,2704,2.3,12.3,N,0,0.2
arroz,1980,2933,4.8,8.5,EN,0,0.7
arroz,1981,2962,0.8,1,N,0,0.2
arroz,1982,3177,3.8,7.3,N,0,0
arroz,1983,3268,3.2,2.9,EN,1,2.5
arroz,1984,3279,0.7,0.3,LN,0,-1
arroz,1985,3399,2.3,3.7,LN,0,-1
arroz,1986,3316,-1.8,-2.4,N,0,-0.2
arroz,1987,3126,-8.6,-5.7,EN,1,1.5
arroz,1988,3435,-0.3,9.9,EN,0,0.9
arroz,1989,3479,0.6,1.3,LN,1,-1.9
arroz,1990,2369,-31.6,-31.9,N,0,0
arroz,1991,3453,-0.1,45.8,EN,0,0.5
arroz,1992,3296,-4,-4.5,EN,1,2.1
arroz,1993,3602,5.8,9.3,N,0,0.3
arroz,1994,3525,5.4,-2.1,N,0,0.3
arroz,1995,3329,2.3,-5.6,EN,0,1.4
arroz,1996,3319,4.1,-0.3,LN,0,-0.9
arroz,1997,3173,1.7,-4.4,N,0,-0.3
arroz,1998,2645,-12.9,-16.6,EN,1,2.3
arroz,1999,2811,-5.9,6.3,LN,1,-1.6
arroz,2000,2853,-4.6,1.5,LN,1,-1.6
arroz,2001,2936,-2.7,2.9,LN,0,-0.7
arroz,2002,2945,-3.8,0.3,N,0,-0.3
arroz,2003,2798,-9.9,-5,EN,0,1.2
arroz,2004,3356,5.1,19.9,N,0,0.3
arroz,2005,3552,6.9,5.8,EN,0,0.7
arroz,2006,3522,3.1,-0.8,LN,0,-0.8
arroz,2007,3447,-0.9,-2.1,EN,0,0.9
arroz,2008,3527,-0.3,2.3,LN,1,-1.5
arroz,2009,3623,1.3,2.7,LN,0,-0.8
arroz,2010,3622,1.5,0,EN,1,1.6
arroz,2011,3660,3.7,1,LN,1,-1.6
arroz,2012,3572,2,-2.4,LN,0,-1
arroz,2013,3569,2.6,-0.1,N,0,-0.4
arroz,2014,3307,-4,-7.3,N,0,-0.3
arroz,2015,3198,-7,-3.3,EN,0,0.6
arroz,2016,3190,-7.8,-0.3,EN,1,2.4
arroz,2017,3100,-11.1,-2.8,LN,0,-1
arroz,2018,3509,-0.7,13.2,LN,0,-1.3
arroz,2019,3565,-1,1.6,EN,0,0.7
arroz,2020,3348,-9,-6.1,N,0,0.2
arroz,2021,3676,-2.7,9.8,LN,0,-1.4
arroz,2022,3938,1,7.1,LN,0,-1.2
arroz,2023,5000,23.8,27,LN,0,-1
arroz,2024,4590,9.4,-8.2,EN,1,1.5
cana,1974,35667,-13.5,,LN,1,-1.5
cana,1975,45101,4.7,26.5,N,0,-0.1
cana,1976,39653,-11.2,-12.1,LN,0,-1
cana,1977,48906,6.4,23.3,EN,0,1
cana,1978,49374,5,1,EN,0,0.9
cana,1979,49602,3.8,0.5,N,0,0.2
cana,1980,50203,3.9,1.2,EN,0,0.6
cana,1981,49323,1.5,-1.8,N,0,0
cana,1982,54422,12,10.3,N,0,0.1
cana,1983,48258,-0.4,-11.3,EN,1,2.5
cana,1984,43334,-9.5,-10.2,LN,0,-0.5
cana,1985,50386,7.7,16.3,LN,0,-0.8
cana,1986,45596,-0.5,-9.5,N,0,-0.3
cana,1987,38681,-13.8,-15.2,EN,1,1.6
cana,1988,50366,15.5,30.2,EN,0,0.7
cana,1989,43468,2.4,-13.7,LN,1,-1.7
cana,1990,24645,-40.9,-43.3,N,0,0.2
cana,1991,40051,-3.5,62.5,EN,0,0.6
cana,1992,38397,-7.5,-4.1,EN,1,2.3
cana,1993,40024,-3.8,4.2,EN,0,0.5
cana,1994,40056,-4.5,0.1,N,0,0.3
cana,1995,44880,5.6,12,EN,0,1.3
cana,1996,44833,4.3,-0.1,LN,0,-0.9
cana,1997,44801,2.8,-0.1,N,0,-0.2
cana,1998,44803,1,0,EN,1,2.2
cana,1999,44802,-0.3,0,LN,1,-1.5
cana,2000,44769,-1.1,-0.1,LN,1,-1.7
cana,2001,30184,-33.5,-32.6,LN,0,-0.6
cana,2002,44920,-1.4,48.8,N,0,-0.1
cana,2003,44944,-1.8,0.1,EN,0,0.9
cana,2004,51865,12.5,15.4,N,0,0.3
cana,2005,45085,-3,-13.1,EN,0,0.6
cana,2006,45193,-3.4,0.2,LN,0,-0.9
cana,2007,45306,-4.2,0.3,EN,0,0.6
cana,2008,48644,1.6,7.4,LN,1,-1.6
cana,2009,48616,0.8,-0.1,LN,0,-0.9
cana,2010,48584,0.4,-0.1,EN,1,1.5
cana,2011,50085,3.4,3.1,LN,0,-1.4
cana,2012,49125,1.5,-1.9,LN,0,-0.8
cana,2013,45063,-6.3,-8.3,LN,0,-0.6
cana,2014,52631,10.5,16.8,LN,0,-0.5
cana,2015,50222,6.4,-4.6,EN,0,0.5
cana,2016,44115,-5.8,-12.2,EN,1,2.2
cana,2017,43636,-6,-1.1,LN,0,-0.7
cana,2018,40312,-12.3,-7.6,LN,0,-1.1
cana,2019,44593,-1.9,10.6,EN,0,0.6
cana,2020,49575,10.3,11.2,N,0,0.1
cana,2021,40704,-8.3,-17.9,LN,0,-1.2
cana,2022,44294,1.1,8.8,LN,0,-1.2
cana,2023,43783,1.2,-1.2,LN,0,-0.8
cana,2024,43788,2.7,0,EN,0,1.2
feijao,1974,634,-8.1,,LN,1,-1.9
feijao,1975,676,5.7,6.6,N,0,-0.2
feijao,1976,237,-60.2,-64.9,LN,0,-1.1
feijao,1977,786,41.6,200,EN,0,1.1
feijao,1978,467,-10.2,-40.6,EN,0,1.1
