cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,roni_pico
arroz,1974,1414,74.8,,LN,0,-0.9
arroz,1975,1558,45.3,10.2,N,0,-0.3
arroz,1976,899,-32.3,-42.3,N,0,-0.3
arroz,1977,1490,-5.6,65.7,EN,0,0.5
arroz,1978,1131,-38.2,-24.1,N,0,0.1
arroz,1979,1074,-48.2,-5,N,0,0.2
arroz,1980,546,-76.3,-49.2,N,0,0.3
arroz,1981,2488,-1.5,200,N,0,-0.3
arroz,1982,1274,-53.6,-48.8,N,0,0.4
arroz,1983,2818,-4.3,121.2,EN,1,1.7
arroz,1984,3268,3.7,16,N,0,-0.3
arroz,1985,3833,13.6,17.3,LN,0,-0.6
arroz,1986,3789,6.8,-1.1,N,0,-0.2
arroz,1987,3859,5.7,1.8,EN,0,1.3
arroz,1988,3642,-1.6,-5.6,N,0,-0.2
arroz,1989,3758,1,3.2,LN,0,-1.1
arroz,1990,3293,-11.5,-12.4,N,0,0.3
arroz,1991,3496,-4.4,6.2,N,0,0.4
arroz,1992,3726,5.3,6.6,EN,1,2
arroz,1993,4173,21,12,EN,0,0.9
arroz,1994,3332,-1.3,-20.2,N,0,0.4
arroz,1995,3450,5.1,3.5,EN,0,0.7
arroz,1996,2758,-14.6,-20.1,LN,0,-0.6
arroz,1997,2743,-14.6,-0.5,N,0,0.2
arroz,1998,3281,2.6,19.6,EN,0,1.3
arroz,1999,2993,-6.9,-8.8,LN,0,-1.1
arroz,2000,3850,16.9,28.6,LN,0,-1.1
arroz,2001,3060,-10.6,-20.5,LN,0,-0.5
arroz,2002,3417,-4,11.7,N,0,0
arroz,2003,3696,0.8,8.2,N,0,0.2
arroz,2004,3404,-9.8,-7.9,N,0,0.1
arroz,2005,4389,12.4,28.9,N,0,0.3
arroz,2006,4680,17.5,6.6,LN,0,-0.6
arroz,2007,3651,-7.8,-22,N,0,-0.2
arroz,2008,4415,13.5,20.9,LN,0,-1.3
arroz,2009,3799,-1.8,-14,LN,0,-0.7
arroz,2010,3923,2.4,3.3,EN,0,0.6
arroz,2011,4731,26.1,20.6,LN,0,-0.9
arroz,2012,2945,-21.6,-37.8,LN,0,-0.6
arroz,2013,3175,-17.7,7.8,LN,0,-0.5
arroz,2014,2890,-27.7,-9,N,0,-0.3
arroz,2015,3268,-21.9,13.1,EN,0,0.5
arroz,2016,5435,23.4,66.3,EN,0,1.3
arroz,2017,4760,2.1,-12.4,N,0,-0.3
arroz,2018,5127,3.4,7.7,LN,0,-0.9
arroz,2019,5524,4.2,7.7,EN,0,0.6
arroz,2020,5572,-1.9,0.9,N,0,0
arroz,2021,6547,7.3,17.5,LN,0,-1
arroz,2022,6722,2.5,2.7,LN,0,-1.3
arroz,2023,6792,-3.8,1,N,0,-0.4
