cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico
arroz,1974,1670,-1.2,,1763,LN,1,-1.9
arroz,1975,1700,-0.9,1.8,1678,N,0,-0.2
arroz,1976,1939,15.5,14.1,1602,LN,0,-1.1
arroz,1977,1312,-16.3,-32.3,1537,EN,0,1.1
arroz,1978,1655,9.3,26.1,1488,EN,0,1.1
arroz,1979,1558,-3.5,-5.9,1459,N,0,0.2
arroz,1980,1550,5.7,-0.5,1451,EN,0,0.7
arroz,1981,1410,-10.9,-9,1466,N,0,0.2
arroz,1982,2023,2.7,43.5,1506,N,0,0
arroz,1983,2086,13.7,3.1,1572,EN,1,2.5
arroz,1984,803,-33.4,-61.5,1665,LN,0,-1
arroz,1985,1082,26,34.7,1785,LN,0,-1
arroz,1986,1098,-10.3,1.5,1932,N,0,-0.2
arroz,1987,3470,55.5,200,2102,EN,1,1.5
arroz,1988,3879,0.4,11.8,2292,EN,0,0.9
cana,1974,43725,3.7,,42847,LN,1,-1.5
cana,1975,43630,1.9,-0.2,43027,N,0,-0.1
cana,1976,40734,-6.1,-6.6,43202,LN,0,-1
cana,1977,40911,-6.8,0.4,43363,EN,0,1
cana,1978,40899,-7.8,0,43505,EN,0,0.9
cana,1979,48702,8.9,19.1,43626,N,0,0.2
cana,1980,47854,6.2,-1.7,43727,EN,0,0.6
cana,1981,48696,7.4,1.8,43817,N,0,0
cana,1982,48653,6.7,-0.1,43906,N,0,0.1
cana,1983,41228,-10,-15.3,44007,EN,1,2.5
cana,1984,30584,-33.3,-25.8,44130,LN,0,-0.5
cana,1985,45812,0,49.8,44283,LN,0,-0.8
cana,1986,45830,0.1,0,44468,N,0,-0.3
cana,1987,45807,-0.1,-0.1,44680,EN,1,1.6
cana,1988,45764,-0.3,-0.1,44910,EN,0,0.7
cana,1989,44840,-2.5,-2,45143,LN,1,-1.7
cana,1990,45606,-1,1.7,45363,N,0,0.2
cana,1991,45984,-1,0.8,45553,EN,0,0.6
cana,1992,46029,-2,0.1,45704,EN,1,2.3
cana,1993,47419,0.5,3,45807,EN,0,0.5
