cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,roni_pico
arroz,1974,1272,33.8,,LN,1,-1.9
arroz,1975,1217,12.9,-4.3,N,0,-0.2
arroz,1976,932,-22.9,-23.4,LN,0,-1.1
arroz,1977,1127,-16.4,20.9,EN,0,1.1
arroz,1978,1499,0.7,33,EN,0,1.1
arroz,1979,1149,-29.5,-23.3,N,0,0.2
arroz,1980,1658,-6.5,44.3,EN,0,0.7
arroz,1981,1860,-3.3,12.2,N,0,0.2
arroz,1982,1949,-5.6,4.8,N,0,0
arroz,1983,2078,-6.1,6.6,EN,1,2.5
arroz,1984,2457,3.7,18.2,LN,0,-1
arroz,1985,2586,3.3,5.3,LN,0,-1
arroz,1986,2845,9.2,10,N,0,-0.2
arroz,1987,2753,2.3,-3.2,EN,1,1.5
arroz,1988,2800,1.2,1.7,EN,0,0.9
arroz,1989,2772,-1.8,-1,LN,1,-1.9
arroz,1990,2111,-26,-23.8,N,0,0
arroz,1991,2646,-8.3,25.3,EN,0,0.5
arroz,1992,2711,-7,2.5,EN,1,2.1
arroz,1993,2965,1,9.4,N,0,0.3
arroz,1994,3055,3.5,3,N,0,0.3
arroz,1995,3001,1.2,-1.8,EN,0,1.4
arroz,1996,3131,5.3,4.3,LN,0,-0.9
arroz,1997,3062,2.8,-2.2,N,0,-0.3
arroz,1998,2937,-1.2,-4.1,EN,1,2.3
arroz,1999,2853,-3.9,-2.9,LN,1,-1.6
arroz,2000,2865,-3.2,0.4,LN,1,-1.6
arroz,2001,2904,-1.4,1.4,LN,0,-0.7
arroz,2002,2965,0.9,2.1,N,0,-0.3
arroz,2003,2886,-1.9,-2.7,EN,0,1.2
arroz,2004,3069,3.9,6.3,N,0,0.3
arroz,2005,3023,2,-1.5,EN,0,0.7
arroz,2006,3021,1.3,-0.1,LN,0,-0.8
arroz,2007,2903,-3.2,-3.9,EN,0,0.9
arroz,2008,2868,-4.6,-1.2,LN,1,-1.5
arroz,2009,2966,-1.5,3.4,LN,0,-0.8
arroz,2010,3057,2.3,3.1,EN,1,1.6
arroz,2011,3096,5.4,1.3,LN,1,-1.6
arroz,2012,2950,2.8,-4.7,LN,0,-1
arroz,2013,2937,5.4,-0.4,N,0,-0.4
arroz,2014,2758,2.8,-6.1,N,0,-0.3
arroz,2015,1857,-27.6,-32.7,EN,0,0.6
arroz,2016,2000,-17.5,7.7,EN,1,2.4
arroz,2017,2333,3,16.7,LN,0,-1
