cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,roni_pico
arroz,1974,1307,33.4,,LN,1,-1.9
arroz,1975,1271,18,-2.8,N,0,-0.2
arroz,1976,932,-21,-26.7,LN,0,-1.1
arroz,1977,1173,-9.3,25.9,EN,0,1.1
arroz,1978,1509,6.5,28.6,EN,0,1.1
arroz,1979,1149,-25.8,-23.9,N,0,0.2
arroz,1980,1386,-17.7,20.6,EN,0,0.7
arroz,1981,1640,-10.3,18.3,N,0,0.2
arroz,1982,1675,-15.4,2.1,N,0,0
arroz,1983,2297,7.8,37.1,EN,1,2.5
arroz,1984,2158,-6.3,-6.1,LN,0,-1
arroz,1985,2736,9.5,26.8,LN,0,-1
arroz,1986,2679,0.3,-2.1,N,0,-0.2
arroz,1987,2883,2.3,7.6,EN,1,1.5
arroz,1988,3086,4.1,7,EN,0,0.9
arroz,1989,3121,1,1.1,LN,1,-1.9
arroz,1990,2907,-8.8,-6.9,N,0,0
arroz,1991,3375,4.4,16.1,EN,0,0.5
arroz,1992,3294,1.5,-2.4,EN,1,2.1
arroz,1993,3342,2.5,1.5,N,0,0.3
arroz,1994,3549,8.9,6.2,N,0,0.3
arroz,1995,3247,0.6,-8.5,EN,0,1.4
arroz,1996,2808,-12.7,-13.5,LN,0,-0.9
arroz,1997,3023,-5.7,7.7,N,0,-0.3
arroz,1998,3213,1,6.3,EN,1,2.3
arroz,1999,3284,3.2,2.2,LN,1,-1.6
arroz,2000,3224,0.1,-1.8,LN,1,-1.6
arroz,2001,3262,-0.6,1.2,LN,0,-0.7
arroz,2002,3206,-4.3,-1.7,N,0,-0.3
arroz,2003,3065,-10.1,-4.4,EN,0,1.2
arroz,2004,3617,3.7,18,N,0,0.3
arroz,2005,3711,3.6,2.6,EN,0,0.7
arroz,2006,3563,-2.4,-4,LN,0,-0.8
arroz,2007,3884,4.7,9,EN,0,0.9
arroz,2008,3903,3.5,0.5,LN,1,-1.5
arroz,2009,3812,0.6,-2.3,LN,0,-0.8
arroz,2010,3630,-3.6,-4.8,EN,1,1.6
arroz,2011,3646,-2.1,0.4,LN,1,-1.6
arroz,2012,4032,9.7,10.6,LN,0,-1
arroz,2013,3787,4.5,-6.1,N,0,-0.4
arroz,2014,2676,-25.2,-29.3,N,0,-0.3
arroz,2015,1811,-49,-32.3,EN,0,0.6
arroz,2016,2062,-41.5,13.9,EN,1,2.4
arroz,2017,1375,-60.7,-33.3,LN,0,-1
arroz,2018,2222,-36.1,61.6,LN,0,-1.3
arroz,2019,2111,-39.3,-5,EN,0,0.7
arroz,2020,4500,29.5,113.2,N,0,0.2
arroz,2021,3000,-14,-33.3,LN,0,-1.4
arroz,2022,1000,-71.5,-66.7,LN,0,-1.2
arroz,2023,4000,12.5,200,LN,0,-1
arroz,2024,3818,5.9,-4.5,EN,1,1.5
cana,1974,22457,-3.2,,LN,1,-1.5
cana,1975,22411,-4.8,-0.2,N,0,-0.1
cana,1976,26022,8.9,16.1,LN,0,-1
cana,1977,22857,-5.8,-12.2,EN,0,1
cana,1978,26055,5.7,14,EN,0,0.9
cana,1979,25208,0.6,-3.3,N,0,0.2
cana,1980,25399,-0.4,0.8,EN,0,0.6
cana,1981,29994,15.5,18.1,N,0,0
cana,1982,26846,1.4,-10.5,N,0,0.1
cana,1983,27108,0.4,1,EN,1,2.5
cana,1984,26638,-3.2,-1.7,LN,0,-0.5
cana,1985,26901,-4.1,1,LN,0,-0.8
cana,1986,26771,-6.5,-0.5,N,0,-0.3
cana,1987,27823,-5.4,3.9,EN,1,1.6
cana,1988,30595,0.8,10,EN,0,0.7
cana,1989,32433,3.7,6,LN,1,-1.7
cana,1990,32765,2.4,1,N,0,0.2
cana,1991,32924,0.9,0.5,EN,0,0.6
cana,1992,34402,3.5,4.5,EN,1,2.3
cana,1993,35763,5.9,4,EN,0,0.5
cana,1994,35684,5.1,-0.2,N,0,0.3
cana,1995,29089,-14.1,-18.5,EN,0,1.3
cana,1996,31660,-7.1,8.8,LN,0,-0.9
cana,1997,35849,4.1,13.2,N,0,-0.2
cana,1998,35371,1.8,-1.3,EN,1,2.2
cana,1999,34117,-3.4,-3.5,LN,1,-1.5
cana,2000,34798,-3.9,2,LN,1,-1.7
cana,2001,35584,-4.7,2.3,LN,0,-0.6
cana,2002,38962,0.9,9.5,N,0,-0.1
cana,2003,43118,7.8,10.7,EN,0,0.9
cana,2004,41138,-1.4,-4.6,N,0,0.3
cana,2005,44629,2.2,8.5,EN,0,0.6
cana,2006,44393,-2.5,-0.5,LN,0,-0.9
cana,2007,44432,-6.7,0.1,EN,0,0.6
cana,2008,48348,-3.2,8.8,LN,1,-1.6
cana,2009,55881,7.8,15.6,LN,0,-0.9
cana,2010,55137,3.1,-1.3,EN,1,1.5
cana,2011,55460,0.6,0.6,LN,0,-1.4
cana,2012,57029,1.6,2.8,LN,0,-0.8
cana,2013,56160,-0.5,-1.5,LN,0,-0.6
cana,2014,58263,3.4,3.7,LN,0,-0.5
cana,2015,40940,-26.8,-29.7,EN,0,0.5
cana,2016,40830,-26.1,-0.3,EN,1,2.2
cana,2017,43513,-19.6,6.6,LN,0,-0.7
cana,2018,54266,2.9,24.7,LN,0,-1.1
cana,2019,44993,-11.8,-17.1,EN,0,0.6
cana,2020,43467,-11.1,-3.4,N,0,0.1
cana,2021,43434,-6.6,-0.1,LN,0,-1.2
cana,2022,44247,1.2,1.9,LN,0,-1.2
cana,2023,44334,9.1,0.2,LN,0,-0.8
cana,2024,48543,30.4,9.5,EN,0,1.2
feijao,1974,607,10.6,,LN,1,-1.9
feijao,1975,565,4.5,-6.9,N,0,-0.2
feijao,1976,400,-25.2,-29.2,LN,0,-1.1
feijao,1977,498,-6.2,24.5,EN,0,1.1
feijao,1978,515,-2.7,3.4,EN,0,1.1
feijao,1979,411,-22.5,-20.2,N,0,0.2
feijao,1980,594,11.5,44.5,EN,0,0.7
feijao,1981,564,4.8,-5.1,N,0,0.2
feijao,1982,580,6.2,2.8,N,0,0
feijao,1983,490,-11.7,-15.5,EN,1,2.5
feijao,1984,594,4.7,21.2,LN,0,-1
feijao,1985,518,-11.1,-12.8,LN,0,-1
feijao,1986,538,-10,3.9,N,0,-0.2
feijao,1987,649,6,20.6,EN,1,1.5
feijao,1988,700,11.4,7.9,EN,0,0.9
feijao,1989,685,6.4,-2.1,LN,1,-1.9
feijao,1990,617,-6.3,-9.9,N,0,0
feijao,1991,611,-9,-1,EN,0,0.5
feijao,1992,693,1.3,13.4,EN,1,2.1
feijao,1993,747,7.4,7.8,N,0,0.3
feijao,1994,751,6.3,0.5,N,0,0.3
feijao,1995,623,-13,-17,EN,0,1.4
feijao,1996,733,1.2,17.7,LN,0,-0.9
feijao,1997,681,-6.9,-7.1,N,0,-0.3
feijao,1998,747,1.2,9.7,EN,1,2.3
feijao,1999,757,1.9,1.3,LN,1,-1.6
feijao,2000,794,6.8,4.9,LN,1,-1.6
feijao,2001,730,-1.4,-8.1,LN,0,-0.7
feijao,2002,766,3.9,4.9,N,0,-0.3
feijao,2003,776,5.3,1.3,EN,0,1.2
feijao,2004,705,-4.2,-9.1,N,0,0.3
feijao,2005,708,-3.3,0.4,EN,0,0.7
feijao,2006,662,-9.7,-6.5,LN,0,-0.8
feijao,2007,740,0.5,11.8,EN,0,0.9
feijao,2008,761,3,2.8,LN,1,-1.5
feijao,2009,784,4.5,3,LN,0,-0.8
feijao,2010,796,3.1,1.5,EN,1,1.6
feijao,2011,695,-13,-12.7,LN,1,-1.6
feijao,2012,840,1.1,20.9,LN,0,-1
feijao,2013,847,-2.7,0.8,N,0,-0.4
feijao,2014,901,-1.7,6.4,N,0,-0.3
feijao,2015,1268,31.9,40.7,EN,0,0.6
feijao,2016,1370,36.1,8,EN,1,2.4
feijao,2017,1330,26,-2.9,LN,0,-1
feijao,2018,1265,14.4,-4.9,LN,0,-1.3
feijao,2019,1241,7.3,-1.9,EN,0,0.7
feijao,2020,1236,2.1,-0.4,N,0,0.2
