cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico
arroz,1974,1729,67.2,,1171,LN,1,-1.9
arroz,1975,1036,4.7,-40.1,1033,N,0,-0.2
arroz,1976,661,-31.3,-36.2,923,LN,0,-1.1
arroz,1977,1230,28.6,86.1,845,EN,0,1.1
arroz,1978,438,-54.9,-64.4,806,EN,0,1.1
arroz,1979,555,-44.8,26.7,806,N,0,0.2
arroz,1980,938,-11.1,69,848,EN,0,0.7
arroz,1981,1096,-2.6,16.8,933,N,0,0.2
arroz,1982,1143,-6,4.3,1061,N,0,0
arroz,1983,1930,46.4,68.9,1228,EN,1,2.5
arroz,1984,1164,-19.6,-39.7,1425,LN,0,-1
arroz,1985,1741,8.2,49.6,1633,LN,0,-1
arroz,1986,1723,-2.4,-1,1834,N,0,-0.2
arroz,1987,1852,-3,7.5,2011,EN,1,1.5
arroz,1988,2002,-2.5,8.1,2158,EN,0,0.9
arroz,1989,2673,21.2,33.5,2280,LN,1,-1.9
arroz,1990,2507,5.8,-6.2,2394,N,0,0
arroz,1991,2482,-2.8,-1,2517,EN,0,0.5
arroz,1992,2446,-11.1,-1.5,2665,EN,1,2.1
arroz,1993,2792,-5.3,14.1,2850,N,0,0.3
arroz,1994,3064,-3,9.7,3073,N,0,0.3
arroz,1995,3318,-2,8.3,3327,EN,0,1.4
arroz,1996,3709,3.3,11.8,3593,LN,0,-0.9
arroz,1997,3834,1.3,3.4,3848,N,0,-0.3
arroz,1998,4218,5.7,10,4065,EN,1,2.3
arroz,1999,4416,6,4.7,4227,LN,1,-1.6
arroz,2000,3727,-13,-15.6,4329,LN,1,-1.6
arroz,2001,4531,3.8,21.6,4383,LN,0,-0.7
arroz,2002,4648,4.7,2.6,4410,N,0,-0.3
arroz,2003,5053,11.5,8.7,4434,EN,0,1.2
arroz,2004,4487,-2.6,-11.2,4478,N,0,0.3
arroz,2005,4114,-11.8,-8.3,4559,EN,0,0.7
arroz,2006,4306,-9.4,4.7,4682,LN,0,-0.8
arroz,2007,5025,2.9,16.7,4844,EN,0,0.9
arroz,2008,5045,0.3,0.4,5036,LN,1,-1.5
arroz,2009,4915,-5.1,-2.6,5238,LN,0,-0.8
arroz,2010,5324,-0.6,8.3,5430,EN,1,1.6
arroz,2011,5568,0.1,4.6,5592,LN,1,-1.6
arroz,2012,6211,8.1,11.5,5712,LN,0,-1
arroz,2013,6117,3.7,-1.5,5786,N,0,-0.4
arroz,2014,6022,-0.4,-1.6,5818,N,0,-0.3
arroz,2015,6112,-0.9,1.5,5822,EN,0,0.6
arroz,2016,4856,-22.5,-20.5,5814,EN,1,2.4
arroz,2017,6394,0.7,31.7,5810,LN,0,-1
arroz,2018,6557,2.1,2.5,5823,LN,0,-1.3
arroz,2019,5289,-18.3,-19.3,5864,EN,0,0.7
arroz,2020,4969,-23.7,-6.1,5937,N,0,0.2
arroz,2021,6645,1.6,33.7,6043,LN,0,-1.4
arroz,2022,6021,-8,-9.4,6177,LN,0,-1.2
arroz,2023,6513,-0.3,8.2,6332,LN,0,-1
arroz,2024,6669,2.5,2.4,6500,EN,1,1.5
cana,1974,36009,3.9,,44099,LN,1,-1.5
cana,1975,38218,2.3,6.1,45571,N,0,-0.1
cana,1976,42863,7.2,12.2,47083,LN,0,-1
cana,1977,40218,-5.5,-6.2,48627,EN,0,1
cana,1978,108198,139.6,169,50188,EN,0,0.9
cana,1979,44832,-6,-58.6,51752,N,0,0.2
cana,1980,77515,54.6,72.9,53307,EN,0,0.6
cana,1981,46601,-11.2,-39.9,54841,N,0,0
cana,1982,43335,-20.9,-7,56348,N,0,0.1
cana,1983,53938,-5.3,24.5,57823,EN,1,2.5
cana,1984,58643,-0.9,8.7,59264,LN,0,-0.5
cana,1985,68592,11.5,17,60671,LN,0,-0.8
cana,1986,66126,4.1,-3.6,62043,N,0,-0.3
cana,1987,71063,9.3,7.5,63380,EN,1,1.6
cana,1988,69187,4.7,-2.6,64682,EN,0,0.7
cana,1989,65984,-1.4,-4.6,65947,LN,1,-1.7
cana,1990,64997,-4.2,-1.5,67174,N,0,0.2
cana,1991,59296,-13.3,-8.8,68361,EN,0,0.6
cana,1992,70650,3.1,19.1,69508,EN,1,2.3
cana,1993,67606,-2.1,-4.3,70617,EN,0,0.5
cana,1994,70982,1.1,5,71690,N,0,0.3
cana,1995,70194,-1.9,-1.1,72729,EN,0,1.3
cana,1996,74082,1.6,5.5,73736,LN,0,-0.9
cana,1997,69279,-6.8,-6.5,74711,N,0,-0.2
cana,1998,78868,3.7,13.8,75650,EN,1,2.2
cana,1999,82251,6,4.3,76549,LN,1,-1.5
cana,2000,62853,-20.5,-23.6,77397,LN,1,-1.7
cana,2001,80831,0.3,28.6,78181,LN,0,-0.6
cana,2002,81679,-0.4,1,78889,N,0,-0.1
cana,2003,83158,0,1.8,79504,EN,0,0.9
cana,2004,83571,-0.6,0.5,80014,N,0,0.3
cana,2005,77452,-8.7,-7.3,80409,EN,0,0.6
cana,2006,84191,-1.1,8.7,80684,LN,0,-0.9
cana,2007,87809,3.4,4.3,80835,EN,0,0.6
cana,2008,90425,7.1,3,80869,LN,1,-1.6
cana,2009,91535,9.1,1.2,80791,LN,0,-0.9
cana,2010,95833,15.1,4.7,80614,EN,1,1.5
cana,2011,75694,-8,-21,80351,LN,0,-1.4
cana,2012,69942,-14.1,-7.6,80018,LN,0,-0.8
cana,2013,67697,-15.8,-3.2,79629,LN,0,-0.6
cana,2014,70306,-11.1,3.9,79198,LN,0,-0.5
cana,2015,85864,9.9,22.1,78737,EN,0,0.5
cana,2016,85674,10.7,-0.2,78258,EN,1,2.2
cana,2017,75223,-1.9,-12.2,77769,LN,0,-0.7
cana,2018,77037,1.2,2.4,77276,LN,0,-1.1
cana,2019,73697,-2.7,-4.3,76784,EN,0,0.6
cana,2020,75458,0,2.4,76294,N,0,0.1
cana,2021,73333,-2.6,-2.8,75810,LN,0,-1.2
cana,2022,67362,-10.4,-8.1,75329,LN,0,-1.2
cana,2023,78556,4.4,16.6,74853,LN,0,-0.8
cana,2024,77668,3.1,-1.1,74380,EN,0,1.2
feijao,1974,603,-19.8,,688,LN,1,-1.9
feijao,1975,845,19.4,40.1,661,N,0,-0.2
feijao,1976,780,16.7,-7.7,635,LN,0,-1.1
feijao,1977,607,-4.3,-22.2,612,EN,0,1.1
feijao,1978,576,-4.9,-5.1,591,EN,0,1.1
feijao,1979,725,24.6,25.9,573,N,0,0.2
feijao,1980,428,-24,-41,559,EN,0,0.7
feijao,1981,391,-28.7,-8.6,549,N,0,0.2
feijao,1982,501,-6.9,28.1,543,N,0,0
feijao,1983,549,3.1,9.6,540,EN,1,2.5
feijao,1984,481,-10,-12.4,541,LN,0,-1
feijao,1985,693,27.5,44.1,546,LN,0,-1
feijao,1986,485,-12.6,-30,555,N,0,-0.2
feijao,1987,679,19.6,40,566,EN,1,1.5
feijao,1988,515,-11.7,-24.2,581,EN,0,0.9
feijao,1989,652,8.3,26.6,599,LN,1,-1.9
feijao,1990,538,-13.7,-17.5,619,N,0,0
feijao,1991,813,26.3,51.1,643,EN,0,0.5
feijao,1992,590,-11.2,-27.4,670,EN,1,2.1
feijao,1993,721,4.3,22.2,701,N,0,0.3
feijao,1994,587,-19.3,-18.6,734,N,0,0.3
feijao,1995,738,-4,25.7,771,EN,0,1.4
feijao,1996,839,3.4,13.7,811,LN,0,-0.9
feijao,1997,857,-0.7,2.1,853,N,0,-0.3
feijao,1998,1154,25.1,34.7,897,EN,1,2.3
feijao,1999,831,-14.7,-28,942,LN,1,-1.6
feijao,2000,864,-14.9,4,987,LN,1,-1.6
feijao,2001,1338,27,54.9,1031,LN,0,-0.7
feijao,2002,1013,-7.2,-24.3,1073,N,0,-0.3
feijao,2003,1399,24.2,38.1,1112,EN,0,1.2
feijao,2004,1148,-0.7,-17.9,1147,N,0,0.3
feijao,2005,1165,-1.4,1.5,1180,EN,0,0.7
feijao,2006,1231,1.8,5.7,1210,LN,0,-0.8
feijao,2007,1190,-4.3,-3.3,1238,EN,0,0.9
feijao,2008,1096,-14.3,-7.9,1265,LN,1,-1.5
feijao,2009,932,-28.9,-15,1291,LN,0,-0.8
feijao,2010,1523,13.7,63.4,1316,EN,1,1.6
feijao,2011,1430,4.4,-6.1,1340,LN,1,-1.6
feijao,2012,1636,17.2,14.4,1363,LN,0,-1
feijao,2013,1261,-11.1,-22.9,1384,N,0,-0.4
feijao,2014,1533,6.7,21.6,1402,N,0,-0.3
feijao,2015,1598,9.6,4.2,1416,EN,0,0.6
feijao,2016,1059,-28.5,-33.7,1426,EN,1,2.4
feijao,2017,1515,0.7,43.1,1429,LN,0,-1
feijao,2018,1210,-20.8,-20.1,1426,LN,0,-1.3
feijao,2019,1474,-4.9,21.8,1417,EN,0,0.7
feijao,2020,1655,5.3,12.3,1403,N,0,0.2
feijao,2021,1553,-2.5,-6.2,1385,LN,0,-1.4
feijao,2022,1717,6.3,10.6,1364,LN,0,-1.2
feijao,2023,1640,0,-4.5,1342,LN,0,-1
feijao,2024,777,-53.3,-52.6,1319,EN,1,1.5
milho,1974,1593,15.6,,1627,LN,0,-0.9
milho,1975,1576,6,-1.1,1670,N,0,-0.3
milho,1976,1703,7,8.1,1713,N,0,-0.3
milho,1977,1713,1,0.6,1758,EN,0,0.5
milho,1978,1224,-31.9,-28.5,1804,N,0,0.1
milho,1979,1440,-24.1,17.6,1851,N,0,0.2
milho,1980,1985,-0.3,37.8,1899,N,0,0.3
milho,1981,2090,0.3,5.3,1948,N,0,-0.3
milho,1982,2098,-3.5,0.4,1998,N,0,0.4
milho,1983,2512,11.5,19.7,2049,EN,1,1.7
