cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico
arroz,1974,1749,64.5,,1297,LN,1,-1.9
arroz,1975,1014,-23.3,-42,1397,N,0,-0.2
arroz,1976,1763,12.1,73.9,1508,LN,0,-1.1
arroz,1977,2042,12.3,15.8,1633,EN,0,1.1
arroz,1978,980,-52.5,-52,1779,EN,0,1.1
arroz,1979,1845,-19.7,88.3,1949,N,0,0.2
arroz,1980,2033,-19.3,10.2,2148,EN,0,0.7
arroz,1981,2447,-10.6,20.4,2374,N,0,0.2
arroz,1982,2632,-10.6,7.6,2623,N,0,0
arroz,1983,3190,1.7,21.2,2886,EN,1,2.5
arroz,1984,3422,2.5,7.3,3150,LN,0,-1
arroz,1985,4003,12.8,17,3397,LN,0,-1
arroz,1986,3955,6.2,-1.2,3611,N,0,-0.2
arroz,1987,3766,-2,-4.8,3782,EN,1,1.5
arroz,1988,4065,3.6,7.9,3902,EN,0,0.9
arroz,1989,4194,5.3,3.2,3973,LN,1,-1.9
arroz,1990,3494,-13.3,-16.7,4002,N,0,0
arroz,1991,3987,-1,14.1,3997,EN,0,0.5
arroz,1992,3967,-0.4,-0.5,3970,EN,1,2.1
arroz,1993,4104,3.6,3.5,3931,N,0,0.3
arroz,1994,3630,-8.5,-11.5,3888,N,0,0.3
arroz,1995,3987,0.5,9.8,3848,EN,0,1.4
arroz,1996,4225,6.1,6,3815,LN,0,-0.9
arroz,1997,4077,1.5,-3.5,3792,N,0,-0.3
arroz,1998,3775,-7.1,-7.4,3782,EN,1,2.3
arroz,1999,2527,-38.4,-33.1,3786,LN,1,-1.6
arroz,2000,3082,-25.3,22,3806,LN,1,-1.6
arroz,2001,4453,7.3,44.5,3842,LN,0,-0.7
arroz,2002,4261,2.1,-4.3,3893,N,0,-0.3
arroz,2003,4386,4.3,2.9,3958,EN,0,1.2
arroz,2004,4426,4.5,0.9,4033,N,0,0.3
arroz,2005,4236,-0.7,-4.3,4116,EN,0,0.7
arroz,2006,3797,-11.8,-10.4,4203,LN,0,-0.8
arroz,2007,4281,-1.5,12.7,4290,EN,0,0.9
arroz,2008,4448,1.6,3.9,4376,LN,1,-1.5
arroz,2009,4434,0,-0.3,4462,LN,0,-0.8
arroz,2010,4731,4.1,6.7,4550,EN,1,1.6
arroz,2011,4461,-4.6,-5.7,4644,LN,1,-1.6
arroz,2012,5078,5.6,13.8,4748,LN,0,-1
arroz,2013,3947,-20.3,-22.3,4865,N,0,-0.4
arroz,2014,4541,-11.3,15,4994,N,0,-0.3
arroz,2015,5460,4,20.2,5133,EN,0,0.6
arroz,2016,6025,12.6,10.3,5277,EN,1,2.4
arroz,2017,5724,5,-5,5417,LN,0,-1
arroz,2018,5617,1.5,-1.9,5543,LN,0,-1.3
arroz,2019,5652,0.8,0.6,5646,EN,0,0.7
arroz,2020,5960,5.1,5.4,5721,N,0,0.2
arroz,2021,5978,4.4,0.3,5769,LN,0,-1.4
arroz,2022,5479,-4.9,-8.3,5792,LN,0,-1.2
arroz,2023,5441,-5.9,-0.7,5800,LN,0,-1
arroz,2024,5840,0.8,7.3,5800,EN,1,1.5
cana,1974,38434,4.8,,39525,LN,1,-1.5
cana,1975,34694,-9.5,-9.7,40385,N,0,-0.1
cana,1976,57055,42.8,64.5,41260,LN,0,-1
cana,1977,42004,1.2,-26.4,42151,EN,0,1
cana,1978,40298,-6.3,-4.1,43068,EN,0,0.9
cana,1979,41456,-6.7,2.9,44024,N,0,0.2
cana,1980,42971,-6.2,3.7,45041,EN,0,0.6
cana,1981,38903,-17.4,-9.5,46134,N,0,0
cana,1982,52818,9.4,35.8,47306,N,0,0.1
cana,1983,56007,13.4,6,48537,EN,1,2.5
cana,1984,45663,-9.7,-18.5,49773,LN,0,-0.5
cana,1985,52600,1.6,15.2,50936,LN,0,-0.8
cana,1986,49738,-5.7,-5.4,51929,N,0,-0.3
cana,1987,55688,4.5,12,52659,EN,1,1.6
cana,1988,58668,9.4,5.4,53063,EN,0,0.7
cana,1989,57608,7,-1.8,53133,LN,1,-1.7
cana,1990,50541,-6.3,-12.3,52918,N,0,0.2
cana,1991,38279,-28.9,-24.3,52523,EN,0,0.6
cana,1992,55172,3,44.1,52077,EN,1,2.3
cana,1993,53099,-0.4,-3.8,51703,EN,0,0.5
cana,1994,53838,1.1,1.4,51483,N,0,0.3
cana,1995,52284,-1.7,-2.9,51436,EN,0,1.3
cana,1996,58283,10.3,11.5,51504,LN,0,-0.9
cana,1997,46487,-11.2,-20.2,51556,N,0,-0.2
cana,1998,56602,9.3,21.8,51412,EN,1,2.2
cana,1999,42291,-17,-25.3,50890,LN,1,-1.5
cana,2000,52155,5.9,23.3,49863,LN,1,-1.7
cana,2001,53197,13.5,2,48316,LN,0,-0.6
cana,2002,54932,23.5,3.3,46367,N,0,-0.1
cana,2003,40334,-5.6,-26.6,44253,EN,0,0.9
cana,2004,35529,-12.5,-11.9,42278,N,0,0.3
cana,2005,37862,-0.2,6.6,40759,EN,0,0.6
cana,2006,76772,109,102.8,39983,LN,0,-0.9
cana,2007,33123,-9.6,-56.9,40195,EN,0,0.6
cana,2008,35348,-4.1,6.7,41609,LN,1,-1.6
cana,2009,35033,-9.6,-0.9,44416,LN,0,-0.9
cana,2010,42792,-1.3,22.1,48778,EN,1,1.5
cana,2011,34574,-30.4,-19.2,54792,LN,0,-1.4
cana,2012,59980,7.3,73.5,62419,LN,0,-0.8
cana,2013,107014,68.2,78.4,71395,LN,0,-0.6
cana,2014,108651,48.5,1.5,81170,LN,0,-0.5
cana,2015,109147,35.5,0.5,90914,EN,0,0.5
cana,2016,90934,5.6,-16.7,99654,EN,1,2.2
cana,2017,108796,18.4,19.6,106496,LN,0,-0.7
cana,2018,107687,11.6,-1,110862,LN,0,-1.1
cana,2019,111674,11.5,3.7,112613,EN,0,0.6
cana,2020,110872,7.2,-0.7,112039,N,0,0.1
cana,2021,111076,5,0.2,109704,LN,0,-1.2
cana,2022,110852,3.5,-0.2,106264,LN,0,-1.2
cana,2023,95067,-11.5,-14.2,102311,LN,0,-0.8
cana,2024,94012,-12.3,-1.1,98268,EN,0,1.2
