cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico
arroz,1974,780,8.7,,778,LN,1,-1.9
arroz,1975,661,-16.2,-15.3,819,N,0,-0.2
arroz,1976,1043,21.7,57.8,862,LN,0,-1.1
arroz,1977,731,-20.7,-29.9,907,EN,0,1.1
arroz,1978,574,-41.7,-21.5,954,EN,0,1.1
arroz,1979,1558,49.2,171.4,1003,N,0,0.2
arroz,1980,1368,24.1,-12.2,1053,EN,0,0.7
arroz,1981,861,-25.7,-37.1,1104,N,0,0.2
arroz,1982,1408,16.1,63.5,1156,N,0,0
arroz,1983,1605,26.8,14,1207,EN,1,2.5
arroz,1984,1123,-14.5,-30,1259,LN,0,-1
arroz,1985,1254,-7.6,11.7,1311,LN,0,-1
arroz,1986,1173,-16.3,-6.5,1362,N,0,-0.2
arroz,1987,1398,-3.1,19.2,1412,EN,1,1.5
arroz,1988,1570,6,12.3,1462,EN,0,0.9
arroz,1989,1726,13.5,9.9,1510,LN,1,-1.9
arroz,1990,1384,-11.5,-19.8,1557,N,0,0
arroz,1991,1825,12.4,31.9,1603,EN,0,0.5
arroz,1992,1703,0.7,-6.7,1647,EN,1,2.1
arroz,1993,1655,-5.4,-2.8,1689,N,0,0.3
arroz,1994,1734,-3.4,4.8,1729,N,0,0.3
arroz,1995,1686,-8.3,-2.8,1766,EN,0,1.4
arroz,1996,1799,-4,6.7,1802,LN,0,-0.9
arroz,1997,2019,6.3,12.2,1834,N,0,-0.3
arroz,1998,2244,17.1,11.1,1865,EN,1,2.3
arroz,1999,1992,3,-11.2,1895,LN,1,-1.6
arroz,2000,2076,7.1,4.2,1923,LN,1,-1.6
arroz,2001,1547,-19.7,-25.5,1951,LN,0,-0.7
arroz,2002,1909,-0.4,23.4,1979,N,0,-0.3
arroz,2003,2007,4.2,5.1,2007,EN,0,1.2
arroz,2004,2102,7.6,4.7,2037,N,0,0.3
arroz,2005,1609,-19,-23.5,2068,EN,0,0.7
arroz,2006,1944,-3.9,20.8,2101,LN,0,-0.8
arroz,2007,1852,-10.9,-4.7,2136,EN,0,0.9
arroz,2008,2170,1,17.2,2173,LN,1,-1.5
arroz,2009,2444,10.4,12.6,2211,LN,0,-0.8
arroz,2010,2495,9.2,2.1,2250,EN,1,1.6
arroz,2011,2456,3.8,-1.6,2291,LN,1,-1.6
arroz,2012,2540,4.3,3.4,2332,LN,0,-1
arroz,2013,2207,-11.5,-13.1,2375,N,0,-0.4
arroz,2014,1785,-30,-19.1,2418,N,0,-0.3
arroz,2015,2498,-3.9,39.9,2462,EN,0,0.6
arroz,2016,2942,11.4,17.8,2505,EN,1,2.4
arroz,2017,2831,5.8,-3.8,2549,LN,0,-1
arroz,2018,2762,2.2,-2.4,2592,LN,0,-1.3
arroz,2019,2507,-7.9,-9.2,2635,EN,0,0.7
arroz,2020,2526,-7.6,0.8,2677,N,0,0.2
arroz,2021,3001,9.5,18.8,2720,LN,0,-1.4
arroz,2022,3037,10.8,1.2,2762,LN,0,-1.2
arroz,2023,2766,1.3,-8.9,2804,LN,0,-1
arroz,2024,2449,-9.8,-11.5,2847,EN,1,1.5
cana,1974,54767,-0.7,,49704,LN,1,-1.5
cana,1975,58349,7.4,6.5,50538,N,0,-0.1
cana,1976,39639,-26.2,-32.1,51388,LN,0,-1
cana,1977,49323,-7.6,24.4,52259,EN,0,1
cana,1978,58285,9.5,18.2,53154,EN,0,0.9
cana,1979,66029,23.7,13.3,54080,N,0,0.2
cana,1980,49115,-8.5,-25.6,55040,EN,0,0.6
cana,1981,51059,-5.9,4,56039,N,0,0
cana,1982,48077,-12.6,-5.8,57079,N,0,0.1
cana,1983,57451,2.6,19.5,58158,EN,1,2.5
cana,1984,58875,2.8,2.5,59275,LN,0,-0.5
cana,1985,59389,0.7,0.9,60425,LN,0,-0.8
cana,1986,60359,-0.5,1.6,61601,N,0,-0.3
cana,1987,55840,-10.7,-7.5,62792,EN,1,1.6
cana,1988,74694,15.4,33.8,63987,EN,0,0.7
cana,1989,75119,12.3,0.6,65176,LN,1,-1.7
cana,1990,62988,-8.2,-16.1,66345,N,0,0.2
cana,1991,63197,-9.7,0.3,67485,EN,0,0.6
cana,1992,75056,5.5,18.8,68586,EN,1,2.3
