cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,roni_pico
arroz,1974,1714,71.5,,LN,0,-0.9
arroz,1975,1460,26.7,-14.8,LN,0,-0.5
arroz,1976,982,-24.4,-32.7,N,0,-0.1
arroz,1977,1177,-18.6,19.9,N,0,0.3
arroz,1978,1165,-26.4,-1,N,0,-0.2
arroz,1979,1058,-37.9,-9.2,N,0,0.2
arroz,1980,1110,-38.9,4.9,N,0,0.2
arroz,1981,1593,-17.1,43.5,N,0,-0.3
arroz,1982,2431,21.5,52.6,EN,0,0.6
arroz,1983,2282,8.7,-6.1,EN,0,1.4
arroz,1984,2097,-5.4,-8.1,LN,0,-0.5
arroz,1985,2817,24.2,34.3,LN,0,-0.7
arroz,1986,3154,45.1,12,N,0,-0.1
arroz,1987,2954,47.9,-6.3,EN,0,1
arroz,1988,861,-53.8,-70.9,LN,0,-0.7
arroz,1989,904,-47.5,5,LN,0,-0.8
arroz,1990,1125,-25.9,24.4,N,0,0.3
arroz,1991,1166,-16.6,3.6,N,0,0.4
arroz,1992,1656,17.8,42,EN,1,1.7
arroz,1993,4176,185.3,152.2,EN,0,1
arroz,1994,1917,24.7,-54.1,EN,0,0.5
arroz,1995,1422,-16.9,-25.8,N,0,0.4
arroz,1996,1468,-25.5,3.2,N,0,-0.4
arroz,1997,2145,0,46.1,EN,0,0.5
arroz,1998,2393,7.8,11.6,EN,0,0.8
arroz,1999,2451,7.4,2.4,LN,0,-1
arroz,2000,2244,-2.1,-8.4,LN,0,-0.8
arroz,2001,2879,30.7,28.3,LN,0,-0.5
arroz,2002,2474,20.6,-14.1,N,0,0.1
arroz,2003,1941,1.4,-21.5,N,0,-0.2
arroz,2004,1462,-16.6,-24.7,N,0,0.2
arroz,2005,1186,-22.8,-18.9,N,0,0.3
arroz,2006,1132,-16.9,-4.6,N,0,-0.4
arroz,2007,811,-32,-28.4,N,0,-0.4
arroz,2008,943,-5.4,16.3,LN,0,-0.9
arroz,2009,947,7.8,0.4,N,0,-0.4
arroz,2010,1172,36,23.8,N,0,0.1
arroz,2011,828,-7.3,-29.4,LN,0,-0.7
arroz,2014,538,-52.8,-35,N,0,0
arroz,2017,1750,12.5,200,N,0,-0.1
arroz,2018,2333,34.6,33.3,LN,0,-0.7
arroz,2019,5500,186.8,135.7,EN,0,0.5
arroz,2020,5500,160.1,0,N,0,-0.3
arroz,2021,3000,28.8,-45.5,LN,0,-0.8
arroz,2022,3000,17.3,0,LN,0,-1.3
arroz,2023,2333,-16.5,-22.2,N,0,-0.2
arroz,2024,2500,-17.8,7.2,N,0,0.1
cana,1974,31246,-6.9,,LN,1,-1.5
cana,1975,30923,-1.9,-1,N,0,-0.1
cana,1976,30964,4.2,0.1,LN,0,-1
cana,1977,29668,5.4,-4.2,EN,0,1
cana,1978,32897,22.5,10.9,EN,0,0.9
cana,1979,33559,30,2,N,0,0.2
cana,1980,20722,-17,-38.3,EN,0,0.6
cana,1981,13827,-43.1,-33.3,N,0,0
cana,1982,15511,-35,12.2,N,0,0.1
cana,1983,15051,-36.3,-3,EN,1,2.5
cana,1984,27636,16.9,83.6,LN,0,-0.5
cana,1985,28452,18.9,3,LN,0,-0.8
cana,1986,25915,6.3,-8.9,N,0,-0.3
cana,1987,27994,10.8,8,EN,1,1.6
cana,1988,24088,-9.9,-14,EN,0,0.7
cana,1989,32435,15.2,34.7,LN,1,-1.7
cana,1990,28209,-2.8,-13,N,0,0.2
cana,1991,29317,1,3.9,EN,0,0.6
cana,1992,20280,-29.3,-30.8,EN,1,2.3
cana,1993,22477,-20.6,10.8,EN,0,0.5
cana,1994,39320,43.2,74.9,N,0,0.3
cana,1995,39187,50.2,-0.3,EN,0,1.3
cana,1996,33052,30,-15.7,LN,0,-0.9
cana,1997,24933,-1.9,-24.6,N,0,-0.2
cana,1998,11293,-55.6,-54.7,EN,1,2.2
cana,1999,18984,-26.6,68.1,LN,1,-1.5
cana,2000,22052,-18.7,16.2,LN,1,-1.7
cana,2001,19691,-32.1,-10.7,LN,0,-0.6
cana,2002,31420,1.3,59.6,N,0,-0.1
cana,2003,38155,17,21.4,EN,0,0.9
cana,2004,39343,13,3.1,N,0,0.3
cana,2005,39452,4.6,0.3,EN,0,0.6
cana,2006,39738,0.7,0.7,LN,0,-0.9
cana,2007,39641,0.6,-0.2,EN,0,0.6
cana,2008,39652,2.7,0,LN,1,-1.6
cana,2009,39681,5.4,0.1,LN,0,-0.9
cana,2010,39901,12.4,0.6,EN,1,1.5
cana,2011,39703,23.5,-0.5,LN,0,-1.4
cana,2012,24200,-19.3,-39,LN,0,-0.8
cana,2013,27699,-5.3,14.5,LN,0,-0.6
cana,2014,17978,-37.5,-35.1,LN,0,-0.5
cana,2015,21523,-25.1,19.7,EN,0,0.5
cana,2016,21689,-25.2,0.8,EN,1,2.2
cana,2017,18524,-37.3,-14.6,LN,0,-0.7
cana,2018,36505,19.8,97.1,LN,0,-1.1
cana,2019,44558,40.2,22.1,EN,0,0.6
cana,2020,44932,34.5,0.8,N,0,0.1
cana,2021,36169,2.1,-19.5,LN,0,-1.2
cana,2022,37627,-0.6,4,LN,0,-1.2
cana,2023,40106,-1.3,6.6,LN,0,-0.8
cana,2024,39149,-10.6,-2.4,EN,0,1.2
feijao,1974,460,-2.4,,LN,1,-1.9
feijao,1975,482,14.7,4.8,N,0,-0.2
feijao,1976,240,-35.9,-50.2,LN,0,-1.1
feijao,1977,383,14.7,59.6,EN,0,1.1
feijao,1978,429,43.5,12,EN,0,1.1
feijao,1979,315,17,-26.6,N,0,0.2
feijao,1980,129,-47.1,-59,EN,0,0.7
feijao,1981,91,-59.2,-29.5,N,0,0.2
feijao,1982,120,-42.2,31.9,N,0,0
feijao,1983,114,-41.9,-5,EN,1,2.5
feijao,1984,298,56.3,161.4,LN,0,-1
feijao,1985,263,37.3,-11.7,LN,0,-1
feijao,1986,231,18.4,-12.2,N,0,-0.2
feijao,1987,154,-24.3,-33.3,EN,1,1.5
feijao,1988,312,43.1,102.6,EN,0,0.9
feijao,1989,264,12.4,-15.4,LN,1,-1.9
feijao,1990,138,-44.7,-47.7,N,0,0
feijao,1991,217,-18.2,57.2,EN,0,0.5
feijao,1992,220,-22.5,1.4,EN,1,2.1
feijao,1993,828,178.2,200,N,0,0.3
feijao,1994,378,21.8,-54.3,N,0,0.3
feijao,1995,375,15.3,-0.8,EN,0,1.4
feijao,1996,337,1,-10.1,LN,0,-0.9
feijao,1997,299,-9.9,-11.3,N,0,-0.3
feijao,1998,529,62.8,76.9,EN,1,2.3
feijao,1999,380,19.4,-28.2,LN,1,-1.6
feijao,2000,268,-13.1,-29.5,LN,1,-1.6
feijao,2001,130,-55.6,-51.5,LN,0,-0.7
feijao,2002,245,-11,88.5,N,0,-0.3
feijao,2003,306,17,24.9,EN,0,1.2
feijao,2004,169,-33.4,-44.8,N,0,0.3
feijao,2005,246,-0.6,45.6,EN,0,0.7
feijao,2006,348,45.1,41.5,LN,0,-0.8
feijao,2007,180,-22.3,-48.3,EN,0,0.9
feijao,2008,343,52.6,90.6,LN,1,-1.5
feijao,2009,225,3.9,-34.4,LN,0,-0.8
