cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,roni_pico
arroz,1974,1428,-29,,LN,1,-1.9
arroz,1975,1986,1.3,39.1,N,0,-0.2
arroz,1976,2259,17.9,13.7,LN,0,-1.1
arroz,1977,1905,1.7,-15.7,EN,0,1.1
arroz,1978,444,-75.8,-76.7,EN,0,1.1
arroz,1979,817,-54.5,84,N,0,0.2
arroz,1980,2059,16.7,152,EN,0,0.7
arroz,1981,2061,18.6,0.1,N,0,0.2
arroz,1982,1355,-20.9,-34.3,N,0,0
arroz,1983,1901,12.2,40.3,EN,1,2.5
arroz,1984,1577,-5.9,-17,LN,0,-1
arroz,1985,1458,-11.9,-7.5,LN,0,-1
arroz,1986,1425,-13.4,-2.3,N,0,-0.2
arroz,1987,1706,2.5,19.7,EN,1,1.5
arroz,1988,1710,0.5,0.2,EN,0,0.9
arroz,1989,2114,20.9,23.6,LN,1,-1.9
arroz,1990,1934,7.7,-8.5,N,0,0
arroz,1991,1292,-30.3,-33.2,EN,0,0.5
arroz,1992,1893,-1.7,46.5,EN,1,2.1
arroz,1993,1941,-2.5,2.5,N,0,0.3
arroz,1994,2004,-2.2,3.2,N,0,0.3
arroz,1995,2145,1.6,7,EN,0,1.4
arroz,1996,2368,9.3,10.4,LN,0,-0.9
arroz,1997,2082,-6,-12.1,N,0,-0.3
arroz,1998,2282,0.8,9.6,EN,1,2.3
arroz,1999,2322,0.8,1.8,LN,1,-1.6
arroz,2000,2286,-1.7,-1.6,LN,1,-1.6
arroz,2001,2449,5,7.1,LN,0,-0.7
arroz,2002,2354,0.8,-3.9,N,0,-0.3
arroz,2003,2636,12.3,12,EN,0,1.2
arroz,2004,2268,-3.8,-14,N,0,0.3
arroz,2005,1877,-20.5,-17.2,EN,0,0.7
arroz,2006,2156,-9.2,14.9,LN,0,-0.8
arroz,2007,2597,8.2,20.5,EN,0,0.9
arroz,2008,2545,4.7,-2,LN,1,-1.5
arroz,2009,2216,-10.1,-12.9,LN,0,-0.8
arroz,2010,2673,5.8,20.6,EN,1,1.6
arroz,2011,2588,-0.7,-3.2,LN,1,-1.6
arroz,2012,2582,-2.9,-0.2,LN,0,-1
arroz,2013,2670,-0.4,3.4,N,0,-0.4
arroz,2014,2694,0,0.9,N,0,-0.3
arroz,2015,2838,5.5,5.3,EN,0,0.6
arroz,2016,3048,14,7.4,EN,1,2.4
arroz,2017,2694,1.8,-11.6,LN,0,-1
arroz,2018,3547,36,31.7,LN,0,-1.3
arroz,2019,1959,-23.4,-44.8,EN,0,0.7
arroz,2020,3177,27.2,62.2,N,0,0.2
arroz,2021,2132,-12.1,-32.9,LN,0,-1.4
arroz,2022,2116,-9.6,-0.8,LN,0,-1.2
arroz,2023,2175,-3.1,2.8,LN,0,-1
arroz,2024,2459,15.1,13.1,EN,1,1.5
cana,1974,44884,47.7,,LN,1,-1.5
cana,1975,32842,0.6,-26.8,N,0,-0.1
cana,1976,29435,-15.2,-10.4,LN,0,-1
cana,1977,48504,32.4,64.8,EN,0,1
cana,1978,30207,-21.2,-37.7,EN,0,0.9
cana,1979,28976,-27.4,-4.1,N,0,0.2
cana,1980,28201,-31.7,-2.7,EN,0,0.6
cana,1981,42160,-0.9,49.5,N,0,0
cana,1982,49715,14.1,17.9,N,0,0.1
cana,1983,48016,7.9,-3.4,EN,1,2.5
cana,1984,46172,2.1,-3.8,LN,0,-0.5
cana,1985,46218,1,0.1,LN,0,-0.8
cana,1986,45157,-2.1,-2.3,N,0,-0.3
cana,1987,45536,-1.6,0.8,EN,1,1.6
cana,1988,47442,2.5,4.2,EN,0,0.7
cana,1989,46349,0.3,-2.3,LN,1,-1.7
cana,1990,46472,0.7,0.3,N,0,0.2
cana,1991,45487,-1.1,-2.1,EN,0,0.6
cana,1992,45284,-1.1,-0.4,EN,1,2.3
cana,1993,45191,-0.9,-0.2,EN,0,0.5
cana,1994,46063,1.2,1.9,N,0,0.3
cana,1995,46595,2.6,1.2,EN,0,1.3
cana,1996,44430,-2.1,-4.6,LN,0,-0.9
cana,1997,45614,0.5,2.7,N,0,-0.2
cana,1998,45781,0.9,0.4,EN,1,2.2
cana,1999,42736,-6,-6.7,LN,1,-1.5
cana,2000,39912,-12.8,-6.6,LN,1,-1.7
cana,2001,46762,1.5,17.2,LN,0,-0.6
cana,2002,48463,4.2,3.6,N,0,-0.1
cana,2003,46902,-0.4,-3.2,EN,0,0.9
cana,2004,46498,-3,-0.9,N,0,0.3
cana,2005,46357,-5.3,-0.3,EN,0,0.6
cana,2006,48678,-2.4,5,LN,0,-0.9
cana,2007,51342,1,5.5,EN,0,0.6
cana,2008,53313,2.6,3.8,LN,1,-1.6
cana,2009,57398,8.6,7.7,LN,0,-0.9
cana,2010,56701,5.7,-1.2,EN,1,1.5
cana,2011,51010,-6.4,-10,LN,0,-1.4
cana,2012,56148,1.9,10.1,LN,0,-0.8
cana,2013,53422,-3.5,-4.9,LN,0,-0.6
cana,2014,56517,1.8,5.8,LN,0,-0.5
cana,2015,53039,-4.5,-6.2,EN,0,0.5
cana,2016,55842,0.6,5.3,EN,1,2.2
cana,2017,56019,1.2,0.3,LN,0,-0.7
cana,2018,55516,0.8,-0.9,LN,0,-1.1
cana,2019,54161,-1,-2.4,EN,0,0.6
cana,2020,53059,-2.1,-2,N,0,0.1
cana,2021,47085,-12.1,-11.3,LN,0,-1.2
cana,2022,46069,-12.8,-2.2,LN,0,-1.2
cana,2023,52426,0.8,13.8,LN,0,-0.8
cana,2024,51310,0.4,-2.1,EN,0,1.2
feijao,1974,695,-26.4,,LN,1,-1.9
feijao,1975,987,10.2,42,N,0,-0.2
feijao,1976,890,4.7,-9.8,LN,0,-1.1
feijao,1977,852,5.6,-4.3,EN,0,1.1
feijao,1978,906,18.6,6.3,EN,0,1.1
feijao,1979,744,2.7,-17.9,N,0,0.2
feijao,1980,487,-29.3,-34.5,EN,0,0.7
feijao,1981,771,17.8,58.3,N,0,0.2
feijao,1982,983,58.3,27.5,N,0,0
feijao,1983,423,-29,-57,EN,1,2.5
feijao,1984,698,22.6,65,LN,0,-1
feijao,1985,821,52,17.6,LN,0,-1
feijao,1986,362,-31.3,-55.9,N,0,-0.2
feijao,1987,504,-6.4,39.2,EN,1,1.5
feijao,1988,602,6.5,19.4,EN,0,0.9
feijao,1989,353,-41.2,-41.4,LN,1,-1.9
feijao,1990,426,-32.7,20.7,N,0,0
feijao,1991,487,-28.1,14.3,EN,0,0.5
feijao,1992,974,32.4,100,EN,1,2.1
feijao,1993,1025,30.1,5.2,N,0,0.3
feijao,1994,1029,23.5,0.4,N,0,0.3
feijao,1995,1150,30.4,11.8,EN,0,1.4
feijao,1996,791,-15.2,-31.2,LN,0,-0.9
feijao,1997,879,-10,11.1,N,0,-0.3
feijao,1998,1006,-1.1,14.4,EN,1,2.3
feijao,1999,859,-19.2,-14.6,LN,1,-1.6
feijao,2000,784,-30.1,-8.7,LN,1,-1.6
feijao,2001,1261,6,60.8,LN,0,-0.7
feijao,2002,1307,3.9,3.6,N,0,-0.3
feijao,2003,1446,9.8,10.6,EN,0,1.2
feijao,2004,1371,-0.3,-5.2,N,0,0.3
feijao,2005,1420,-1.3,3.6,EN,0,0.7
feijao,2006,1638,10.2,15.4,LN,0,-0.8
feijao,2007,1503,-0.6,-8.2,EN,0,0.9
feijao,2008,1647,7.9,9.6,LN,1,-1.5
feijao,2009,1280,-16.7,-22.3,LN,0,-0.8
feijao,2010,1494,-2.7,16.7,EN,1,1.6
feijao,2011,1578,3.8,5.6,LN,1,-1.6
feijao,2012,1510,0.1,-4.3,LN,0,-1
feijao,2013,1465,-1.6,-3,N,0,-0.4
feijao,2014,1401,-4.2,-4.4,N,0,-0.3
feijao,2015,1789,23.8,27.7,EN,0,0.6
feijao,2016,1465,1.9,-18.1,EN,1,2.4
feijao,2017,1220,-14.7,-16.7,LN,0,-1
feijao,2018,1376,-3.7,12.8,LN,0,-1.3
feijao,2019,1382,-3.5,0.4,EN,0,0.7
feijao,2020,1405,-2.2,1.7,N,0,0.2
feijao,2021,1158,-19.9,-17.6,LN,0,-1.4
feijao,2022,1367,-6.3,18,LN,0,-1.2
feijao,2023,1621,9.7,18.6,LN,0,-1
feijao,2024,1647,9.9,1.6,EN,1,1.5
milho,1974,1656,-18.2,,LN,0,-0.9
