cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,roni_pico
arroz,1974,710,-12,,LN,0,-1.2
arroz,1975,1050,27.4,47.9,N,0,-0.1
arroz,1976,783,-6.9,-25.4,LN,0,-0.6
arroz,1977,884,3.1,12.9,EN,0,0.9
arroz,1978,977,11.8,10.5,EN,0,0.6
arroz,1979,866,-2.7,-11.4,N,0,0.2
arroz,1980,698,-22.9,-19.4,EN,0,0.5
arroz,1981,762,-16.9,9.2,N,0,-0.3
arroz,1982,893,-3.8,17.2,N,0,0.3
arroz,1983,636,-32.2,-28.8,EN,1,2.2
arroz,1984,1079,13.6,69.7,N,0,-0.3
arroz,1985,1336,38.7,23.8,LN,0,-0.6
arroz,1986,1215,24.9,-9.1,N,0,-0.3
arroz,1987,548,-43.5,-54.9,EN,1,1.5
arroz,1988,1362,42.1,148.5,N,0,0.3
arroz,1989,1320,39.4,-3.1,LN,0,-1.4
arroz,1990,293,-69,-77.8,N,0,0.3
arroz,1991,876,-7,199,EN,0,0.5
arroz,1992,219,-76.5,-75,EN,1,2.2
arroz,1993,815,-12.8,200,EN,0,0.7
arroz,1994,1326,37.8,62.7,N,0,0.3
arroz,1995,1302,30.1,-1.8,EN,0,1
arroz,1996,1119,7.3,-14.1,LN,0,-0.8
arroz,1997,986,-9.8,-11.9,N,0,-0.1
arroz,1998,739,-36,-25.1,EN,1,1.8
arroz,1999,1457,19.8,97.2,LN,0,-1.3
arroz,2000,1619,27.1,11.1,LN,0,-1.4
arroz,2001,1057,-20.8,-34.7,LN,0,-0.5
arroz,2002,342,-75.5,-67.6,N,0,0
arroz,2003,1525,4.9,200,EN,0,0.5
arroz,2004,1385,-9.4,-9.2,N,0,0.1
arroz,2005,2059,27.5,48.7,N,0,0.4
arroz,2006,1674,-0.3,-18.7,LN,0,-0.9
arroz,2007,1106,-35.3,-33.9,N,0,0.2
arroz,2008,2368,36.9,114.1,LN,1,-1.5
arroz,2009,2035,16.3,-14.1,LN,0,-0.8
arroz,2010,1291,-26.3,-36.6,EN,0,1.1
arroz,2011,2345,35.4,81.6,LN,0,-1.2
arroz,2012,1779,2.6,-24.1,LN,0,-0.6
arroz,2013,906,-48.8,-49.1,LN,0,-0.6
arroz,2014,1493,-17.7,64.8,LN,0,-0.5
arroz,2015,1919,3.2,28.5,N,0,0.4
arroz,2016,437,-77.1,-77.2,EN,1,1.8
arroz,2017,1911,-2.2,200,LN,0,-0.5
arroz,2018,1872,-6.6,-2,LN,0,-1
arroz,2019,2271,10.5,21.3,EN,0,0.6
arroz,2020,2418,14.6,6.5,N,0,0.1
arroz,2021,2231,2.9,-7.7,LN,0,-1
