cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico
arroz,1974,1039,-9.1,,1064,LN,1,-1.9
arroz,1975,1063,-5.6,2.3,1092,N,0,-0.2
arroz,1976,1181,5.5,11.1,1119,LN,0,-1.1
arroz,1977,1373,22,16.3,1147,EN,0,1.1
arroz,1978,876,-23.3,-36.2,1174,EN,0,1.1
arroz,1979,1398,19.4,59.6,1202,N,0,0.2
arroz,1980,1439,18.7,2.9,1233,EN,0,0.7
arroz,1981,1008,-20.3,-30,1271,N,0,0.2
arroz,1982,1525,14.9,51.3,1319,N,0,0
arroz,1983,1203,-14.3,-21.1,1380,EN,1,2.5
arroz,1984,1252,-16,4.1,1459,LN,0,-1
arroz,1985,1733,9.3,38.4,1558,LN,0,-1
arroz,1986,1928,13.6,11.3,1678,N,0,-0.2
arroz,1987,1699,-7.7,-11.9,1819,EN,1,1.5
arroz,1988,1803,-10.6,6.1,1977,EN,0,0.9
arroz,1989,2029,-7.6,12.5,2148,LN,1,-1.9
arroz,1990,2446,3.7,20.6,2326,N,0,0
arroz,1991,2946,16.6,20.4,2504,EN,0,0.5
arroz,1992,2614,-3.6,-11.3,2675,EN,1,2.1
arroz,1993,2400,-16.2,-8.2,2833,N,0,0.3
arroz,1994,3351,11.8,39.6,2975,N,0,0.3
arroz,1995,3576,14.4,6.7,3098,EN,0,1.4
arroz,1996,2715,-15.9,-24.1,3197,LN,0,-0.9
arroz,1997,3399,3.4,25.2,3271,N,0,-0.3
arroz,1998,3221,-3.1,-5.2,3315,EN,1,2.3
arroz,1999,3479,4,8,3330,LN,1,-1.6
arroz,2000,3556,7.2,2.2,3314,LN,1,-1.6
arroz,2001,3290,1.9,-7.5,3273,LN,0,-0.7
arroz,2002,2689,-14.3,-18.3,3215,N,0,-0.3
arroz,2003,3863,24.5,43.7,3153,EN,0,1.2
arroz,2004,3487,13.4,-9.7,3100,N,0,0.3
arroz,2005,2998,-1,-14,3072,EN,0,0.7
arroz,2006,2627,-14,-12.4,3082,LN,0,-0.8
arroz,2007,2820,-11,7.3,3143,EN,0,0.9
arroz,2008,3004,-9.7,6.5,3262,LN,1,-1.5
arroz,2009,3264,-6.8,8.7,3444,LN,0,-0.8
arroz,2010,3659,-2.3,12.1,3690,EN,1,1.6
arroz,2011,4247,4.9,16.1,3991,LN,1,-1.6
arroz,2012,4615,6.8,8.7,4334,LN,0,-1
arroz,2013,4754,3.8,3,4696,N,0,-0.4
arroz,2014,5103,5.1,7.3,5049,N,0,-0.3
arroz,2015,6054,19.2,18.6,5364,EN,0,0.6
arroz,2016,4822,-8.4,-20.4,5620,EN,1,2.4
arroz,2017,6633,22,37.6,5803,LN,0,-1
arroz,2018,5968,7,-10,5915,LN,0,-1.3
arroz,2019,5909,3.8,-1,5966,EN,0,0.7
arroz,2020,6051,4.6,2.4,5972,N,0,0.2
arroz,2021,5848,-0.1,-3.4,5950,LN,0,-1.4
arroz,2022,5751,-2.4,-1.7,5914,LN,0,-1.2
arroz,2023,5878,-0.3,2.2,5872,LN,0,-1
arroz,2024,5703,-3,-3,5828,EN,1,1.5
cana,1974,41695,34.5,,35663,LN,1,-1.5
cana,1975,27181,-16.8,-34.8,34862,N,0,-0.1
cana,1976,33869,-1.2,24.6,34235,LN,0,-1
cana,1977,38061,6,12.4,33962,EN,0,1
cana,1978,35864,-4.5,-5.8,34202,EN,0,0.9
cana,1979,37260,-4.9,3.9,35055,N,0,0.2
cana,1980,39574,-2.8,6.2,36550,EN,0,0.6
cana,1981,31944,-24.3,-19.3,38623,N,0,0
cana,1982,34237,-21.6,7.2,41108,N,0,0.1
cana,1983,38482,-14.4,12.4,43743,EN,1,2.5
cana,1984,48726,5.1,26.6,46197,LN,0,-0.5
cana,1985,55511,15.9,13.9,48145,LN,0,-0.8
cana,1986,55992,14.4,0.9,49346,N,0,-0.3
cana,1987,55009,11.6,-1.8,49715,EN,1,1.6
cana,1988,53586,8.9,-2.6,49335,EN,0,0.7
cana,1989,47507,-2.8,-11.3,48415,LN,1,-1.7
cana,1990,48466,-0.2,2,47221,N,0,0.2
cana,1991,39168,-17.2,-19.2,46001,EN,0,0.6
cana,1992,39298,-13.1,0.3,44949,EN,1,2.3
cana,1993,38949,-11.6,-0.9,44187,EN,0,0.5
cana,1994,50764,16.2,30.3,43781,N,0,0.3
cana,1995,49904,14.8,-1.7,43755,EN,0,1.3
cana,1996,46888,6.8,-6,44120,LN,0,-0.9
cana,1997,43943,-3.2,-6.3,44893,N,0,-0.2
cana,1998,42245,-11.2,-3.9,46105,EN,1,2.2
cana,1999,42074,-15.4,-0.4,47807,LN,1,-1.5
cana,2000,43622,-16.1,3.7,50057,LN,1,-1.7
cana,2001,62355,13.8,42.9,52899,LN,0,-0.6
cana,2002,61858,7.2,-0.8,56326,N,0,-0.1
cana,2003,62857,4.2,1.6,60240,EN,0,0.9
cana,2004,65224,2.5,3.8,64416,N,0,0.3
cana,2005,65709,-2.9,0.7,68476,EN,0,0.6
cana,2006,67083,-4.6,2.1,71922,LN,0,-0.9
cana,2007,64025,-10.4,-4.6,74222,EN,0,0.6
cana,2008,70415,-2.5,10,74944,LN,1,-1.6
cana,2009,84481,17.2,20,73903,LN,0,-0.9
cana,2010,83557,18.9,-1.1,71228,EN,1,1.5
cana,2011,81896,21.7,-2,67335,LN,0,-1.4
cana,2012,64882,0.2,-20.8,62795,LN,0,-0.8
cana,2013,65088,4.8,0.3,58187,LN,0,-0.6
cana,2014,45288,-23.1,-30.4,53978,LN,0,-0.5
cana,2015,42710,-24.3,-5.7,50480,EN,0,0.5
cana,2016,39106,-28.5,-8.4,47853,EN,1,2.2
cana,2017,42681,-19.3,9.1,46143,LN,0,-0.7
cana,2018,46611,-9.4,9.2,45318,LN,0,-1.1
cana,2019,52395,4,12.4,45301,EN,0,0.6
cana,2020,51497,4.1,-1.7,45988,N,0,0.1
cana,2021,46380,-5,-9.9,47256,LN,0,-1.2
cana,2022,48004,-1.3,3.5,48971,LN,0,-1.2
cana,2023,51661,5.8,7.6,50998,LN,0,-0.8
cana,2024,52162,5.9,1,53216,EN,0,1.2
feijao,1974,442,-15.2,,493,LN,1,-1.5
