cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,roni_pico
arroz,1974,300,,,LN,0,-0.9
arroz,1975,556,,85.3,LN,0,-0.5
arroz,1976,2836,,200,N,0,-0.1
arroz,1983,900,,-68.3,EN,0,1.4
arroz,1991,4800,,200,N,0,0.4
arroz,1992,4500,,-6.2,EN,1,1.7
arroz,1993,4000,,-11.1,EN,0,1
cana,1974,41398,-4.6,,LN,1,-1.5
cana,1975,44602,2.3,7.7,N,0,-0.1
cana,1976,43510,-0.7,-2.4,LN,0,-1
cana,1977,45118,2.6,3.7,EN,0,1
cana,1978,44577,1.1,-1.2,EN,0,0.9
cana,1979,44293,0.3,-0.6,N,0,0.2
cana,1980,46555,5.3,5.1,EN,0,0.6
cana,1981,43095,-2.6,-7.4,N,0,0
cana,1982,45054,1.9,4.5,N,0,0.1
cana,1983,42158,-4.5,-6.4,EN,1,2.5
cana,1984,44361,0.7,5.2,LN,0,-0.5
cana,1985,42550,-3,-4.1,LN,0,-0.8
cana,1986,44807,2.4,5.3,N,0,-0.3
cana,1987,43659,-0.2,-2.6,EN,1,1.6
cana,1988,43566,-0.5,-0.2,EN,0,0.7
cana,1989,46212,5.4,6.1,LN,1,-1.7
cana,1990,41859,-4.3,-9.4,N,0,0.2
cana,1991,41944,-3.6,0.2,EN,0,0.6
cana,1992,45374,5.2,8.2,EN,1,2.3
cana,1993,30106,-29.8,-33.6,EN,0,0.5
cana,1994,43942,3.3,46,N,0,0.3
cana,1995,42746,1.6,-2.7,EN,0,1.3
cana,1996,33683,-19.6,-21.2,LN,0,-0.9
cana,1997,40957,-2.8,21.6,N,0,-0.2
cana,1998,41787,-1.6,2,EN,1,2.2
cana,1999,38253,-10.7,-8.5,LN,1,-1.5
cana,2000,36310,-16.4,-5.1,LN,1,-1.7
cana,2001,45690,3.2,25.8,LN,0,-0.6
cana,2002,52881,17,15.7,N,0,-0.1
cana,2003,47896,4.3,-9.4,EN,0,0.9
cana,2004,49021,5.1,2.3,N,0,0.3
cana,2005,46918,-1.1,-4.3,EN,0,0.6
cana,2006,45931,-4.4,-2.1,LN,0,-0.9
cana,2007,47272,-1.8,2.9,EN,0,0.6
cana,2008,46869,-2.4,-0.9,LN,1,-1.6
cana,2009,53613,12,14.4,LN,0,-0.9
cana,2010,48286,1.8,-9.9,EN,1,1.5
cana,2011,48383,3.6,0.2,LN,0,-1.4
cana,2012,49128,6,1.5,LN,0,-0.8
cana,2013,44789,-3.3,-8.8,LN,0,-0.6
cana,2014,44452,-4,-0.8,LN,0,-0.5
cana,2015,45286,-3,1.9,EN,0,0.5
cana,2016,41788,-11.7,-7.7,EN,1,2.2
cana,2017,46407,-3.6,11.1,LN,0,-0.7
cana,2018,43433,-11.7,-6.4,LN,0,-1.1
cana,2019,49326,-2.3,13.6,EN,0,0.6
cana,2020,53857,3.7,9.2,N,0,0.1
cana,2021,59814,11.5,11.1,LN,0,-1.2
cana,2022,56642,1.9,-5.3,LN,0,-1.2
cana,2023,57713,-0.1,1.9,LN,0,-0.8
cana,2024,59508,-1.1,3.1,EN,0,1.2
feijao,1974,558,0.9,,LN,1,-1.9
feijao,1975,512,1,-8.2,N,0,-0.2
feijao,1976,305,-34.4,-40.4,LN,0,-1.1
feijao,1977,584,36.7,91.5,EN,0,1.1
feijao,1978,429,9,-26.5,EN,0,1.1
feijao,1979,461,26.5,7.5,N,0,0.2
feijao,1980,126,-62.8,-72.7,EN,0,0.7
feijao,1981,162,-49,28.6,N,0,0.2
feijao,1982,369,23,127.8,N,0,0
feijao,1983,165,-42.3,-55.3,EN,1,2.5
feijao,1984,560,102.5,200,LN,0,-1
feijao,1985,312,15.1,-44.3,LN,0,-1
feijao,1986,358,32.9,14.7,N,0,-0.2
feijao,1987,174,-36.7,-51.4,EN,1,1.5
feijao,1988,245,-14.7,40.8,EN,0,0.9
feijao,1989,297,-1.6,21.2,LN,1,-1.9
feijao,1990,368,17.1,23.9,N,0,0
feijao,1991,365,11.6,-0.8,EN,0,0.5
feijao,1992,260,-24.1,-28.8,EN,1,2.1
feijao,1993,172,-51.6,-33.8,N,0,0.3
feijao,1994,482,32.2,180.2,N,0,0.3
feijao,1995,455,21.8,-5.6,EN,0,1.4
feijao,1996,408,6.7,-10.3,LN,0,-0.9
feijao,1997,445,14.6,9.1,N,0,-0.3
feijao,1998,346,-11.5,-22.2,EN,1,2.3
feijao,1999,271,-31.9,-21.7,LN,1,-1.6
feijao,2000,442,7.8,63.1,LN,1,-1.6
feijao,2001,421,-0.7,-4.8,LN,0,-0.7
feijao,2002,423,-3.5,0.5,N,0,-0.3
feijao,2003,286,-36.7,-32.4,EN,0,1.2
feijao,2004,533,13.4,86.4,N,0,0.3
feijao,2005,493,-0.2,-7.5,EN,0,0.7
feijao,2006,549,7.7,11.4,LN,0,-0.8
feijao,2007,556,7.8,1.3,EN,0,0.9
feijao,2008,558,7.5,0.4,LN,1,-1.5
feijao,2009,537,3.5,-3.8,LN,0,-0.8
feijao,2010,453,-10.5,-15.6,EN,1,1.6
feijao,2011,546,12.6,20.5,LN,1,-1.6
feijao,2012,240,-48.9,-56,LN,0,-1
feijao,2013,604,31.7,151.7,N,0,-0.4
feijao,2014,347,-22.2,-42.5,N,0,-0.3
feijao,2015,455,3.2,31.1,EN,0,0.6
feijao,2016,255,-42.3,-44,EN,1,2.4
feijao,2017,437,-1.9,71.4,LN,0,-1
feijao,2018,359,-20.8,-17.8,LN,0,-1.3
feijao,2019,546,17.2,52.1,EN,0,0.7
feijao,2020,541,12.4,-0.9,N,0,0.2
feijao,2021,878,75.4,62.3,LN,0,-1.4
feijao,2022,346,-34.1,-60.6,LN,0,-1.2
feijao,2023,626,13.2,80.9,LN,0,-1
feijao,2024,589,0.7,-5.9,EN,1,1.5
milho,1974,826,-0.2,,LN,1,-1.9
milho,1975,731,-3.1,-11.5,N,0,-0.2
milho,1976,668,-3,-8.6,LN,0,-1.1
milho,1977,832,32,24.6,EN,0,1.1
milho,1978,735,26.7,-11.7,EN,0,1.1
milho,1979,408,-24.1,-44.5,N,0,0.2
milho,1980,193,-61.4,-52.7,EN,0,0.7
milho,1981,239,-49.1,23.8,N,0,0.2
milho,1982,425,-4.9,77.8,N,0,0
milho,1983,199,-53.5,-53.2,EN,1,2.5
milho,1984,801,90.9,200,LN,0,-1
milho,1985,525,24.5,-34.5,LN,0,-1
milho,1986,656,54.2,25,N,0,-0.2
milho,1987,253,-41.6,-61.4,EN,1,1.5
milho,1988,528,17.4,108.7,EN,0,0.9
milho,1989,467,0,-11.6,LN,1,-1.9
milho,1990,452,-5.2,-3.2,N,0,0
milho,1991,465,-3.4,2.9,EN,0,0.5
milho,1992,390,-19.4,-16.1,EN,1,2.1
milho,1993,133,-72.5,-65.9,N,0,0.3
milho,1994,654,37.7,200,N,0,0.3
milho,1995,486,4.8,-25.7,EN,0,1.4
