cultura,ano,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,roni_pico
milho,1996,520,14.9,7,LN,0,-0.9
milho,1997,575,32.8,10.6,N,0,-0.3
milho,1998,363,-10.6,-36.9,EN,1,2.3
milho,1999,297,-23.7,-18.2,LN,1,-1.6
milho,2000,464,21.1,56.2,LN,1,-1.6
milho,2001,180,-52.3,-61.2,LN,0,-0.7
milho,2002,377,0.7,109.4,N,0,-0.3
milho,2003,197,-47.9,-47.7,EN,0,1.2
milho,2004,347,-13.7,76.1,N,0,0.3
milho,2005,464,5.6,33.7,EN,0,0.7
milho,2006,533,14.2,14.9,LN,0,-0.8
milho,2007,531,9.1,-0.4,EN,0,0.9
milho,2008,564,10.2,6.2,LN,1,-1.5
milho,2009,597,13.4,5.9,LN,0,-0.8
milho,2010,521,0.2,-12.7,EN,1,1.6
milho,2011,559,11.2,7.3,LN,1,-1.6
milho,2012,455,-8,-18.6,LN,0,-1
milho,2013,556,13.4,22.2,N,0,-0.4
milho,2014,282,-41.9,-49.3,N,0,-0.3
milho,2015,358,-28.5,27,EN,0,0.6
milho,2016,95,-82.2,-73.5,EN,1,2.4
milho,2017,523,-9.2,200,LN,0,-1
milho,2018,386,-38.7,-26.2,LN,0,-1.3
milho,2019,389,-44.2,0.8,EN,0,0.7
milho,2020,805,4.1,106.9,N,0,0.2
milho,2021,1509,74.9,87.5,LN,0,-1.4
milho,2022,1038,7.4,-31.2,LN,0,-1.2
milho,2023,1586,46.3,52.8,LN,0,-1
milho,2024,1252,3.2,-21.1,EN,1,1.5
milho1,2003,197,-5.6,,EN,0,1.2
milho1,2004,347,1.7,76.1,N,0,0.3
milho1,2005,464,4.7,33.7,EN,0,0.7
milho1,2006,533,3.7,14.9,LN,0,-0.8
milho1,2007,531,-4.6,-0.4,EN,0,0.9
milho1,2008,564,-1.2,6.2,LN,1,-1.5
milho1,2009,597,5.4,5.9,LN,0,-0.8
milho1,2010,521,-6,-12.7,EN,1,1.6
milho1,2011,541,7.2,3.8,LN,1,-1.6
milho1,2012,675,52.7,24.8,LN,0,-1
milho1,2014,236,-14.9,-65,N,0,-0.3
milho1,2016,203,4.7,-14,EN,1,2.4
milho1,2017,601,136,196.1,LN,0,-1
milho1,2018,257,-30.3,-57.2,LN,0,-1.3
milho1,2019,288,-42.2,12.1,EN,0,0.7
milho1,2020,659,13.1,128.8,N,0,0.2
milho1,2021,1065,65.7,61.6,LN,0,-1.4
milho1,2022,662,-1,-37.8,LN,0,-1.2
milho1,2023,666,0,0.6,LN,0,-1
milho1,2024,635,0.1,-4.7,EN,1,1.5
milho2,2011,1000,,,LN,0,-1.2
milho2,2012,187,,-81.3,LN,0,-0.6
milho2,2013,556,,197.3,LN,0,-0.6
milho2,2014,288,,-48.2,LN,0,-0.5
milho2,2015,358,,24.3,N,0,0.4
milho2,2016,57,,-84.1,EN,1,1.8
milho2,2017,457,,200,LN,0,-0.5
milho2,2018,568,,24.3,LN,0,-1
milho2,2019,435,,-23.4,EN,0,0.6
milho2,2020,876,,101.4,N,0,0.1
milho2,2021,1745,,99.2,LN,0,-1
milho2,2022,1288,,-26.2,LN,0,-1.2
milho2,2023,2116,,64.3,LN,0,-0.6
milho2,2024,1459,,-31,EN,0,0.9
