code_muni,pct_acum
5107925,4.14
5218805,6.76
5106240,9.29
5106224,11.57
5211909,13.46
5103502,15.12
5107065,16.73
5005400,18.34
5102637,19.86
5107040,21.23
5104526,22.46
5105259,23.69
5107941,24.83
5101902,25.94
5107859,27.04
5106802,28.11
5007901,29.17
5102686,30.2
5107875,31.22
5107909,32.19
5108501,33.16
5003702,34.1
5102702,34.99
5108006,35.88
5213756,36.76
5006606,37.63
5108907,38.48
5104609,39.28
5103700,40.06
5107768,40.83
5107248,41.59
5102678,42.35
5106307,43.08
5213103,43.81
5103858,44.45
5103056,45.05
5007695,45.61
5107354,46.17
5107792,46.71
5007208,47.23
5206206,47.76
5205471,48.27
5001243,48.76
5004502,49.25
5107305,49.74
5002407,50.2
5101852,50.66
5104542,51.09
5107958,51.51
5105580,51.93
4127700,52.34
4102000,52.75
5003256,53.14
5103304,53.52
5005251,53.88
4128005,54.24
5100201,54.6
2101400,54.95
5005707,55.29
5000609,55.63
1703842,55.97
5100607,56.3
5108303,56.62
5219308,56.95
5204409,57.27
5216403,57.58
4125704,57.9
5100409,58.21
5107602,58.51
5002951,58.8
5105606,59.08
4104808,59.37
5107008,59.65
4127403,59.92
4117909,60.19
5105101,60.46
5104559,60.72
3522406,60.98
5216452,61.24
5106265,61.49
3170404,61.74
5106281,61.99
5300108,62.24
5106372,62.48
5002704,62.72
5104203,62.95
2923803,63.17
5103353,63.39
5103908,63.61
2201150,63.82
5100250,64.04
2112001,64.25
1100304,64.47
5220603,64.68
1506708,64.89
5107180,65.1
5106422,65.31
5108600,65.52
5106778,65.72
5106216,65.93
5107743,66.13
1101468,66.33
5203500,66.53
5007935,66.72
4113700,66.91
4103701,67.09
2807105,67.28
4114005,67.46
4112959,67.64
2900355,67.82
5200134,68
2801405,68.18
4120655,68.36
1100072,68.53
4103909,68.7
4107504,68.87
4126504,69.04
4108809,69.21
5105903,69.38
4116703,69.54
5200175,69.71
5104807,69.87
4108601,70.03
5106190,70.19
4127957,70.36
1100924,70.52
1100056,70.68
4126405,70.84
5220504,71
5002209,71.15
5209101,71.3
4106308,71.45
5207253,71.6
5103007,71.74
5006002,71.88
4125308,72.03
4123501,72.17
4114609,72.31
1504752,72.45
5004601,72.59
1506583,72.72
3147006,72.86
5106000,73
1703909,73.13
2208908,73.26
3170107,73.39
4120507,73.51
5100359,73.64
4123907,73.77
4103453,73.89
5212501,74.01
5103601,74.14
4100707,74.26
5102694,74.38
5108055,74.5
5204003,74.62
5220009,74.74
5107800,74.86
1100031,74.97
5108105,75.09
5000906,75.2
4115200,75.31
5001508,75.43
4106407,75.54
5218102,75.65
4121356,75.76
1701903,75.87
4115358,75.98
3119302,76.09
3535309,76.2
4104303,76.31
4100806,76.42
3528809,76.53
4103370,76.64
3109303,76.74
5004304,76.85
4103008,76.96
4118808,77.06
4125001,77.17
4124053,77.27
3510005,77.37
1506807,77.47
2802304,77.57
5210109,77.67
4121109,77.77
3170206,77.87
5107776,77.97
2102804,78.07
5005103,78.17
4102109,78.27
5107198,78.36
5105507,78.46
5105200,78.55
4111100,78.65
3510203,78.74
3129509,78.84
5007703,78.93
4114807,79.02
4108205,79.11
5100300,79.2
4103602,79.29
4113403,79.38
4107702,79.47
5210406,79.56
1718204,79.65
4112207,79.74
3117306,79.82
4121901,79.91
3103504,80
5105150,80.08
1701101,80.17
5002100,80.26
4109807,80.34
4117222,80.42
5211503,80.51
5106299,80.59
4116059,80.67
4116802,80.75
5102793,80.83
5103205,80.92
1505502,80.99
4102802,81.07
3112604,81.15
3546405,81.23
2916500,81.31
2109502,81.39
5101803,81.46
5217104,81.54
4126355,81.61
4108320,81.69
5104104,81.77
4115101,81.84
4117453,81.91
3148103,81.99
1502939,82.06
5106257,82.14
1100205,82.21
5108808,82.28
5107701,82.35
5102603,82.43
2211209,82.5
4124020,82.57
5003504,82.64
4110607,82.71
3109451,82.78
4112751,82.85
5205109,82.92
5004106,82.99
1501451,83.06
3517406,83.13
4107801,83.2
3542206,83.27
3508009,83.34
5106752,83.41
4107900,83.47
1716505,83.54
5006200,83.61
4117404,83.67
3521705,83.74
4115804,83.81
4102406,83.87
2100501,83.94
4121307,84
1713601,84.07
5005004,84.13
4108304,84.19
4113734,84.26
1100320,84.32
3128600,84.38
5213053,84.45
4111001,84.51
4118501,84.57
5000252,84.63
4110953,84.69
4107553,84.76
5215702,84.82
1712504,84.88
4105300,84.94
4101101,85
1100262,85.06
2805505,85.12
5004700,85.18
4101408,85.24
4122404,85.29
3111408,85.35
4125803,85.41
5107263,85.47
5209952,85.52
3522307,85.58
5002001,85.64
3529708,85.7
5212105,85.75
2918100,85.81
5215603,85.86
3143500,85.92
3545407,85.97
5008008,86.03
5213806,86.08
4103354,86.13
5003488,86.19
5108956,86.24
4128559,86.3
4128401,86.35
5221502,86.4
4107306,86.46
5106182,86.51
5215306,86.56
5003306,86.61
4124103,86.67
3145000,86.72
5003801,86.77
5221551,86.82
5218508,86.87
2910701,86.92
3550506,86.97
2913705,87.02
5222054,87.07
5204805,87.12
3543204,87.17
3519907,87.22
1502707,87.27
5214606,87.32
2111607,87.37
5215652,87.42
5219209,87.46
4101903,87.51
4111605,87.56
4104501,87.61
5003454,87.66
3535804,87.71
4127502,87.75
4102505,87.8
5204508,87.85
4111902,87.9
1502764,87.94
5005152,87.99
4117503,88.04
5208152,88.08
5208004,88.13
3148004,88.18
4101507,88.22
2109700,88.27
5002902,88.31
3126109,88.36
4125753,88.41
4113106,88.45
4115606,88.5
5007406,88.54
4100103,88.59
5203302,88.63
5106455,88.68
3169307,88.72
4103222,88.76
4110003,88.81
3537156,88.85
5004908,88.89
3509809,88.94
1713304,88.98
5218052,89.02
2804508,89.06
5207808,89.11
1100809,89.15
3504008,89.19
4119657,89.23
1718907,89.27
5222005,89.32
5003157,89.36
4120333,89.4
4114104,89.44
4125407,89.48
1506138,89.52
5219712,89.56
3101607,89.6
5205513,89.64
3134202,89.68
4113007,89.71
1707009,89.75
5107883,89.79
5000856,89.83
3553955,89.87
2927002,89.91
4108007,89.94
5106208,89.98
3169604,90.02
4128500,90.06
4103305,90.09
2104107,90.13
4110656,90.17
4122701,90.2
5207402,90.24
2929701,90.27
4122172,90.31
4115853,90.35
2802205,90.38
4123402,90.42
4111506,90.45
4127205,90.49
2204402,90.52
3553807,90.56
3519501,90.59
1717503,90.63
4128708,90.67
5108204,90.7
5219407,90.74
1721000,90.77
1710904,90.81
3516101,90.84
3147907,90.88
4112504,90.91
4107603,90.94
3171006,90.98
3511409,91.01
3539707,91.05
4112405,91.08
5208905,91.12
5007950,91.15
5200605,91.18
3521804,91.22
4111209,91.25
4102208,91.29
3149804,91.32
4106852,91.35
5006275,91.39
4104055,91.42
1100403,91.45
5006259,91.49
4105102,91.52
3126208,91.55
4126009,91.58
5000708,91.61
4101150,91.65
5006358,91.68
3550209,91.71
2210631,91.74
3137502,91.77
5008404,91.8
1718881,91.84
5203906,91.87
2804607,91.9
4121000,91.93
5217609,91.96
2805208,91.99
4120853,92.02
2802403,92.05
3111804,92.08
5101407,92.11
3153400,92.14
5100508,92.17
5220264,92.2
5205497,92.23
3537909,92.26
4101853,92.29
2910750,92.32
5000807,92.35
3139102,92.38
3151602,92.41
3513306,92.44
2803500,92.46
2924207,92.49
5005806,92.52
4120358,92.55
4121604,92.58
4101655,92.61
2907806,92.63
3109808,92.66
4101705,92.69
5003751,92.72
3553856,92.74
5209937,92.77
1707108,92.8
4122503,92.82
5220108,92.85
5217401,92.88
3500550,92.91
2903201,92.93
1705102,92.96
4112702,92.99
4112900,93.01
4119400,93.04
4116307,93.07
4118451,93.09
1100940,93.12
3552908,93.14
4106100,93.17
5210208,93.2
4107538,93.22
4124806,93.25
2921500,93.27
1703701,93.3
5207907,93.32
4114401,93.35
3100708,93.38
3143104,93.4
5220058,93.43
3504503,93.45
4104600,93.48
2804458,93.5
4124004,93.53
5103361,93.55
1703305,93.58
5001904,93.6
3115805,93.63
2106102,93.65
4113601,93.68
3532157,93.7
5221403,93.73
5101308,93.75
4108403,93.77
4105508,93.8
3105103,93.82
3164209,93.84
1507953,93.87
4119004,93.89
4113452,93.92
4102703,93.94
3117702,93.96
4117008,93.98
5106174,94.01
5213707,94.03
1718709,94.05
4101051,94.08
4118857,94.1
3538808,94.12
1101104,94.14
4126256,94.17
4111803,94.19
5212303,94.21
5002605,94.23
5217708,94.25
2805802,94.28
5213004,94.3
1707207,94.32
4115309,94.34
4128609,94.36
5221601,94.39
1716109,94.41
3166808,94.43
3108206,94.45
3151503,94.47
5200308,94.49
3523206,94.51
2802601,94.54
4105706,94.56
4121406,94.58
1505031,94.6
4113429,94.62
4120606,94.64
5108857,94.66
4108551,94.68
3162500,94.71
1700400,94.73
4109005,94.75
5002803,94.77
3127107,94.79
3502804,94.81
4127858,94.83
3156908,94.85
1700251,94.87
2911857,94.89
3157708,94.91
4103479,94.93
5201306,94.95
5006408,94.97
5204250,94.99
2801900,95.01
5207352,95.03
1718865,95.05
3544251,95.07
5200902,95.09
2803005,95.11
3131604,95.12
5007109,95.14
4103206,95.16
1720655,95.18
3130705,95.2
4120903,95.22
4104402,95.24
5103106,95.25
4124608,95.27
4116109,95.29
5102504,95.31
2805000,95.33
4109302,95.34
1713205,95.36
5216007,95.38
1100130,95.4
4123824,95.42
3109402,95.43
2931905,95.45
1708254,95.47
4126603,95.49
2909208,95.5
5201504,95.52
4114203,95.54
3108552,95.56
4116604,95.57
2930766,95.59
1700707,95.61
4115408,95.62
4105003,95.64
1715002,95.66
3512605,95.67
3131406,95.69
3149200,95.71
4116901,95.72
1100288,95.74
5214838,95.76
2110658,95.77
2803708,95.79
4127809,95.81
4109708,95.82
1718659,95.84
4105409,95.86
4126678,95.87
1709302,95.89
1101492,95.9
4110052,95.92
4106001,95.94
4108106,95.95
3150505,95.97
4113759,95.98
3155504,96
4113809,96.02
5002159,96.03
4122107,96.05
4127007,96.06
1709500,96.08
3114402,96.09
1706100,96.11
5101001,96.12
4101002,96.14
4106704,96.15
1100023,96.17
4101606,96.18
4124400,96.2
2928901,96.21
4114906,96.23
1703867,96.24
4123808,96.26
1716604,96.27
2804201,96.29
1712405,96.3
5006903,96.32
4104907,96.33
3120201,96.35
1709005,96.36
1101500,96.38
3506508,96.39
4216701,96.4
4119608,96.42
3505500,96.43
4103800,96.45
3121209,96.46
1505551,96.47
4112306,96.49
4107157,96.5
4110706,96.51
2209203,96.53
4122156,96.54
4114500,96.56
1712702,96.57
5106273,96.58
1200385,96.6
5207105,96.61
1718899,96.62
5211701,96.64
1100296,96.65
3509452,96.66
4121257,96.67
4119806,96.69
4117305,96.7
4127908,96.71
5103379,96.73
4128534,96.74
3154457,96.75
5004007,96.76
1100908,96.78
4100509,96.79
5105176,96.8
2104081,96.81
5007307,96.83
4117255,96.84
3132107,96.85
3129608,96.86
4125456,96.87
3162203,96.89
1507300,96.9
4106506,96.91
5007505,96.92
2203230,96.93
4118006,96.95
5205455,96.96
5208806,96.97
3169356,96.98
4123303,96.99
4128302,97
1718758,97.01
3533809,97.03
4107108,97.04
1100106,97.05
1100064,97.06
4119202,97.07
2910503,97.08
1721257,97.1
3534708,97.11
4120705,97.12
5005681,97.13
3517604,97.14
3502200,97.15
2805604,97.16
1708304,97.17
4103503,97.19
2700201,97.2
4123105,97.21
4107207,97.22
5221809,97.23
3518503,97.24
4122909,97.25
5218003,97.26
4112009,97.27
1711902,97.29
4110508,97.3
4112801,97.31
4110102,97.32
2801108,97.33
3107109,97.34
3115102,97.35
4123709,97.36
4121703,97.37
5209705,97.38
4122008,97.39
1503093,97.4
5205059,97.41
4108700,97.42
3554003,97.43
1706001,97.45
3137403,97.46
3139003,97.47
5211404,97.48
3165305,97.49
4125209,97.5
3541208,97.51
3142809,97.52
2806008,97.53
4120002,97.54
4110805,97.55
3557204,97.56
2803401,97.57
3137106,97.58
3162104,97.59
3170750,97.6
5107404,97.61
5215900,97.62
3521309,97.63
5204706,97.63
1101450,97.64
5219100,97.65
3128907,97.66
5205307,97.67
3524105,97.68
4109203,97.69
5203104,97.7
3503109,97.71
5007976,97.72
4123006,97.73
3137536,97.74
3527900,97.75
3515400,97.76
5201108,97.77
3506300,97.78
5200100,97.78
2107258,97.79
5006309,97.8
1100080,97.81
4104709,97.82
3170800,97.83
1707652,97.84
3150703,97.85
4122800,97.86
4117271,97.87
4115507,97.87
1301704,97.88
1100049,97.89
4124707,97.9
4123956,97.91
2208551,97.92
2901601,97.93
4121802,97.93
3114303,97.94
3523008,97.95
3152907,97.96
1100155,97.97
3514700,97.98
1101484,97.98
2208809,97.99
4111407,98
4118105,98.01
3552304,98.02
2803104,98.02
1720978,98.03
4103057,98.04
4206405,98.05
4109658,98.06
4124509,98.06
4112108,98.07
2704203,98.08
3152808,98.09
5208400,98.09
3136306,98.1
4121505,98.11
1704105,98.12
3535507,98.12
1100379,98.13
4106605,98.14
1200179,98.15
3551207,98.15
5210000,98.16
3529203,98.17
3531902,98.18
1501782,98.18
1200401,98.19
4112603,98.2
5005608,98.21
3147204,98.21
3553005,98.22
3554201,98.23
2702306,98.24
4113304,98.24
3138807,98.25
1710508,98.26
5219506,98.26
4124301,98.27
4120408,98.28
4106555,98.28
4117057,98.29
3543006,98.3
1713700,98.31
4100905,98.31
2930154,98.32
1720853,98.33
5214408,98.33
3512506,98.34
4122651,98.35
3519253,98.35
4103404,98.36
1100338,98.37
4126108,98.37
4126306,98.38
4107009,98.39
5205208,98.39
3156403,98.4
1718451,98.41
3522802,98.41
1700350,98.42
3161700,98.43
1720499,98.43
4119905,98.44
2923050,98.45
5221908,98.45
4111704,98.46
4116406,98.46
3545308,98.47
3546306,98.48
4109757,98.48
1100502,98.49
4115739,98.5
4107546,98.5
4104659,98.51
2612307,98.51
4115903,98.52
1703206,98.53
3107604,98.53
3141306,98.54
4107736,98.54
3124807,98.55
4110409,98.56
5208707,98.56
5205802,98.57
3170529,98.57
1714203,98.58
4117297,98.59
5106109,98.59
5100805,98.6
3530201,98.6
3518206,98.61
4100459,98.61
3539301,98.62
4106571,98.63
2800209,98.63
3114600,98.64
3141900,98.64
5205901,98.65
5208509,98.65
4103024,98.66
4107850,98.66
3507506,98.67
5210562,98.68
3540705,98.68
2807006,98.69
5215504,98.69
3204104,98.7
3104502,98.7
5214903,98.71
5204300,98.71
1715705,98.72
3500758,98.72
1702000,98.73
1100189,98.73
3111507,98.74
2100055,98.74
4106803,98.75
5106315,98.75
5201454,98.76
5213905,98.76
5209200,98.77
5221007,98.77
3537404,98.78
