data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max
1980-01,35,112.9,-77.9,-0.83,-0.9,,,,,,,30.3,20.6,0,1,16
1980-02,0,129.1,-129.1,,-1.86,,,,,,,32.1,20.9,0,0,29
1980-03,36,110.6,-74.6,-1.11,-0.99,-1.67,-1.39,,,,,30.9,21.6,0,0,12
1980-04,138,95.1,42.9,-0.68,-0.73,-1.78,-1.48,,,,,29.8,21,0,7,8
1980-05,238,87.5,150.5,-1.05,-1.05,-1.5,-1.36,,,,,28.7,21.1,0,8,1
1980-06,249,80.5,168.5,-0.68,-0.66,-1.33,-1.22,-1.96,-1.78,,,28.8,21.1,0,12,0
1980-07,318,92,226,0.56,0.67,-0.54,-0.56,-1.4,-1.42,,,28.9,20.6,0,12,3
1980-08,192,98,94,0,0.25,-0.07,0.02,-1,-0.89,,,30.2,21,0,8,3
1980-09,107,114.5,-7.5,-0.02,-0.16,0.26,0.34,-0.71,-0.61,,,30.9,21.2,0,2,3
1980-10,71,116.9,-45.9,-0.67,-0.61,-0.34,-0.24,-0.58,-0.56,,,31,20.9,0,2,5
1980-11,72,104,-32,-0.61,-0.61,-0.73,-0.74,-0.42,-0.36,,,30.5,21,0,2,10
1980-12,49,108.4,-59.4,-0.9,-1,-1.12,-1.04,-0.44,-0.41,-1.53,-1.43,30.6,20.9,0,2,14
1981-01,7,104.1,-97.1,-1.97,-1.2,-1.49,-1.24,-1.11,-0.97,-1.53,-1.4,29.4,20.8,0,0,19
1981-02,43,93.4,-50.4,-0.64,-0.54,-1.35,-1.13,-1.33,-1.13,-1.36,-1.2,30.3,21,0,2,9
1981-03,46,115.9,-69.9,-0.85,-0.91,-1.35,-1.08,-1.46,-1.22,-1.26,-1.12,31.3,21,0,2,12
1981-04,261,89.6,171.4,0.78,0.84,-0.27,-0.39,-1,-0.92,-0.94,-0.85,29.5,21,0,9,4
1981-05,356,87.4,268.6,0.28,0.11,0.16,0.2,-0.71,-0.67,-0.71,-0.61,28.8,20.8,0,17,1
1981-06,325,79.9,245.1,0.3,0.36,0.6,0.7,-0.4,-0.33,-0.56,-0.42,29,20.5,0,11,0
1981-07,217,83.4,133.6,-0.67,-0.53,-0.05,-0.01,-0.26,-0.13,-0.85,-0.69,27.9,19.6,0,8,2
1981-08,205,99.9,105.1,0.22,0.43,-0.14,0,-0.03,0.23,-0.85,-0.69,29.3,20.3,0,8,1
1981-09,103,98.6,4.4,-0.1,0.09,-0.37,-0.14,0.17,0.42,-0.87,-0.65,29.1,20.5,0,2,5
1981-10,82,111.3,-29.3,-0.39,-0.21,-0.16,0.1,-0.14,-0.02,-0.8,-0.56,31,21.4,0,2,5
1981-11,37,107.8,-70.8,-1.43,-1.18,-1.01,-0.81,-0.59,-0.42,-0.89,-0.69,31.7,21.5,0,2,13
1981-12,36,100.7,-64.7,-1.25,-1.12,-1.52,-1.24,-1.05,-0.81,-0.91,-0.72,30.9,21.3,0,1,9
1982-01,69,98.2,-29.2,-0.19,-0.18,-1.34,-1.09,-0.94,-0.73,-0.7,-0.53,29.9,20.8,0,3,18
1982-02,91,88.3,2.7,0.14,0.23,-0.52,-0.44,-0.96,-0.74,-0.56,-0.37,30.5,21,0,4,11
1982-03,111,100.3,10.7,0.23,0.33,-0.02,-0.02,-0.76,-0.64,-0.38,-0.18,30.8,21.5,0,7,13
1982-04,294,87.2,206.8,1.08,1.23,0.61,0.71,-0.33,-0.23,-0.31,-0.14,29.9,21.2,0,11,9
1982-05,410,85.2,324.8,0.79,0.81,0.97,1.14,0.21,0.4,-0.22,0.04,28.5,21,0,14,1
1982-06,207,83.2,123.8,-1.31,-1.22,0.43,0.53,0.15,0.35,-0.52,-0.22,28.5,20.6,0,5,4
1982-07,170,92.6,77.4,-1.39,-1.34,-0.64,-0.65,-0.13,0.07,-0.67,-0.39,28.9,20.5,0,4,3
1982-08,107,111.7,-4.7,-1.73,-1.61,-1.96,-1.67,-0.46,-0.27,-0.96,-0.72,30.1,20.6,0,2,5
1982-09,39,101.9,-62.9,-1.9,-1.17,-2.15,-1.65,-0.77,-0.65,-1.16,-0.92,31.3,21.2,0,1,10
1982-10,83,106,-23,-0.37,-0.06,-1.83,-1.3,-1.26,-1.08,-1.11,-0.86,31.3,21.1,0,2,10
1982-11,13,108.7,-95.7,-2.47,-1.53,-2.11,-1.36,-2.35,-1.7,-1.17,-0.92,31.4,21.5,0,0,8
1982-12,33,90.7,-57.7,-1.34,-0.96,-1.86,-1.32,-2.39,-1.69,-1.17,-0.91,30.9,21.6,0,1,15
1983-01,7,103.2,-96.2,-1.97,-1.19,-2.62,-1.6,-2.48,-1.61,-1.28,-1.03,30.5,21.5,0,0,13
1983-02,20,95.9,-75.9,-1.29,-0.95,-1.88,-1.27,-2.41,-1.54,-1.43,-1.18,32.1,21.6,1,0,18
1983-03,26,100.4,-74.4,-1.42,-0.99,-1.95,-1.22,-2.18,-1.43,-1.59,-1.28,31.9,21.8,0,1,10
1983-04,338,90.3,247.7,1.46,1.64,-0.05,-0.1,-1.2,-0.97,-1.46,-1.18,30.4,21.2,0,13,4
1983-05,150,103.8,46.2,-2.38,-1.72,-0.76,-0.75,-1.56,-1.32,-2.34,-1.84,30.6,21.7,0,2,1
1983-06,204,91.9,112.1,-1.36,-1.35,-0.88,-0.98,-1.71,-1.51,-2.47,-2.07,29.6,21,0,8,2
1983-07,73,111.9,-38.9,-3.5,-2.95,-3.07,-2.29,-2.22,-2.04,-2.88,-2.43,30.6,20.9,0,2,2
1983-08,186,103,83,-0.1,0.06,-2.13,-1.87,-1.89,-2.05,-2.7,-2.34,29.7,20.7,0,9,2
