data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,324,112.8,211.2,0.54,0.55,,,,,,,29.5,18.8,0,14,2,438,556
1980-02,334,82.9,251.1,1.19,1.39,,,,,,,28.5,19.9,0,16,2,412,400
1980-03,173,109.1,63.9,-0.83,-0.82,0.55,0.68,,,,,30.4,18.3,0,4,5,445,548
1980-04,121,94.7,26.3,0.49,0.53,0.5,0.74,,,,,29.7,16.7,0,5,11,396,499
1980-05,52,89,-37,0.63,0.78,-0.25,-0.19,,,,,29.3,14.5,0,2,9,368,489
1980-06,17,78.7,-61.7,0.29,0.9,0.66,0.9,0.68,0.89,,,28.9,11.3,0,0,24,304,447
1980-07,0,90.1,-90.1,,0.44,0.46,0.82,0.58,0.92,,,30,10.6,0,0,31,320,480
1980-08,5,102.5,-97.5,-0.55,0.65,-0.13,0.65,-0.34,0.1,,,32.6,12.7,3,0,21,392,468
1980-09,138,101.9,36.1,1.8,1.84,1.36,1.52,1.22,1.5,,,31.4,15.4,3,6,8,401,454
1980-10,70,134,-64,-1.81,-1.7,0.36,0.7,0.44,0.86,,,32.2,17.5,3,2,7,460,632
1980-11,176,109.2,66.8,-0.4,-0.29,-0.01,0.25,-0.1,0.37,,,29.7,18.7,0,5,4,426,535
1980-12,289,98.7,190.3,0.14,0.34,-0.67,-0.46,-0.06,0.35,0.47,0.86,28.5,19,0,12,1,426,486
1981-01,242,104.9,137.1,-0.37,-0.28,-0.38,-0.22,-0.28,0.05,0.1,0.54,29,18.7,0,10,5,430,523
1981-02,302,102.9,199.1,0.84,0.84,0.22,0.37,0.14,0.35,-0.03,0.33,29.8,18.1,0,13,1,391,520
1981-03,363,95.8,267.2,1.75,1.88,1.01,1.15,0.36,0.51,0.75,1.11,29,19.4,0,14,3,440,486
1981-04,124,106.4,17.6,0.55,0.32,1.76,1.78,0.69,0.88,0.75,1.07,30.3,16.7,0,1,2,406,565
1981-05,11,96.6,-85.6,-1.28,-1.14,1.36,1.43,0.77,0.92,0.59,0.89,30.2,13.4,0,0,27,365,543
1981-06,45,71.2,-26.2,1.25,1.75,0.51,0.58,1.04,1.18,0.7,1.03,26.9,9.8,0,3,13,250,425
1981-07,5,88.8,-83.8,-0.37,0.81,0.25,0.68,1.76,1.86,0.72,1.04,27.7,7.1,0,0,24,230,522
1981-08,5,107.6,-102.6,-0.55,0.46,0.94,1.36,1.49,1.68,0.73,1.04,32.4,11.5,5,0,15,371,527
1981-09,27,100.1,-73.1,-0.7,0.01,-0.73,0.25,-0.04,0.45,0.28,0.6,32,14.3,8,1,9,394,407
1981-10,114,116.4,-2.4,-0.34,0.05,-0.85,0.02,-0.6,0.28,0.46,0.86,31,18.8,1,5,2,462,553
1981-11,297,106.2,190.8,1.42,1.57,0.63,1.03,0.8,1.34,1.02,1.41,29.1,19.8,0,11,1,434,526
1981-12,310,107.2,202.8,0.38,0.48,0.85,1.08,0.53,0.92,1.1,1.42,29.5,19.8,0,10,2,455,524
1982-01,347,97.5,249.5,0.76,0.93,1.15,1.39,0.81,1.19,1.6,1.97,28.4,19.9,0,14,1,439,482
1982-02,207,92.3,114.7,-0.38,-0.27,0.41,0.62,0.58,0.96,1.09,1.46,29.3,19.3,0,10,1,400,457
1982-03,308,97.3,210.7,1.12,1.27,0.74,0.99,1,1.38,0.85,1.26,29.1,19.7,0,13,3,446,496
1982-04,94,96.5,-2.5,-0.11,-0.16,0.34,0.58,0.97,1.29,0.72,1.18,29,18.2,0,4,8,408,517
1982-05,69,87.4,-18.4,1.1,1.31,1.1,1.33,0.79,1.08,0.96,1.46,28.5,12.9,0,4,11,332,506
1982-06,3,78.1,-75.1,-0.85,0.28,0.29,0.55,0.72,1.03,0.79,1.26,29.6,13.4,0,0,11,345,435
1982-07,5,92.4,-87.4,-0.37,0.61,0.65,0.99,0.49,0.84,0.78,1.24,30.6,12,0,0,12,350,496
1982-08,30,102.9,-72.9,0.75,1.32,0.47,0.94,1.1,1.44,0.9,1.38,31.6,14.9,0,0,6,412,509
1982-09,165,106,59,2.17,2.08,2.05,1.93,1.52,1.68,1.44,1.93,30.2,17.6,0,6,2,417,521
1982-10,129,118.5,10.5,0.08,0.39,1.9,1.88,1.77,1.87,1.51,2.02,30.6,19.2,0,3,3,462,585
1982-11,213,117.5,95.5,0.23,0.16,1.37,1.47,1.29,1.55,1.26,1.64,30.8,19.3,0,11,2,452,577
1982-12,232,100.7,131.3,-0.58,-0.4,-0.33,-0.1,0.64,0.95,0.92,1.33,29.1,19.6,0,8,1,446,496
1983-01,289,100.7,188.3,0.17,0.3,-0.2,-0.08,0.56,0.89,0.69,1.14,29.5,20.3,0,14,1,460,494
1983-02,162,102.7,59.3,-1.1,-1.03,-0.73,-0.56,-0.01,0.23,0.46,0.84,30.5,19.7,0,5,6,424,509
1983-03,238,105.3,132.7,0.2,0.21,-0.39,-0.3,-0.52,-0.38,0.15,0.52,30.1,19.5,0,9,1,459,530
1983-04,127,99.6,27.4,0.61,0.56,-0.4,-0.35,-0.36,-0.28,0.28,0.62,30.9,18.9,0,4,8,446,515
1983-05,65,91.7,-26.7,0.99,1.09,0.68,0.73,-0.3,-0.17,0.26,0.58,30.4,16,0,2,16,408,491
1983-06,19,75.2,-56.2,0.38,1.09,0.96,1.13,-0.01,0.15,0.33,0.67,28.3,13.5,0,1,24,326,433
1983-07,17,91,-74,0.61,1.27,1.15,1.43,-0.01,0.2,0.38,0.71,29.8,11.4,0,1,18,328,499
1983-08,0,100.2,-100.2,,0.55,0.4,1.04,0.69,1.01,0.26,0.61,31.2,9.9,2,0,31,326,498
1983-09,47,101.7,-54.7,0,0.42,0.01,0.67,0.63,1.05,-0.25,0.13,31.4,16.5,6,2,8,418,457
1983-10,193,108.7,84.3,1.55,1.79,0.77,1.29,1.14,1.57,0.03,0.44,29.5,18.5,0,7,3,435,537
1983-11,283,94.4,188.6,1.24,1.54,1.53,1.89,1.41,1.98,0.36,0.89,28.2,18.8,0,12,1,405,470
1983-12,351,102.7,248.3,0.83,0.97,1.61,1.86,1.41,1.82,0.87,1.33,28.1,19.1,0,17,1,422,519
1984-01,216,120.8,95.2,-0.7,-0.77,0.54,0.7,0.75,1.17,0.57,1.01,29.7,18.9,0,7,1,444,607
1984-02,187,108.9,78.1,-0.69,-0.78,-0.26,-0.29,0.45,0.74,0.64,1.01,30.3,18.8,0,8,1,422,549
1984-03,288,104.3,183.7,0.87,0.93,-0.38,-0.46,0.71,0.94,0.82,1.19,29.6,19.5,0,15,1,450,536
1984-04,64,93.1,-29.1,-0.93,-0.73,-0.29,-0.23,0.23,0.33,0.56,0.96,29.4,18.5,0,1,9,418,492
1984-05,75,91.1,-16.1,1.24,1.37,0.65,0.79,0.05,0.07,0.6,1.02,30,16.5,0,4,13,412,498
