data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,258,100.9,157.1,0.99,1.14,,,,,,,27.1,17.3,0,15,3,378,526
1980-02,140,101.7,38.4,0.89,1.09,,,,,,,27.8,17.1,0,4,4,362,539
1980-03,73,118.3,-45.3,-0.24,-0.32,0.84,1.03,,,,,28.5,16,0,1,8,380,648
1980-04,109,83.4,25.6,1.72,1.82,0.75,0.87,,,,,27.2,16.2,0,4,4,351,455
1980-05,40,72.2,-32.1,1.05,1.25,0.56,0.68,,,,,26.1,14.6,0,0,4,321,416
1980-06,38,57.4,-19.4,1.8,2.02,2.29,2.1,1.26,1.41,,,24.4,13.8,0,1,6,272,324
1980-07,12,68.2,-56.2,-0.06,0.47,1.34,1.68,1,1.22,,,24.2,11.5,0,0,17,244,407
1980-08,9,86,-77,-0.19,0.38,0.84,1.39,0.68,0.92,,,25.2,12.9,0,0,15,280,487
1980-09,18,83.8,-65.8,0.16,0.92,-0.18,0.82,1.62,1.89,,,25.5,14.6,0,0,18,302,406
1980-10,29,123.6,-94.6,-0.8,-0.63,-0.88,-0.08,-0.05,0.64,,,28,15.6,1,2,15,366,618
1980-11,71,101,-30,-1.34,-0.96,-1.66,-0.88,-1.31,-0.47,,,27.3,17.4,0,2,5,371,486
1980-12,262,102,160.1,0.86,1.02,-0.45,-0.22,-0.53,-0.05,0.61,1.03,27.1,17.7,0,10,2,386,523
1981-01,157,119.5,37.5,0.32,0.34,-0.12,0.15,-0.46,0.11,0.21,0.75,27.9,17.1,0,7,7,388,625
1981-02,58,110.4,-52.4,-0.29,-0.07,0.42,0.62,-0.64,0.06,-0.21,0.51,27.9,16.6,0,1,8,344,589
1981-03,283,101.4,181.6,1.77,1.81,0.97,1.1,0.52,0.88,0.97,1.31,28.5,18.1,0,12,6,412,515
1981-04,95,80.1,14.9,1.41,1.62,1.54,1.68,1.05,1.3,0.88,1.27,25.7,15.2,0,2,7,313,453
1981-05,44,66.2,-22.2,1.2,1.51,2.01,1.96,1.66,1.71,0.89,1.29,24.3,13.6,0,0,6,277,396
1981-06,23,54.9,-31.9,1,1.62,1.84,1.97,1.27,1.41,0.83,1.26,23.4,12,0,0,15,231,338
1981-07,14,65.2,-51.2,0.14,0.82,1.12,1.72,1.69,1.83,0.83,1.27,23.3,10.6,0,0,9,216,399
1981-08,16,84.9,-68.9,0.4,0.81,0.63,1.4,2.08,2.1,0.87,1.3,25.2,11.8,0,0,14,262,483
1981-09,0,105.4,-105.4,,-0.32,-0.55,0.29,1.1,1.54,0.76,1.17,27.6,13.9,0,0,30,322,531
1981-10,159,84.8,74.2,1.42,1.69,1.11,1.43,1.37,1.74,1.35,1.61,25.5,15.5,0,5,4,327,424
1981-11,284,86.4,197.6,1.2,1.37,1.49,1.78,1.54,1.87,2.16,2.02,25.8,17.8,0,11,3,354,443
1981-12,189,120.9,68.1,0.09,0.14,1.22,1.41,1.11,1.39,1.55,1.67,28.4,17.4,0,9,3,400,610
1982-01,315,101.2,213.8,1.3,1.42,1.72,1.77,1.88,1.83,2.37,2.12,26.5,17.8,0,14,2,377,525
1982-02,57,112.1,-55.1,-0.31,-0.12,0.95,1.1,1.75,1.69,2.52,2.04,28.6,17.1,0,2,3,360,579
1982-03,124,100.9,23.1,0.43,0.56,0.96,1.16,2.09,1.92,2.16,1.95,28.7,17.7,0,5,6,410,515
1982-04,98,78.7,19.3,1.48,1.7,0.4,0.63,1.84,1.88,2.14,1.99,25.5,15.3,0,4,9,312,430
1982-05,26,65.4,-39.4,0.44,1.02,0.79,1.09,1.21,1.42,2.03,1.93,24.1,13.5,0,0,6,274,377
1982-06,0,62.5,-62.5,,-0.36,1.07,1.48,1.09,1.33,1.95,1.88,25,11.5,0,0,30,248,391
1982-07,11,68.4,-57.4,-0.17,0.38,-0.31,0.53,0.27,0.72,1.92,1.88,24.5,11.5,0,0,9,249,412
1982-08,20,78.8,-58.8,0.66,1.21,-0.32,0.62,0.66,1.12,1.95,1.91,25.4,13.5,0,0,7,293,427
1982-09,16,92.7,-76.7,0.06,0.65,0.1,0.92,0.76,1.43,1.98,1.93,26.1,13.7,0,0,12,296,474
1982-10,58,120.8,-62.8,-0.04,-0.06,-0.07,0.45,-0.29,0.51,1.42,1.62,28.5,16.3,0,3,9,384,589
1982-11,20,141.7,-121.7,-2.92,-1.83,-2.08,-1.41,-2.08,-1.24,0.11,0.64,30.8,17.2,0,0,12,421,683
1982-12,114,125.2,-11.2,-0.96,-0.91,-2.01,-1.63,-1.97,-1.34,-0.21,0.25,29.1,18.1,0,3,5,421,579
1983-01,309,96.8,212.2,1.27,1.41,-0.47,-0.45,-0.52,-0.17,-0.32,0.25,27,17.9,0,14,2,386,492
1983-02,131,101.7,29.3,0.78,1.01,0.91,1.12,-0.28,0.14,0.06,0.67,27.9,18.1,0,4,4,365,529
1983-03,278,97.1,180.9,1.73,1.81,1.92,1.9,0.83,0.99,0.94,1.24,27.9,17.8,0,7,4,398,508
1983-04,26,84.3,-58.3,-0.91,-0.42,1.53,1.72,0.77,0.94,0.53,0.96,27.2,15.8,0,0,12,346,468
1983-05,34,74,-40,0.81,1,1.47,1.55,1.63,1.69,0.57,0.96,26.9,15.2,0,0,8,343,424
1983-06,9,63.3,-54.3,-0.15,0.38,-0.38,0.25,1.81,1.77,0.63,1,26.2,12.6,0,0,10,282,382
1983-07,14,72.1,-58.1,0.14,0.33,0.43,0.72,1.53,1.66,0.65,0.98,26.2,11.9,0,1,20,281,430
1983-08,8,89.4,-81.4,-0.3,0.1,-0.32,0.11,1.37,1.5,0.58,0.9,26.2,11.2,0,0,18,268,508
1983-09,47,94.1,-47.1,1.11,1.3,0.74,1.02,0.15,0.71,0.74,1,28.6,16.2,0,2,9,372,440
1983-10,113,104.1,8.9,0.87,1.01,1.03,1.27,1.02,1.28,0.97,1.19,27.4,17.1,0,6,9,380,500
1983-11,255,95.6,159.4,0.96,1.04,1.3,1.52,1.2,1.45,1.93,1.85,27.1,18,0,10,1,377,481
