data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max
1980-01,203,113.8,89.2,0.3,0.17,,,,,,,24.9,15.6,0,5,6
1980-02,139,90.7,48.3,-0.32,-0.41,,,,,,,25.1,16.9,0,5,3
1980-03,119,99,20,0,-0.21,-0.09,-0.14,,,,,27,17.9,0,6,9
1980-04,114,66.7,47.3,0.57,0.54,-0.04,-0.16,,,,,23.7,14.7,0,4,14
1980-05,35,49.3,-14.3,-0.71,-0.79,-0.27,-0.42,,,,,21.6,12.4,0,0,8
1980-06,91,40.5,50.5,-0.16,-0.22,-0.36,-0.39,-0.43,-0.54,,,18.5,7.4,0,3,8
1980-07,170,43.5,126.5,1.07,1.14,0.07,0.11,-0.02,-0.03,,,18.1,8.7,0,7,12
1980-08,183,49,134,1.37,1.5,1.19,1.28,0.66,0.73,,,18.5,9.4,0,4,6
1980-09,177,60.4,116.6,0.82,0.93,1.48,1.52,0.9,1,,,17.5,8.3,0,8,5
1980-10,97,80.4,16.6,-0.69,-0.61,0.9,1.08,0.59,0.71,,,21.4,12.3,0,5,3
1980-11,50,95.1,-45.1,-1.46,-1.21,-0.6,-0.33,0.55,0.73,,,22.5,13.7,0,2,12
1980-12,301,103.8,197.2,1.89,2.01,0.3,0.45,1.33,1.41,0.68,0.74,24.7,16.6,0,7,3
1981-01,142,100.7,41.3,-0.52,-0.48,0.27,0.46,0.77,1,0.46,0.54,25.3,16.8,0,5,4
1981-02,59,97.4,-38.4,-2.18,-1.58,-0.01,0.04,-0.41,-0.17,0.15,0.27,26.5,17.2,0,1,3
1981-03,59,86.6,-27.6,-1.48,-1.25,-2.11,-1.83,-1.16,-0.99,-0.09,0.07,24.2,15.7,0,1,7
1981-04,59,62.8,-3.8,-0.39,-0.41,-2.68,-1.99,-1.04,-0.9,-0.31,-0.09,21.9,12.9,0,2,15
1981-05,23,52.1,-29.1,-1.04,-1.16,-1.7,-1.48,-1.08,-0.99,-0.38,-0.12,22.4,11.2,0,0,12
1981-06,38,38.7,-0.7,-1.38,-1.34,-1.7,-1.58,-2.91,-2.19,-0.6,-0.34,18.1,7.7,0,1,7
1981-07,48,44.8,3.2,-0.57,-0.67,-1.86,-1.81,-2.67,-2.32,-1.04,-0.89,17.6,5.8,0,2,11
1981-08,86,53.7,32.3,0.32,0.33,-0.99,-0.97,-1.94,-1.85,-1.42,-1.36,20.2,8.5,0,4,8
1981-09,72,74.7,-2.7,-0.61,-0.77,-0.63,-0.67,-1.64,-1.59,-1.73,-1.66,22.3,9.9,0,4,16
1981-10,112,74.7,37.3,-0.4,-0.22,-0.59,-0.49,-1.7,-1.56,-1.66,-1.52,20.5,10.4,0,5,5
1981-11,164,100.2,63.8,0.79,0.79,-0.34,-0.21,-0.92,-0.89,-1.32,-1.19,25.3,14.1,0,6,9
1981-12,130,96.9,33.1,-0.29,-0.2,-0.07,0.15,-0.58,-0.46,-2.19,-1.75,24,13.2,0,5,4
1982-01,34,110.7,-76.7,-3.05,-1.92,-1.19,-1.04,-1.37,-1.22,-2.92,-2.08,24.3,14.9,0,1,9
1982-02,273,89.8,183.2,1.55,1.74,-0.57,-0.47,-0.67,-0.51,-1.88,-1.62,25.8,16.8,0,8,6
1982-03,85,73.8,11.2,-0.75,-0.4,-0.7,-0.5,-0.58,-0.29,-1.69,-1.44,23,15.6,0,1,4
1982-04,10,62.8,-52.8,-2.23,-1.47,-0.08,0.13,-0.87,-0.63,-1.9,-1.7,21.2,12.5,0,0,13
1982-05,83,48.5,34.5,0.12,0.15,-1.22,-0.99,-1.27,-1.02,-1.65,-1.55,19.6,10,0,2,10
1982-06,218,37.1,180.9,1.46,1.5,0.22,0.31,-0.42,-0.29,-0.79,-0.55,19.2,10.7,0,6,4
1982-07,114,44.3,69.7,0.48,0.46,0.88,0.96,0.56,0.74,-0.45,-0.15,19.3,8.4,0,4,7
1982-08,82,53.5,28.5,0.26,0.27,1,1.09,0.02,0.25,-0.44,-0.16,19.5,9.9,0,4,5
1982-09,16,68.1,-52.1,-2.3,-1.7,-0.57,-0.53,-0.33,-0.27,-0.59,-0.36,20.5,10.8,0,1,20
1982-10,232,86.2,145.8,1.31,1.26,-0.05,0.05,0.55,0.6,-0.16,0.02,21.2,11.7,0,9,4
1982-11,252,79.5,172.5,1.85,1.91,1.07,1.2,1.27,1.34,0.13,0.34,22.1,14.1,0,9,4
1982-12,205,102.9,102.1,0.82,0.87,2.09,1.94,0.98,1.12,0.41,0.6,24.1,14.7,0,10,3
1983-01,173,105.3,67.7,-0.08,-0.12,1.25,1.4,0.83,1.01,0.92,1.13,25.8,17.7,0,8,2
1983-02,122,79.9,42.1,-0.64,-0.51,-0.03,0.14,0.59,0.89,0.37,0.67,25.3,17.2,0,4,5
1983-03,151,75.3,75.7,0.58,0.82,-0.22,0.11,1.26,1.45,0.62,0.9,23,15.1,0,6,5
1983-04,166,51.3,114.7,1.22,1.42,0.64,1.06,1.19,1.47,1.18,1.41,21.5,14.7,0,7,5
1983-05,289,39.2,249.8,1.82,1.82,2.04,2.1,1.51,1.83,1.94,1.87,19.5,13.2,0,8,3
1983-06,266,31.8,234.2,1.9,1.89,2.51,2.26,2.05,2.16,2.06,1.91,16.4,7.6,0,8,9
1983-07,343,38,305,2.35,2.29,3.13,2.54,2.77,2.42,2.6,2.13,18.2,9.5,0,9,5
1983-08,33,53.8,-20.8,-0.68,-0.66,2.25,2.17,2.9,2.37,2.42,2.07,19.8,7.9,0,2,16
1983-09,238,50.8,187.2,1.4,1.53,1.88,1.81,2.96,2.5,2.79,2.35,16.6,8.9,0,7,6
1983-10,85,76,8.9,-0.94,-0.76,0.16,0.49,2.67,2.41,2.42,2.24,21,12.5,0,4,8
1983-11,61,104.8,-43.8,-1.14,-1.19,0.02,0.37,1.77,1.73,2.09,2.16,24.6,14.5,0,3,7
1983-12,197,102.3,94.7,0.71,0.76,-0.68,-0.56,1.24,1.36,2.14,2.28,25.5,15.8,0,7,4
1984-01,104,125.9,-21.9,-1.16,-1.3,-0.85,-0.96,-0.56,-0.44,1.99,2.2,28.1,17.5,0,3,4
1984-02,57,120.5,-63.5,-2.24,-1.85,-1.33,-1.48,-0.95,-1.05,1.86,1.84,29.4,17.7,0,2,6
1984-03,155,79.5,75.5,0.65,0.81,-1.46,-1.7,-1.5,-1.6,1.83,1.81,24.5,15.5,0,8,10
1984-04,81,59.8,21.2,0.05,0.09,-0.95,-1.05,-1.14,-1.34,1.52,1.52,22.2,12.5,0,3,4
1984-05,88,51.6,36.4,0.18,0.18,0.21,0.3,-0.82,-0.97,0.82,0.96,22.6,11.5,0,3,5
1984-06,130,43,87,0.44,0.42,0.13,0.16,-1,-1.18,0.28,0.46,20.7,8.1,0,4,8
1984-07,51,48.2,2.8,-0.5,-0.68,-0.14,-0.22,-0.62,-0.74,-0.86,-0.9,19.7,7.8,0,2,17
1984-08,224,45.7,178.3,1.71,1.82,0.95,1.02,0.75,0.9,-0.08,0.06,17,7.1,0,8,7
1984-09,112,72.5,39.5,0.04,-0.06,0.7,0.83,0.51,0.59,-0.5,-0.54,20.9,9.2,0,2,7
1984-10,46,95.2,-49.2,-2.02,-1.96,0.36,0.44,0.06,-0.02,-0.64,-0.78,23.9,12.8,0,2,8
1984-11,152,85.7,66.3,0.62,0.83,-0.76,-0.75,0.27,0.34,-0.36,-0.47,22.3,14,0,5,3
1984-12,193,97.7,95.3,0.66,0.77,-0.21,-0.05,0.36,0.51,-0.4,-0.51,23.9,14.8,0,6,7
1985-01,68,120.6,-52.5,-1.95,-1.66,-0.39,-0.24,-0.09,0.03,-0.6,-0.69,26.8,16,0,1,8
1985-02,191,89.8,101.2,0.5,0.47,-0.44,-0.44,-0.82,-0.77,-0.05,0.05,27.1,17.5,0,7,3
1985-03,104,87,17,-0.31,-0.28,-0.98,-1,-0.86,-0.77,-0.25,-0.19,25.9,16.9,0,4,3
1985-04,145,64.1,80.9,0.98,1.03,0.65,0.74,0.07,0.31,0.02,0.12,23.8,16.2,0,5,4
1985-05,17,54.4,-37.4,-1.26,-1.4,-0.29,-0.35,-0.59,-0.63,-0.28,-0.17,21.3,9.9,0,1,19
1985-06,32,43.6,-11.6,-1.59,-1.6,-0.8,-0.9,-1.42,-1.39,-0.7,-0.64,19.7,8.7,0,1,26
