data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,40,183.5,-143.5,-1.31,-1.33,,,,,,,33,18.7,8,2,13,492,807
1980-02,106,146.6,-40.6,-0.11,-0.44,,,,,,,31.6,19,3,5,5,442,658
1980-03,150,121.7,28.3,0.19,0.02,-0.74,-0.97,,,,,32,21.1,7,6,12,512,559
1980-04,43,91.4,-48.4,-1.5,-1.35,-0.81,-0.96,,,,,28.8,17.6,0,2,10,396,419
1980-05,104,56.7,47.3,-0.28,-0.39,-0.82,-0.9,,,,,24.1,14.4,0,3,6,286,321
1980-06,241,46.6,194.4,1.6,1.57,-0.23,-0.29,-0.62,-0.84,,,19,9.2,0,7,9,136,265
1980-07,74,49.1,24.9,-0.17,-0.17,0.42,0.41,-0.31,-0.48,,,17.9,5.4,0,3,6,80,315
1980-08,89,63.4,25.6,0.34,0.5,0.89,1.05,-0.17,-0.23,,,19.8,8.1,0,2,9,128,390
1980-09,45,93.4,-48.4,-1.5,-1.43,-0.84,-0.8,-0.6,-0.62,,,21.3,7.6,0,1,12,137,525
1980-10,304,105,199,1.17,1.29,0.36,0.55,0.42,0.58,,,24.2,13.8,0,8,8,280,540
1980-11,171,127,44,0.42,0.58,0.4,0.59,0.73,0.92,,,26.5,15.2,0,8,7,326,636
1980-12,81,162.6,-81.6,-0.44,-0.45,0.49,0.65,-0.01,0.21,-0.5,-0.57,29.9,17.7,2,3,7,427,763
1981-01,151,150.2,0.8,0.39,0.46,0.04,0.17,0.16,0.41,-0.15,-0.14,30.8,19.7,0,5,4,473,694
1981-02,172,122.8,49.2,0.74,0.76,0.13,0.16,0.28,0.49,0.02,0.09,31.4,20.5,1,4,7,446,574
1981-03,36,120.2,-84.2,-1.71,-1.3,-0.25,-0.24,0.19,0.42,-0.28,-0.15,29.1,16.2,0,1,14,392,608
1981-04,60,88.3,-28.3,-1.16,-1.14,-1.03,-0.97,-0.63,-0.5,-0.2,-0.01,27.2,15.2,0,3,7,336,426
1981-05,54,69.5,-15.5,-1.03,-1.26,-1.97,-1.68,-1.22,-1.1,-0.35,-0.21,26.3,15.4,0,2,5,336,360
1981-06,105,39.8,65.2,-0.1,-0.06,-1.41,-1.61,-1.09,-1.02,-0.71,-0.58,17.7,7.4,0,4,10,89,283
1981-07,53,57.8,-4.8,-0.59,-0.81,-1.03,-1.21,-1.38,-1.33,-0.73,-0.62,20.7,9.7,0,1,10,164,308
1981-08,15,78.7,-63.7,-1.69,-1.63,-1.16,-1.44,-1.94,-1.78,-0.92,-0.84,24.4,12.4,0,0,13,260,393
1981-09,118,74.7,43.4,-0.08,0.06,-1.07,-1.13,-1.55,-1.78,-0.78,-0.66,22,12.2,0,5,6,214,395
1981-10,61,129.1,-68.1,-1.43,-1.63,-1.72,-1.78,-1.73,-1.93,-1.55,-1.34,26.5,13.3,2,1,12,306,643
1981-11,89,151.3,-62.3,-0.43,-0.53,-1.29,-1.3,-1.7,-1.85,-1.97,-1.63,29.7,17,1,3,8,400,692
1981-12,144,159,-15,0.26,0.32,-0.74,-0.8,-1.32,-1.37,-1.73,-1.55,30.1,18.1,0,4,8,437,755
1982-01,47,180.6,-133.6,-1.13,-1.19,-0.62,-0.72,-1.32,-1.43,-2.02,-1.8,32.7,17.8,10,1,8,472,795
1982-02,237,117,120,1.39,1.45,0.27,0.18,-0.53,-0.5,-1.79,-1.64,30,19,2,8,6,406,561
1982-03,70,127.5,-57.5,-0.92,-1,-0.29,-0.47,-0.75,-0.79,-1.67,-1.66,30.7,18.2,0,3,13,449,625
1982-04,55,90.4,-35.4,-1.25,-1.22,-0.4,-0.44,-0.74,-0.78,-1.5,-1.62,28.3,16.2,0,2,11,368,449
1982-05,183,65.4,117.6,0.5,0.41,-0.75,-0.92,-0.45,-0.56,-1.17,-1.21,24.6,12.1,0,8,12,259,378
1982-06,234,38.4,195.6,1.53,1.58,0.23,0.24,-0.05,-0.21,-0.81,-0.87,20.2,10.8,0,8,4,170,225
1982-07,185,46.7,138.3,1.26,1.37,1.33,1.38,0.57,0.53,-0.43,-0.48,21.5,10.5,0,5,4,188,298
1982-08,306,69.4,236.6,2.62,2.31,2.7,2.15,0.89,0.85,0.24,0.22,23,12.9,0,8,6,246,374
1982-09,174,87.8,86.2,0.62,0.63,2.18,1.91,1.3,1.28,0.35,0.3,25.3,14.6,0,5,6,300,463
1982-10,118,123.7,-5.7,-0.52,-0.58,1.31,1.31,1.58,1.51,0.5,0.38,26,14,0,4,7,310,641
1982-11,410,121.6,288.4,1.89,1.84,1.29,1.33,2.47,2.02,1.26,1.19,26.7,16,0,7,7,340,609
1982-12,116,161,-45,-0.02,0,0.81,0.91,1.77,1.64,1.2,1.14,31.1,18.8,6,5,8,462,757
1983-01,166,160.3,5.7,0.54,0.51,1.19,1.23,1.47,1.43,1.46,1.39,32.6,20.9,8,4,6,520,727
1983-02,195,119.1,75.9,0.99,1.05,0.53,0.53,1.03,1.11,1.37,1.32,30.9,19.8,4,7,6,430,560
1983-03,256,108,148,1.16,1.23,1.31,1.32,1.17,1.21,1.75,1.61,27.9,17.1,0,4,12,388,570
1983-04,272,70.2,201.8,0.89,0.96,1.32,1.37,1.5,1.48,1.96,1.72,25.6,15.2,0,4,6,312,397
1983-05,276,40.5,235.5,1.17,1.33,1.36,1.45,1.27,1.3,2.16,1.86,19.1,13.1,0,9,9,195,259
1983-06,35,40.3,-5.3,-1.75,-1.57,0.76,0.96,1.19,1.28,1.81,1.69,18.2,7.4,0,2,7,91,277
1983-07,170,38.5,131.5,1.1,1.31,0.75,0.96,1.29,1.42,1.71,1.64,19,9.7,0,6,7,137,232
1983-08,47,62.8,-15.8,-0.51,-0.34,-0.32,0.03,0.95,1.12,1.24,1.31,20.1,9.9,0,2,12,156,333
1983-09,49,84.6,-35.6,-1.39,-1.22,-0.29,0.01,0.39,0.69,1.03,1.15,22.9,10.1,0,2,8,195,464
1983-10,139,121.2,17.8,-0.27,-0.26,-1.28,-1.23,-0.14,0.1,1.12,1.24,27.1,14.6,0,5,8,336,589
1983-11,97,135.2,-38.2,-0.33,-0.24,-1.15,-1.06,-1.11,-0.91,0.47,0.61,28.9,17.1,3,3,14,391,647
1983-12,28,178.4,-150.4,-1.46,-1.5,-0.93,-0.95,-1.05,-0.95,0.25,0.4,33.9,20.3,15,1,10,529,778
1984-01,182,140.9,41.1,0.69,0.84,-0.46,-0.38,-1,-0.86,0.32,0.51,31.6,21.9,3,6,6,520,635
1984-02,96,132.9,-36.9,-0.26,-0.38,-0.49,-0.5,-0.96,-0.86,0.07,0.24,33.3,22.2,7,4,3,515,586
1984-03,106,112.2,-6.2,-0.35,-0.38,-0.07,-0.03,-0.75,-0.61,-0.32,-0.1,29.9,19.5,0,3,12,456,512
1984-04,269,73.3,195.7,0.87,0.91,0.21,0.25,-0.24,-0.15,-0.28,-0.03,25.4,15.5,0,6,12,314,378
1984-05,401,60.7,340.3,1.87,1.85,1.27,1.29,0.71,0.7,0,0.17,24.8,14.3,0,10,6,298,315
1984-06,173,40.3,132.7,0.86,0.97,1.78,1.67,1.27,1.29,0.31,0.44,21.1,11.5,0,7,8,192,232
1984-07,134,54.6,79.3,0.7,0.73,1.78,1.77,1.22,1.21,0.22,0.33,21.1,9.8,0,5,11,172,288
1984-08,94,58,36,0.42,0.67,0.87,1.07,1.28,1.32,0.32,0.42,20.7,10.9,0,3,11,182,343
1984-09,263,85.4,177.6,1.48,1.51,1.27,1.35,1.83,1.69,0.77,0.83,25,13.8,0,6,6,282,430
1984-10,202,133.7,68.3,0.37,0.33,1.1,1.15,1.78,1.65,0.94,0.93,30.7,18.5,5,7,4,452,584
1984-11,137,131,6,0.11,0.24,0.82,0.87,1.04,1.11,1.09,1.08,27.6,18.7,0,3,4,395,615
1984-12,74,159.1,-85.1,-0.54,-0.49,-0.12,-0.08,0.51,0.64,1.19,1.22,28.4,18.3,0,4,12,412,759
1985-01,54,161.7,-107.7,-0.98,-0.84,-0.72,-0.59,0.11,0.26,0.92,0.93,31.5,19.5,2,1,6,480,768
1985-02,182,105.8,76.2,0.85,1.05,-0.46,-0.33,0.24,0.4,1.11,1.16,30.4,19.1,0,6,3,413,518
1985-03,191,103.9,87.1,0.61,0.67,0.22,0.33,-0.05,0.17,1.29,1.32,29.3,17.7,0,5,7,418,529
1985-04,194,72.6,121.4,0.34,0.33,0.67,0.86,-0.07,0.14,1.03,1.12,25.7,15.1,0,5,7,312,398
1985-05,262,56.5,205.5,1.08,1.14,0.82,0.89,0.32,0.44,0.75,0.89,22.8,11.2,0,5,9,218,369
1985-06,113,44.4,68.6,0.04,0.01,0.7,0.81,0.55,0.66,0.62,0.75,20.9,10.6,0,3,8,181,305
1985-07,193,57.5,135.5,1.33,1.34,1.18,1.2,1.09,1.18,0.72,0.84,21.2,9.8,0,7,12,173,345
1985-08,115,58.4,56.6,0.73,0.97,1.01,1.14,0.98,1.07,0.76,0.86,21.6,12,0,6,6,212,320
1985-09,208,81.7,126.3,0.98,1.07,1.41,1.45,1.14,1.23,0.65,0.78,24,13,0,12,3,255,420
1985-10,78,125.6,-47.6,-1.11,-1.25,0.1,0.27,0.83,0.93,0.4,0.51,27.6,14.8,1,2,5,348,613
1985-11,25,161,-136,-1.68,-1.61,-0.94,-1.07,-0.1,-0.06,0.14,0.17,31.1,18,8,2,14,436,731
1985-12,42,169.1,-127.1,-1.1,-1.11,-1.85,-1.82,-0.44,-0.46,0.06,0.12,32.2,20.5,6,1,9,507,739
1986-01,96,150.3,-54.3,-0.27,-0.16,-1.48,-1.32,-0.9,-0.86,0.2,0.28,32.4,22,3,4,6,534,677
1986-02,179,110.5,68.5,0.82,0.98,-0.41,-0.31,-0.8,-0.73,0.2,0.26,31.3,22.1,0,6,5,468,520
1986-03,310,112.2,197.8,1.55,1.61,1.14,1.23,-0.43,-0.33,0.49,0.57,29.5,20.2,0,9,9,459,577
1986-04,318,91,227.1,1.16,1.12,1.64,1.57,0.36,0.37,0.71,0.78,29.8,20.4,3,13,5,453,458
1986-05,320,54.9,265.1,1.43,1.5,1.8,1.73,1.23,1.2,0.83,0.86,24.3,15.9,0,7,8,314,351
1986-06,184,50.4,133.6,1,0.98,1.7,1.57,1.77,1.7,0.97,0.96,23.6,13.9,0,6,8,264,332
1986-07,86,52.5,33.5,0.04,0,1.28,1.3,1.81,1.73,0.73,0.76,22.5,12.6,0,2,14,234,351
1986-08,113,56.5,56.5,0.7,0.96,0.74,0.93,1.66,1.61,0.71,0.74,19.7,12.1,0,3,4,183,370
1986-09,166,90.2,75.8,0.53,0.5,0.47,0.68,1.44,1.39,0.64,0.65,24.9,15.6,0,4,9,308,459
1986-10,106,120.9,-14.9,-0.68,-0.72,-0.01,0.13,0.85,0.94,0.73,0.7,27.1,17.2,0,4,6,377,599
1986-11,338,127.4,210.6,1.53,1.56,0.86,0.95,1,1.1,1.47,1.47,29.8,20.2,1,11,3,450,555
1986-12,40,121.5,-81.5,-1.15,-0.45,0.2,0.47,0.31,0.63,1.46,1.52,30.2,21.2,0,1,10,487,569
1987-01,223,140.1,82.9,1.04,1.17,0.87,1.12,0.63,0.94,1.72,1.72,32.1,21.3,2,7,3,518,660
1987-02,100,102.3,-2.3,-0.2,0.11,-0.11,0.33,0.43,0.79,1.56,1.63,29.5,19.8,1,4,6,410,497
1987-03,221,123.4,97.6,0.88,0.78,0.92,1.05,0.53,0.85,1.38,1.44,31.3,18.4,6,5,5,460,608
1987-04,415,73.4,341.6,1.67,1.73,1.37,1.4,1.32,1.44,1.43,1.47,28.2,18.2,0,14,5,396,383
1987-05,111,49,62,-0.2,-0.2,1.17,1.2,0.79,1.01,1.05,1.2,20.8,11,0,2,4,184,335
1987-06,163,47.9,115.1,0.74,0.74,1.2,1.26,1.29,1.37,1,1.17,21.4,9.9,0,5,6,173,319
1987-07,397,63.6,333.4,2.86,2.44,1.63,1.62,1.83,1.77,1.54,1.55,25.4,17,0,10,7,347,303
1987-08,87,68.3,18.7,0.3,0.38,2.32,1.9,1.81,1.71,1.48,1.49,22.5,11.8,0,3,10,224,369
1987-09,94,80.3,13.7,-0.46,-0.4,1.75,1.62,1.66,1.56,1.39,1.44,24.3,12.2,0,2,13,248,423
1987-10,107,110.2,-3.2,-0.67,-0.55,-0.78,-0.62,0.8,0.91,1.45,1.55,27.5,15.9,3,5,8,363,552
1987-11,53,132.3,-79.3,-0.99,-0.76,-1.41,-1.16,0.64,0.78,0.92,1.11,31,18.9,5,1,6,448,619
1987-12,90,141.2,-51.2,-0.32,-0.07,-1.02,-0.74,0.23,0.47,1.04,1.18,31.6,19.6,4,5,8,484,645
1988-01,198,149.3,48.7,0.84,0.9,-0.27,-0.04,-0.62,-0.3,0.99,1.12,33.2,20.9,12,10,7,528,662
