data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max
1980-01,221,96.8,124.2,0.22,0.34,,,,,,,30.2,22.4,0,6,2
1980-02,563,78.7,484.3,2.82,2.52,,,,,,,29.3,22.5,0,21,0
1980-03,173,119.1,53.9,-1.02,-1.26,1.47,1.5,,,,,31.5,22.1,0,6,3
1980-04,137,111.7,25.3,-0.22,-0.28,1.13,1.19,,,,,31.7,21.8,0,5,8
1980-05,58,120.3,-62.4,0.05,-0.03,-0.66,-0.8,,,,,32.5,21.1,0,2,12
1980-06,18,115.1,-97.1,0.58,0.83,-0.12,-0.18,0.92,1,,,33,19.6,0,0,15
1980-07,11,135.4,-124.4,0.84,0.16,0.27,0.09,1.03,1.02,,,33.7,18.5,2,0,9
1980-08,27,149.4,-122.4,1.14,1.01,1.25,0.79,-0.46,-0.64,,,34.8,19.3,24,0,7
1980-09,46,136.1,-90.1,0.74,0.84,1.14,0.93,0.19,0.06,,,34.6,21.5,18,0,6
1980-10,77,137.1,-60.1,0.77,0.51,1.11,0.86,0.84,0.52,,,34.2,22.5,12,4,8
1980-11,181,106,75,1.37,1.45,1.61,1.62,1.67,1.45,,,31.5,22.4,0,5,4
1980-12,223,104.6,118.4,1.1,1.19,1.55,1.57,1.77,1.69,1.47,1.42,31.2,22.5,0,7,3
1981-01,343,101.8,241.2,1.26,1.33,1.77,1.87,1.86,1.77,1.85,1.74,30.1,21.9,0,15,1
1981-02,140,102.7,37.4,-0.95,-0.97,0.89,0.98,1.29,1.34,0.53,0.48,31.1,21.6,0,5,3
1981-03,210,99.3,110.7,-0.5,-0.33,0.04,0.23,0.81,0.9,0.66,0.65,30.8,22.6,0,10,3
1981-04,80,124.6,-44.6,-1.07,-1.31,-1.28,-1.28,0.25,0.24,0.43,0.35,32.3,21.7,0,1,7
1981-05,41,123.6,-82.6,-0.4,-0.67,-0.91,-1.03,-0.1,-0.14,0.37,0.28,33,20.4,0,0,8
1981-06,18,125.7,-107.7,0.58,0.24,-0.85,-1.21,-0.41,-0.51,0.37,0.26,33.8,19,5,1,13
1981-07,15,143.1,-128.1,1.25,-0.32,0.03,-0.64,-1.14,-1.32,0.38,0.24,34.1,18.7,12,0,7
1981-08,30,146.1,-116.1,1.28,1.32,1.41,0.56,-0.65,-0.92,0.39,0.27,35.1,20.3,24,0,14
1981-09,31,144.6,-113.6,0.34,0.15,1.01,0.51,-0.52,-1.04,0.35,0.17,35.7,21.8,27,0,6
1981-10,77,123.9,-46.9,0.77,0.87,0.94,0.81,0.56,0.08,0.35,0.21,33.3,22.7,6,3,5
1981-11,100,106.6,-6.6,-0.16,-0.04,0.25,0.15,0.7,0.31,0.07,-0.02,31.8,22.4,2,2,3
1981-12,117,110.8,6.2,-0.52,-0.56,-0.25,-0.17,0.13,-0.06,-0.36,-0.49,31.3,21.9,2,4,5
1982-01,331,98.1,232.9,1.17,1.27,0.57,0.66,0.76,0.85,-0.43,-0.56,30.2,21.9,0,13,2
1982-02,311,88,223,0.99,1.11,1.22,1.34,1.07,1.21,0.26,0.22,30.4,22,0,12,3
