data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max
1980-01,185,104.8,80.2,-0.43,-0.06,,,,,,,27.7,18.6,0,7,5
1980-02,157,118.2,38.9,0.05,-0.08,,,,,,,30.3,18.8,0,8,7
1980-03,142,129.1,12.9,-0.22,-0.55,-0.45,-0.45,,,,,31.9,18.5,0,4,12
1980-04,168,75,93,1.41,1.57,0.39,0.35,,,,,27.1,18,0,7,13
1980-05,57,70.4,-13.4,0.43,0.29,0.7,0.6,,,,,27.2,17.5,0,1,8
1980-06,43,56.5,-13.4,0.78,0.88,1.26,1.36,0.23,0.31,,,24.3,12.1,0,2,9
1980-07,6,61.6,-55.6,-0.88,-0.57,0.25,0.33,0.38,0.36,,,25.5,12.5,0,0,14
1980-08,49,75.3,-26.3,1.12,1.31,0.64,0.95,0.77,0.76,,,26,13.5,0,1,4
1980-09,45,81.5,-36.5,-0.18,0,-0.1,0.24,0.95,1.15,,,24.2,13.4,0,1,9
1980-10,102,103.6,-1.6,0.21,0.32,0.22,0.47,0.22,0.52,,,27.2,16,3,4,5
1980-11,219,106.3,112.7,1.15,1.23,0.56,0.79,0.65,0.93,,,26.8,17.4,1,9,5
1980-12,312,126.4,185.6,1.31,1.25,1.33,1.29,1.05,1.12,0.7,0.77,30.5,19.6,0,12,3
1981-01,183,113.4,69.6,-0.46,-0.21,0.99,1.04,0.82,0.99,0.67,0.79,29.7,19.9,0,8,5
1981-02,99,130,-31,-0.61,-0.77,0.01,-0.11,0.25,0.27,0.5,0.54,31,19.9,0,3,10
1981-03,152,102.3,49.7,-0.07,0.06,-0.81,-0.74,0.26,0.32,0.55,0.67,29.3,18.9,1,5,4
1981-04,121,82.9,38.1,0.81,0.85,-0.28,-0.29,0.44,0.48,0.39,0.52,26.7,15.6,0,6,7
1981-05,27,71.4,-44.4,-0.69,-0.91,0.11,0.15,0.02,0.03,0.28,0.41,27,16.1,0,1,14
1981-06,17,54.5,-37.5,-0.18,0.04,0.22,0.25,-0.67,-0.57,0.19,0.33,24.4,11.9,0,0,13
1981-07,11,61.6,-50.6,-0.44,-0.24,-0.93,-0.81,-0.55,-0.53,0.2,0.31,23.6,10.1,0,0,26
1981-08,16,73.2,-57.2,-0.29,-0.01,-0.93,-0.29,-0.19,-0.02,0.08,0.19,25.7,12,0,0,16
1981-09,22,92.5,-70.5,-0.94,-0.8,-1.32,-0.86,-0.54,-0.34,0,0.09,28,13.8,3,0,24
1981-10,149,89.6,59.4,0.99,1.23,0.1,0.43,-0.44,-0.02,0.18,0.3,24.1,16.1,0,4,4
1981-11,150,106.7,43.3,0.12,0.33,0.18,0.47,-0.12,0.32,-0.06,0.1,28,18.8,0,5,3
1981-12,279,111.6,167.4,0.98,1.06,0.98,1.14,0.45,0.7,-0.17,-0.01,28.5,18.5,2,12,4
1982-01,279,97,182,0.8,1.09,0.95,1.17,0.74,1.07,0.13,0.44,26.9,18.6,0,8,7
1982-02,111,122.6,-11.6,-0.45,-0.58,0.48,0.63,0.39,0.61,0.18,0.45,30.5,19.6,0,3,6
1982-03,329,76.9,252.1,1.95,1.94,1,1.24,1.25,1.48,0.81,1.1,27.4,19.8,0,14,3
1982-04,29,75.8,-46.8,-1.17,-0.85,0.41,0.66,0.86,1.16,0.5,0.87,25.4,15.6,0,0,5
1982-05,17,65.3,-48.4,-1.27,-1.07,0.77,1.1,0.75,1.06,0.47,0.87,24.8,13.6,0,0,14
1982-06,40,53.1,-13.1,0.69,0.89,-0.94,-0.65,0.52,0.88,0.56,0.95,25.6,14.4,0,0,5
1982-07,40,64.7,-24.6,0.8,0.89,0.07,0.26,0.34,0.61,0.65,1.01,25.5,12.5,0,2,10
1982-08,45,81.2,-36.2,0.99,0.95,1.21,1.27,1.01,1.29,0.77,1.09,26.3,14,0,2,12
1982-09,26,86.8,-60.8,-0.78,-0.56,0.1,0.18,-0.75,-0.42,0.77,1.09,25.6,13.8,0,0,7
1982-10,112,102.1,9.9,0.39,0.53,0.05,0.2,-0.01,0.28,0.64,0.92,27.1,16.8,0,3,8
1982-11,115,106.1,8.9,-0.53,-0.36,-0.47,-0.22,-0.01,0.3,0.51,0.82,29.4,19.3,1,4,5
1982-12,318,86.1,231.9,1.37,1.69,0.75,1.03,0.62,0.89,0.62,0.96,27.2,18.8,0,15,1
1983-01,244,111.4,132.6,0.38,0.6,0.74,1.07,0.55,0.92,0.48,0.87,29.3,20.1,0,11,2
1983-02,81,112.1,-31.1,-0.86,-0.78,0.32,0.6,-0.06,0.24,0.4,0.8,30.1,20.5,0,2,8
1983-03,246,93.5,152.5,1.13,1.26,0.14,0.35,0.48,0.83,0.11,0.47,28.8,19.1,2,8,3
1983-04,124,72.2,51.9,0.85,1.05,0.29,0.54,0.64,1.01,0.46,0.84,27.5,17.5,0,6,4
1983-05,82,63.3,18.7,1.08,1.26,1.35,1.53,0.98,1.29,0.71,1.06,26.3,16.8,0,4,10
1983-06,164,47.5,116.5,2.88,2.52,2.06,2.09,1.19,1.38,1.14,1.4,23.8,14.8,0,8,13
1983-07,66,59.4,6.6,1.44,1.57,2.87,2.47,1.37,1.51,1.21,1.49,25.1,13.3,0,1,10
1983-08,12,74.1,-62.1,-0.58,-0.26,3.04,2.34,2.2,2.17,1.12,1.45,24.9,11.4,0,0,14
1983-09,272,55.6,216.4,2.8,2.61,2.88,2.53,3.24,2.65,1.88,2,21.3,14.9,0,11,1
1983-10,181,84.8,96.2,1.43,1.61,2.72,2.44,3.68,2.67,2.05,2.15,24.8,16.6,0,8,7
1983-11,145,106.6,38.4,0.03,0.24,2.15,1.99,2.87,2.27,2.04,2.06,29,17.8,0,6,7
1983-12,309,98,211,1.28,1.5,1.34,1.54,2.3,2.19,1.97,2.09,29,19.4,0,15,1
1984-01,207,150.5,56.5,-0.11,-0.4,0.63,0.68,1.88,1.76,1.88,1.84,32.8,20.6,11,7,10
1984-02,3,147.2,-144.2,-3.72,-1.87,-0.51,-0.75,0.97,1.06,1.73,1.81,33.1,21.3,7,0,19
1984-03,146,112.2,33.8,-0.16,-0.2,-1.45,-1.66,-0.1,-0.13,1.46,1.55,29.6,19.9,0,5,5
1984-04,125,78.2,46.8,0.86,0.98,-1.11,-1.26,-0.3,-0.42,1.5,1.55,26.6,17.9,0,5,7
1984-05,126,78.1,47.9,1.97,1.87,0.94,0.89,0.13,-0.05,1.67,1.64,27.6,17.5,0,6,13
1984-06,1,64.8,-63.8,-1.99,-1.43,1.12,1.06,-0.61,-0.98,1.12,1.18,26.6,15.2,0,0,27
