data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,200,151.9,48,0.44,0.24,,,,,,,30.4,17.7,0,5,7,436,759
1980-02,129,126.1,2.9,-0.34,-0.53,,,,,,,30.8,19.7,0,3,5,443,620
1980-03,134,121.4,12.6,0.16,0.16,-0.08,-0.3,,,,,31.9,20.2,2,7,9,498,590
1980-04,52,94.4,-42.4,-1.22,-1.18,-0.84,-0.98,,,,,28.9,17.4,0,1,10,395,481
1980-05,180,61.5,118.4,0.28,0.24,-0.4,-0.49,,,,,24.3,14.7,0,6,5,295,352
1980-06,64,50.7,13.3,-0.91,-0.94,-0.91,-0.97,-0.87,-0.99,,,21.5,10.1,0,2,5,178,320
1980-07,144,57.2,86.8,0.61,0.69,-0.05,0.04,-0.68,-0.71,,,22.7,10.4,0,5,5,206,329
1980-08,139,69,70,0.67,0.78,0.08,0.16,-0.33,-0.2,,,24.2,12.3,0,5,5,256,382
1980-09,168,81.4,86.6,0.51,0.58,0.69,0.82,-0.16,-0.02,,,22.9,10.5,0,6,5,206,470
1980-10,178,110.8,67.2,-0.39,-0.34,0.17,0.27,0,0.12,,,27.6,15.8,1,7,6,362,546
1980-11,182,121.8,60.2,0.4,0.61,0.07,0.18,0.03,0.11,,,29,17,0,6,7,390,599
1980-12,208,138.8,69.2,0.62,0.63,0.13,0.35,0.48,0.62,-0.2,-0.14,30.6,19.1,1,5,5,460,683
1981-01,194,140.1,53.9,0.36,0.32,0.66,0.73,0.46,0.63,-0.22,-0.1,31.9,20,1,7,3,495,657
1981-02,184,113.5,70.5,0.33,0.27,0.59,0.57,0.36,0.52,-0.06,0.05,31.9,20.1,0,7,2,449,532
1981-03,114,124.8,-10.8,-0.09,-0.17,0.14,0.06,0.11,0.26,-0.11,-0.01,31.1,17.9,1,4,15,449,638
1981-04,251,89.7,161.3,1.11,1.1,0.64,0.54,0.79,0.85,0.4,0.53,28.5,15.9,0,4,7,366,463
1981-05,51,73.7,-22.6,-1.16,-1.17,-0.1,-0.25,0.2,0.13,0.09,0.14,26.5,15.5,0,2,9,340,429
1981-06,133,46.4,86.6,0.08,0.21,-0.03,-0.12,-0.03,0.01,0.27,0.34,20.3,10.3,0,4,6,167,320
1981-07,8,65.4,-57.4,-2.35,-1.65,-1.36,-1.48,-0.51,-0.54,-0.11,-0.01,21.9,9,0,0,12,183,399
