data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max
1980-01,82,139.7,-57.7,0.77,1.11,,,,,,,30.2,23.4,0,3,7
1980-02,328,96.3,231.7,2.45,2.39,,,,,,,29.2,22.9,0,12,2
1980-03,86,121.6,-35.6,0.06,0.35,1.78,1.88,,,,,29.1,21.9,0,2,4
1980-04,30,126.7,-96.7,-2.2,-1.61,0.74,1,,,,,29.9,22.5,0,0,4
1980-05,129,112.6,16.4,-0.86,-1.03,-1.53,-1.39,,,,,28.7,22.5,0,4,2
1980-06,222,86.2,135.8,0.2,0.2,-1.41,-1.43,0.21,0.42,,,27.5,21.4,0,9,1
1980-07,216,96,120,0.48,0.39,-0.36,-0.57,0.2,0.34,,,26.8,20.8,0,7,4
1980-08,83,115.4,-32.4,-1.06,-1.32,-0.03,-0.23,-1.14,-1.23,,,27.3,19.9,0,2,7
1980-09,68,124,-56,-0.17,-0.3,-0.26,-0.62,-1.17,-1.35,,,28.2,21.4,0,1,7
1980-10,78,142.5,-64.5,0.56,0.57,-0.32,-0.51,-0.5,-0.68,,,28.4,22.1,0,1,6
1980-11,68,143.3,-75.3,0.59,0.62,0.3,0.23,0.09,-0.06,,,29.7,23.1,0,3,4
1980-12,21,163.1,-142.1,-0.17,-0.35,0.37,0.36,-0.01,-0.16,0.09,0.22,30.2,23.1,0,0,4
1981-01,75,145.6,-70.6,0.67,0.96,0.41,0.46,-0.05,-0.07,0.06,0.14,30.1,22.7,0,2,3
1981-02,46,143.5,-97.5,-0.25,-0.39,-0.07,-0.09,0.1,0.06,-0.79,-0.83,29.9,22.4,0,0,2
1981-03,203,119.5,83.5,1.55,1.67,0.86,0.97,0.74,0.79,-0.38,-0.42,29.9,23.2,0,5,5
1981-04,191,106,85,0.36,0.4,0.72,0.86,0.7,0.78,0.07,0.13,28.8,22.5,0,6,5
1981-05,87,104.1,-17.1,-1.45,-1.38,0.02,0.16,-0.13,-0.04,-0.07,-0.04,27.9,21.7,0,2,6
1981-06,135,88.5,46.5,-1.38,-1.49,-1.18,-1.13,-0.45,-0.35,-0.38,-0.34,27,21.2,0,4,6
1981-07,133,99.1,33.9,-0.73,-0.96,-1.99,-1.88,-0.76,-0.72,-0.72,-0.69,26.3,20.2,0,4,3
1981-08,133,102.7,30.4,0.2,0.12,-1.14,-1.28,-0.58,-0.55,-0.56,-0.49,26.2,19.8,0,4,5
1981-09,38,123.8,-85.8,-0.95,-1.02,-0.9,-1.05,-1.33,-1.32,-0.66,-0.61,27.3,20.7,0,0,4
1981-10,2,157.2,-155.2,-1.93,-1.44,-0.93,-1.04,-2.04,-2.13,-0.96,-0.95,29.3,22.4,0,0,30
1981-11,77,145.8,-68.8,0.73,0.72,-0.65,-0.76,-1.18,-1.24,-0.91,-0.9,29.3,23,0,3,10
1981-12,91,150.6,-59.6,1.31,1.3,0.4,0.34,-0.36,-0.46,-0.61,-0.54,29.5,23.3,0,4,4
1982-01,36,163.7,-127.7,-0.1,-0.22,0.75,0.7,-0.14,-0.21,-0.7,-0.7,30,23.5,0,2,16
1982-02,88,128.3,-40.3,0.45,0.52,0.69,0.7,-0.04,-0.1,-0.49,-0.47,29.7,23.5,0,2,3
1982-03,10,158.4,-148.4,-2.33,-1.73,-0.67,-0.73,-0.25,-0.34,-1.08,-1.09,31,23.6,0,0,15
1982-04,323,114.6,208.4,1.39,1.42,0.61,0.57,0.8,0.68,-0.69,-0.76,29.6,23.4,0,11,2
1982-05,187,91.6,95.4,-0.23,-0.22,0.22,0.18,0.39,0.37,-0.4,-0.47,27.7,22.2,0,9,3
1982-06,263,78.9,184.1,0.8,0.91,0.85,0.91,0.34,0.32,-0.01,-0.06,27,21.4,0,9,3
1982-07,213,88.1,124.9,0.45,0.45,0.24,0.3,0.49,0.55,0.26,0.22,26.6,20.5,0,6,3
1982-08,156,95.9,60.1,0.68,0.78,0.85,0.95,0.54,0.57,0.33,0.33,26.8,21,0,6,3
1982-09,138,103.9,34.1,1.01,1.2,0.94,1.08,1.03,1.14,0.66,0.69,27.4,21.5,0,5,2
1982-10,72,147.2,-75.2,0.48,0.41,0.83,0.92,0.58,0.75,0.88,0.95,28.8,21.7,0,3,9
1982-11,26,160.6,-134.6,-0.27,-0.59,0.48,0.39,0.75,0.76,0.72,0.75,29.6,22.5,0,1,18
1982-12,29,164.7,-135.7,0.1,-0.14,-0.01,-0.23,0.51,0.47,0.51,0.53,30.2,23,0,0,8
1983-01,7,147.3,-140.3,-1.32,-0.72,-0.83,-0.81,0.16,0.21,0.39,0.44,31,24,0,0,27
1983-02,150,121.7,28.3,1.14,1.27,0.41,0.53,0.46,0.48,0.56,0.6,30.6,23.9,0,5,6
1983-03,80,138.7,-58.7,-0.04,-0.03,0.27,0.45,0.11,0.1,0.72,0.81,30.4,24.2,0,1,3
1983-04,148,119.2,28.8,-0.08,-0.2,0.35,0.45,-0.15,-0.2,0.27,0.43,29.3,23.5,0,4,5
1983-05,44,114.4,-70.4,-2.34,-1.94,-1.31,-1.3,-1.04,-0.96,-0.17,-0.11,29.5,22.3,0,0,4
1983-06,134,94.7,39.3,-1.4,-1.63,-1.84,-1.7,-1.39,-1.28,-0.64,-0.61,28.2,21.5,0,4,3
1983-07,194,95.6,98.4,0.2,0.07,-1.83,-1.85,-0.98,-1.04,-0.76,-0.76,27.4,20.9,0,8,5
1983-08,156,105.6,50.4,0.68,0.57,-0.35,-0.56,-1.19,-1.31,-0.8,-0.83,27,20.1,0,7,2
1983-09,31,134.3,-103.3,-1.2,-1.49,-0.13,-0.51,-1.38,-1.52,-1.21,-1.29,28.6,22,0,0,12
1983-10,71,150.9,-79.9,0.46,0.33,-0.04,-0.32,-1.4,-1.69,-1.22,-1.34,29.2,22.2,0,3,10
1983-11,32,152.5,-120.5,-0.1,-0.25,-0.45,-0.71,-0.56,-0.82,-1.17,-1.27,29.9,23.2,0,0,21
1983-12,21,165,-144,-0.17,-0.42,-0.04,-0.22,-0.18,-0.43,-1.16,-1.26,30.5,23.9,0,0,13
1984-01,20,168.8,-148.8,-0.6,-1.16,-0.65,-0.84,-0.45,-0.7,-1.03,-1.18,30.9,24.2,0,0,17
1984-02,19,171.3,-152.3,-1,-1.5,-1.37,-1.7,-1.03,-1.29,-1.4,-1.57,31.7,25.1,0,0,13
1984-03,96,151.4,-55.4,0.23,0.03,-0.66,-1.09,-0.55,-0.9,-1.27,-1.52,31.6,24.7,0,3,7
1984-04,293,101.4,191.6,1.19,1.3,0.53,0.36,0.08,-0.29,-0.83,-1.13,29.6,23.5,0,12,1
1984-05,213,97.3,115.7,0.01,-0.03,0.61,0.66,0.06,-0.21,-0.31,-0.59,28.6,22.6,0,7,1
1984-06,161,84.7,76.3,-0.85,-0.9,0.33,0.37,-0.13,-0.36,-0.26,-0.52,27.5,21.5,0,5,3
