data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,209,102.2,106.8,-0.54,-0.36,,,,,,,26.7,18.3,0,8,5,388,494
1980-02,153,111.5,41.5,-0.21,-0.33,,,,,,,29.1,18.3,0,5,3,398,537
1980-03,116,124.5,-8.5,-1.01,-1.31,-0.98,-0.93,,,,,30.9,17.9,0,4,13,446,598
1980-04,141,71.9,69.1,1.18,1.35,-0.24,-0.33,,,,,26.2,17.1,0,5,12,350,383
1980-05,30,68.9,-38.9,-0.19,-0.38,-0.07,-0.19,,,,,26.2,15.4,0,1,11,334,385
1980-06,37,54.8,-17.8,0.69,0.79,0.89,1.03,-0.51,-0.37,,,23.4,11.5,0,0,9,223,333
1980-07,13,64.2,-51.1,-0.13,-0.1,0.09,0.15,-0.25,-0.28,,,24.3,12.4,0,0,14,258,357
1980-08,35,78.2,-43.2,0.77,0.84,0.67,0.78,0.12,0.04,,,25.2,13.1,0,0,5,282,405
1980-09,45,82.7,-37.7,-0.16,0,-0.01,0.19,0.62,0.81,,,23.5,13,0,1,10,248,396
1980-10,104,104,0,0.09,0.13,-0.04,0.25,-0.09,0.19,,,26.3,15.3,1,4,6,334,500
1980-11,223,103.7,119.3,0.86,0.88,0.33,0.52,0.47,0.69,,,26,16.6,0,9,5,338,501
1980-12,265,123.7,141.3,0.35,0.23,0.55,0.55,0.44,0.56,-0.13,0.02,29.6,19.1,0,13,5,445,590
1981-01,269,111,158,0.19,0.21,0.57,0.5,0.42,0.49,0.07,0.16,28.9,19.4,0,10,2,438,527
1981-02,67,121.5,-54.5,-1.38,-1.21,-0.62,-0.69,-0.39,-0.38,-0.32,-0.25,30.4,18.7,0,2,9,408,595
1981-03,159,101.7,57.3,-0.23,-0.15,-0.85,-0.81,-0.37,-0.39,-0.11,0.01,28.4,18.1,1,7,6,410,508
1981-04,75,80.9,-5.9,0.07,0.07,-1.15,-1.11,-0.41,-0.4,-0.43,-0.35,25.7,15.3,0,2,5,315,450
1981-05,35,67.5,-32.5,0.02,-0.09,-0.26,-0.22,-0.68,-0.67,-0.4,-0.31,25.4,14.5,0,2,12,308,403
1981-06,14,54.5,-40.5,-0.22,-0.09,-0.18,-0.1,-0.93,-0.81,-0.49,-0.4,23,11.7,0,0,13,220,335
