data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,121,124.6,-3.6,-0.59,-0.77,,,,,,,23.7,13.7,0,4,5,269,730
1980-02,164,107.5,56.5,0.42,0.17,,,,,,,24.3,15.6,0,5,4,289,621
1980-03,101,95.8,5.2,-0.14,-0.38,-0.27,-0.58,,,,,25.4,16.6,0,5,11,340,543
1980-04,59,74.4,-15.4,-1.2,-1.26,-0.45,-0.74,,,,,22.8,12.9,0,2,11,241,454
1980-05,100,47.7,52.3,-0.15,-0.22,-0.69,-0.88,,,,,19.3,11,0,3,8,164,337
1980-06,39,40.7,-1.7,-1.81,-1.73,-1.58,-1.85,-1.21,-1.36,,,16.6,5.7,0,1,10,76,302
1980-07,223,43.1,179.9,0.91,0.96,-0.3,-0.31,-0.54,-0.75,,,15.6,5.5,0,7,5,62,332
1980-08,207,53.2,153.8,1.1,1.2,0.49,0.52,-0.15,-0.24,,,17.3,7.2,0,8,9,92,387
1980-09,95,66.8,28.2,-0.87,-0.9,0.7,0.74,-0.47,-0.62,,,16.1,6.2,0,4,6,66,477
1980-10,172,80.1,91.9,0.3,0.4,0.31,0.42,-0.06,-0.08,,,19.5,10.4,0,7,9,159,492
1980-11,132,105.2,26.8,0.18,0.26,-0.3,-0.16,0.09,0.2,,,21.8,11.9,0,3,12,205,637
1980-12,282,111.7,170.3,2.1,2.06,1.22,1.29,1.15,1.23,0.13,0.04,22.9,14.5,0,10,4,270,649
1981-01,168,115.5,52.5,0.21,0.11,1.39,1.39,0.93,1.07,0.29,0.21,24.4,15.8,0,7,4,313,653
1981-02,219,95.6,123.4,1.23,1.27,1.83,2.05,0.92,1.03,0.5,0.49,25.1,16.8,0,6,1,307,537
1981-03,62,91.7,-29.7,-1.08,-1.01,0.29,0.18,1.05,1.12,0.37,0.36,22.3,13.8,0,2,12,250,570
1981-04,111,63.1,47.9,0.06,-0.16,0.22,0.15,0.95,0.98,0.51,0.56,19.6,11.9,0,4,7,172,406
1981-05,49,55.3,-6.3,-1.1,-1.34,-1.07,-1.1,0.52,0.42,0.32,0.38,20.9,11.9,0,1,4,198,381
1981-06,112,34.6,77.4,-0.24,-0.3,-0.81,-0.92,-0.39,-0.45,0.53,0.65,14.8,6.7,0,4,5,57,277
