data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max
1980-01,98,142.2,-44.2,-1.31,-1.25,,,,,,,30.4,20,0,3,6
1980-02,304,116.4,187.6,1.34,1.36,,,,,,,29.7,20.9,0,8,5
1980-03,106,128.4,-22.4,-0.08,-0.19,0.15,-0.04,,,,,31.7,21.3,0,4,9
1980-04,83,96.4,-13.4,0.1,0.02,0.96,0.93,,,,,28.9,19.3,0,3,15
1980-05,65,74.8,-9.8,-0.1,-0.11,-0.28,-0.2,,,,,27,16.5,0,2,9
1980-06,54,66.7,-12.7,-0.04,-0.1,-0.26,-0.24,-0.2,-0.23,,,24.9,13,0,2,10
1980-07,21,77,-56,-0.23,-0.16,-0.44,-0.49,0.42,0.38,,,26.4,15.2,0,0,27
1980-08,33,92.4,-59.4,-0.12,0.2,-0.46,-0.48,-0.63,-0.58,,,28,16,0,1,11
1980-09,186,92.9,93.1,1.38,1.51,0.81,0.92,0.29,0.52,,,25.7,14.1,0,6,5
1980-10,88,138.2,-50.2,-0.52,-0.69,0.53,0.58,0,0.09,,,30.5,18.3,4,3,9
1980-11,132,140.1,-8.1,0.23,0.25,0.57,0.59,0.17,0.27,,,30.3,18.8,0,6,9
1980-12,250,136.4,113.6,1.02,1.02,0.33,0.41,0.66,0.77,0.36,0.38,30.5,21.2,0,11,8
1981-01,227,126.2,100.8,0.34,0.45,0.74,0.84,0.77,0.89,0.82,0.89,30.3,21.3,0,9,4
1981-02,62,124.5,-62.5,-1.49,-1.31,0,-0.01,0.3,0.46,-0.11,0.1,31.8,21.4,0,2,4
1981-03,46,127.9,-81.9,-1.68,-1.59,-1.54,-1.32,-0.67,-0.57,-0.36,-0.14,31.2,20.4,2,1,6
1981-04,139,101.9,37.1,1.04,0.97,-1.14,-1.18,-0.11,0,-0.11,0.07,29,17.4,0,5,8
1981-05,8,87.9,-79.9,-1.91,-1.89,-0.98,-1.31,-0.67,-0.71,-0.38,-0.21,28.4,17.1,0,0,27
1981-06,120,60,60,0.86,0.98,0.31,0.27,-1.02,-1.09,-0.09,0.09,23.9,13.2,0,6,13
1981-07,13,79,-66,-0.54,-0.55,-0.43,-0.58,-1.39,-1.45,-0.13,-0.01,23.6,11.2,0,1,15
1981-08,3,96.9,-93.9,-1.65,-0.72,-0.07,-0.1,-0.93,-1.12,-0.29,-0.16,28.4,15.7,0,0,13
1981-09,5,121.5,-116.5,-2.08,-1.25,-2.26,-1.47,-0.93,-1.05,-1.08,-1.13,30.3,16.7,4,0,21
1981-10,240,110,130,1.32,1.52,0.01,0.03,-0.4,-0.37,-0.4,-0.35,27.7,17.1,0,9,5
1981-11,194,139.9,54.1,0.99,1.01,0.8,0.82,0.52,0.6,-0.13,-0.12,31,20.1,0,7,9
1981-12,184,121.5,62.5,0.26,0.42,1.31,1.43,0.28,0.46,-0.52,-0.41,29,19.7,0,8,3
1982-01,101,145.8,-44.8,-1.26,-1.26,-0.1,0.02,-0.14,0.03,-0.98,-0.9,30,20.1,0,6,8
