data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,301,102.7,198.3,0.87,0.95,,,,,,,27.6,18.8,0,9,3,410,526
1980-02,153,106.7,46.3,0.62,0.64,,,,,,,28.2,18.7,0,6,3,390,563
1980-03,28,112.2,-84.2,-1.44,-1.16,0.33,0.42,,,,,28.9,17.4,0,1,8,408,600
1980-04,217,75.6,141.4,2.63,2.26,0.74,0.82,,,,,26.9,17.4,0,6,3,364,418
1980-05,20,67.4,-47.4,-0.31,-0.18,0.5,0.59,,,,,25.9,15.1,0,0,9,325,413
1980-06,14,52.9,-38.9,0.27,0.78,2.12,2.07,0.87,1.03,,,23.7,12.9,0,0,20,250,342
1980-07,2,65.9,-63.9,-0.74,-0.09,-0.34,-0.05,0.59,0.76,,,24.6,11.8,0,0,28,255,416
1980-08,3,78.7,-75.7,-0.74,0.02,-0.41,0.15,0.34,0.53,,,25.3,13.6,0,0,18,292,450
1980-09,9,83.4,-74.4,-0.84,-0.12,-1.18,-0.33,1.39,1.93,,,25.4,14.8,0,0,16,304,429
1980-10,37,115,-78,-1.18,-1.01,-1.76,-0.99,-1.84,-0.89,,,28.5,16.5,3,2,10,388,567
1980-11,116,102.8,13.2,-0.76,-0.7,-1.42,-1.03,-1.59,-0.99,,,26.7,17.8,0,5,6,368,525
1980-12,232,111.3,120.7,-0.01,-0.05,-0.87,-0.79,-1.14,-0.86,0.01,0.14,27.9,18.9,0,9,8,415,568
1981-01,163,108.2,54.8,-0.13,-0.12,-0.59,-0.43,-1.06,-0.75,-0.59,-0.33,27.5,18.2,0,7,6,399,559
1981-02,47,112.3,-65.3,-0.68,-0.65,-0.57,-0.39,-1.26,-0.96,-1,-0.71,28.4,17.6,0,1,9,364,597
1981-03,172,94.5,77.5,0.7,0.83,-0.19,-0.05,-0.81,-0.59,-0.39,-0.12,28.1,18.6,0,8,4,414,485
