data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,306,117.8,188.2,2.22,2.1,,,,,,,29.5,21.2,0,9,9,476,551
1980-02,326,97.1,228.9,2.35,2.18,,,,,,,28.5,21.3,0,11,1,433,464
1980-03,161,121.3,39.7,0.83,0.91,2.89,2.33,,,,,28.9,20,0,7,5,448,601
1980-04,104,103.4,0.6,-0.05,-0.13,1.93,1.84,,,,,28.7,20,0,3,11,430,511
1980-05,181,84.4,96.6,1.4,1.45,1.06,1.09,,,,,27.2,19.5,0,4,0,412,445
1980-06,124,72,52,0.53,0.52,0.89,0.93,2.65,2.2,,,26.1,18.4,0,2,3,368,396
1980-07,131,79.6,51.4,0.68,0.69,1.2,1.23,1.91,1.76,,,25.5,17.6,0,5,4,358,438
1980-08,144,92.1,51.9,1.11,1.12,1,1.04,1.24,1.24,,,25.9,17.4,0,3,4,362,486
1980-09,181,92.3,88.7,2.07,2.03,1.68,1.68,1.48,1.47,,,26.7,18.7,0,7,6,382,451
1980-10,88,134.1,-46.1,0.5,0.25,1.62,1.54,1.61,1.52,,,28.6,18.8,0,3,7,425,645
1980-11,128,110.9,17.1,0.31,0.38,1.33,1.4,1.36,1.37,,,28.6,20.5,0,5,5,436,513
1980-12,103,125.5,-22.5,0.22,0.33,0.28,0.4,1.14,1.19,2.23,2,29.9,21.1,0,2,6,480,573
1981-01,95,133.9,-38.9,0.09,0.16,0.1,0.35,1.06,1.14,1.77,1.67,30.3,20.5,0,3,5,478,659
1981-02,161,119,42,0.94,0.98,0.6,0.69,1.16,1.23,1.36,1.37,29.9,20.2,0,5,2,422,584
1981-03,234,107.5,126.5,1.62,1.66,1.31,1.35,1.17,1.23,1.57,1.53,30.3,21.4,0,9,4,491,520
1981-04,133,89.9,43.1,0.48,0.66,1.54,1.6,1.22,1.39,1.76,1.67,27.6,19.8,0,5,5,410,479
