data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max
1980-01,305,96.8,208.2,0.46,0.61,,,,,,,29,21.8,0,16,1
1980-02,559,75.7,483.3,2.93,2.79,,,,,,,27.5,21.8,0,24,1
1980-03,115,117.5,-2.5,-2.37,-1.86,1.28,1.42,,,,,30.8,21.8,0,5,7
1980-04,115,109.8,5.2,-0.66,-0.67,0.86,0.98,,,,,30.8,21.4,0,5,10
1980-05,1,124.5,-123.5,-2.17,-1.28,-2.1,-1.81,,,,,33.7,20.5,2,0,26
1980-06,0,119,-119,,-0.52,-1.08,-1.09,0.55,0.73,,,33.8,19.3,4,0,30
1980-07,0,132.6,-132.6,,-0.24,-2.38,-1.28,0.43,0.49,,,34.3,17.8,14,0,31
1980-08,0,138,-138,,0.52,,-0.08,-2.2,-1.73,,,35.2,18.5,25,0,31
1980-09,70,127.2,-57.2,1,1.18,0.7,0.96,-0.77,-0.48,,,33.6,21.2,12,3,9
1980-10,92,132,-40,-0.68,-0.73,-0.08,0.12,-0.85,-0.5,,,32.7,21.5,7,4,11
1980-11,286,102,184,0.94,1.09,0.77,0.96,0.58,0.79,,,30.1,21.3,0,12,1
1980-12,302,96.8,205.2,0.69,0.91,0.64,0.83,0.74,1,0.79,1.04,29.5,21.1,0,11,2
1981-01,250,105.5,144.5,-0.06,0,0.74,1.01,0.58,0.94,0.65,0.92,29.9,20.6,0,11,3
1981-02,75,117.2,-42.2,-2.89,-2.14,-1.1,-1,-0.39,-0.09,-1.53,-1.25,32,21,3,2,8
1981-03,409,91.5,317.5,1.7,1.89,-0.25,-0.13,0.28,0.52,-0.18,0.11,29.2,21.4,0,18,2
1981-04,97,122.4,-25.4,-1.01,-1.17,-0.67,-0.78,0.1,0.26,-0.27,-0.09,31.9,21,0,3,11
1981-05,9,127.6,-118.6,-1.05,-1.12,0.36,0.31,-0.54,-0.48,-0.22,-0.06,32.7,19.3,0,0,28
1981-06,17,117.9,-100.9,0.89,1.18,-0.97,-1.19,-0.73,-0.79,-0.14,0.03,32.7,18.1,0,1,22
1981-07,0,133.6,-133.6,,-0.37,-0.45,-0.69,-0.77,-0.88,-0.14,0.03,33,17.2,1,0,31
1981-08,20,141.9,-121.9,0.64,1.14,1.07,1.1,0.49,0.46,-0.04,0.12,34.5,18.4,18,1,19
1981-09,0,143.3,-143.3,,-0.99,-0.79,-0.4,-1.35,-1.25,-0.37,-0.29,35.8,19.5,26,0,30
1981-10,145,118.2,26.9,0.46,0.56,-0.03,0.07,-0.42,-0.31,-0.1,0.06,32.5,21.5,10,4,4
1981-11,346,100.5,245.5,1.56,1.62,1.19,1.39,1.31,1.5,0.18,0.37,30,20.9,0,13,2
1981-12,156,117.7,38.3,-1.18,-1.21,0.43,0.61,0.23,0.41,-0.41,-0.34,30.9,21.1,0,5,3
1982-01,462,92,370,1.67,1.72,1.5,1.52,1.3,1.4,0.42,0.55,29,21,0,18,1
1982-02,180,97.4,82.6,-0.8,-0.75,0.36,0.6,0.89,1.11,0.88,1.03,30.3,21.3,0,6,1
1982-03,228,114.9,113.1,-0.38,-0.53,0.63,0.82,0.84,1.06,0.12,0.25,31,21.5,0,8,3
1982-04,133,108.1,24.9,-0.35,-0.36,-1.01,-0.99,0.57,0.77,0.3,0.47,31.1,21.4,0,4,7
1982-05,0,120.1,-120.1,,-1.17,-0.81,-0.85,-0.44,-0.3,0.25,0.45,32.6,20.2,0,0,31
1982-06,0,113.7,-113.7,,0.18,-0.83,-0.74,0.08,0.25,0.17,0.38,33.4,18.6,0,0,30
1982-07,0,125.6,-125.6,,0.72,,-0.85,-1.27,-1.11,0.17,0.43,34,16.8,9,0,31
