data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,316,123.4,192.6,1.25,1.3,,,,,,,31.1,20.9,3,11,6,496,569
1980-02,179,119.3,59.7,1.15,1.22,,,,,,,31.9,21,2,7,4,476,567
1980-03,46,133.8,-87.8,-1.1,-1.07,0.92,0.95,,,,,32.5,19.5,3,1,12,496,642
1980-04,146,81.9,64.1,1.91,1.95,0.77,0.84,,,,,29.8,20.1,1,4,4,450,391
1980-05,55,77.5,-22.5,0.74,0.83,0.34,0.46,,,,,29.4,18.1,0,2,7,426,426
1980-06,24,62.8,-38.8,0.14,0.46,1.55,1.66,1.26,1.31,,,27.4,16.5,0,0,7,358,345
1980-07,17,72.1,-55.1,-0.25,-0.08,0.26,0.49,0.71,0.86,,,28.2,14.5,0,0,11,352,408
1980-08,22,90.6,-68.6,-0.14,-0.2,-0.35,-0.14,0.06,0.22,,,28.4,17,0,0,15,394,456
1980-09,11,92.7,-81.7,-0.71,-0.13,-0.83,-0.4,0.63,0.89,,,28.6,17,2,0,17,384,431
1980-10,13,130.9,-117.9,-1.66,-1.3,-1.79,-1.34,-1.21,-0.88,,,31.4,18.4,7,0,12,461,592
1980-11,105,117,-12.1,-0.85,-0.8,-1.69,-1.27,-1.73,-1.27,,,30.7,19,4,4,4,446,523
1980-12,290,120.3,169.7,0.78,0.84,-0.39,-0.49,-0.66,-0.58,0.44,0.56,31.9,21.4,5,8,10,517,537
1981-01,231,133.6,97.4,0.73,0.71,0.39,0.4,-0.23,-0.12,0.13,0.23,32.6,20.9,7,7,8,520,616
1981-02,88,121.8,-33.8,0.03,0.19,0.81,0.86,-0.21,-0.11,-0.23,-0.04,32,20.1,6,1,10,450,594
1981-03,242,111.9,130.1,1.36,1.44,1.01,1.07,0.41,0.46,0.56,0.74,31.9,21.4,4,8,8,516,521
1981-04,56,86.3,-30.3,-0.07,0.3,0.88,1.04,0.72,0.84,0.2,0.39,28.6,18.1,0,2,7,400,448
1981-05,62,72.1,-10.1,0.91,1.12,1.34,1.47,1.23,1.35,0.23,0.43,27.6,17.2,0,3,8,386,408
1981-06,41,56.7,-15.7,0.8,1.21,0.64,1.09,1.07,1.22,0.3,0.51,26.4,16,0,1,7,336,328
1981-07,10,67.4,-57.4,-0.75,-0.2,0.55,0.97,0.91,1.19,0.27,0.52,26,14.6,0,0,15,319,383
1981-08,27,79.6,-52.6,0.06,0.37,-0.02,0.54,1.1,1.41,0.28,0.53,27.1,15.2,0,0,7,346,432
1981-09,1,110.1,-109.1,-2.05,-1.22,-1.18,-0.65,-0.24,0.19,0.24,0.41,29.6,16.7,1,0,18,394,505
1981-10,191,86.5,104.5,1.19,1.4,0.66,0.95,0.72,1.13,0.79,1.06,26.9,19.2,0,6,4,404,393
1981-11,372,97,275,1.69,1.81,1.56,1.76,1.44,1.71,1.63,1.85,29.5,20.3,1,12,2,446,446
1981-12,96,136.5,-40.5,-1.2,-1.13,0.88,1.03,0.57,0.77,1.07,1.33,31.8,20.5,4,5,5,501,608
1982-01,331,109.8,221.2,1.33,1.45,1.16,1.29,1.24,1.39,1.4,1.7,29.6,20.3,0,9,2,464,526
1982-02,74,125,-51,-0.2,-0.08,0.24,0.33,1.14,1.3,1.45,1.66,31.8,20.4,4,1,6,452,605
1982-03,157,108.3,48.7,0.58,0.75,1.02,1.17,1.4,1.59,1.22,1.52,31.7,21.4,3,7,4,514,490
1982-04,96,87.7,8.3,0.96,1.17,0.44,0.63,1.15,1.35,1.32,1.59,28.7,18.2,0,3,11,403,449
1982-05,63,69.9,-6.9,0.93,1.19,0.98,1.22,0.6,0.83,1.32,1.61,26.9,16.5,0,1,3,364,390
1982-06,5,67.6,-62.6,-1.28,-0.86,0.72,1.03,1.1,1.28,1.2,1.47,28.4,15.8,0,0,14,364,392
1982-07,43,72.7,-29.7,0.83,0.92,0.52,0.76,0.51,0.79,1.3,1.52,28,15.3,0,1,10,361,408
1982-08,67,78.9,-11.9,1.1,1.34,0.65,0.87,1.05,1.31,1.34,1.57,27.7,16.3,0,2,7,372,412
1982-09,12,96.3,-84.3,-0.65,-0.21,0.55,0.8,0.74,1.03,1.36,1.63,27.8,15.7,0,0,15,352,466
1982-10,32,122.4,-90.4,-0.94,-0.86,-0.55,-0.32,-0.26,0.01,0.8,1.04,30.9,18.9,6,1,12,462,541
1982-11,53,153.3,-100.3,-1.86,-1.65,-2.16,-1.63,-1.52,-1.3,-0.26,-0.09,33.8,20.1,17,3,12,508,665
1982-12,78,131.5,-53.5,-1.5,-1.27,-2.36,-1.72,-1.86,-1.5,-0.32,-0.15,32.6,20.9,9,1,3,518,562
