data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,89,138.2,-49.2,-0.65,-0.73,,,,,,,27.2,15.7,0,4,6,354,736
1980-02,149,122.1,26.9,0.58,0.35,,,,,,,27.7,17.2,0,4,4,360,645
1980-03,49,105.4,-56.4,-1.12,-1.08,-0.78,-0.99,,,,,28.2,18.7,0,1,11,418,549
1980-04,60,83.5,-23.5,-1.11,-1.24,-0.92,-1.15,,,,,26,15.6,0,2,15,324,458
1980-05,147,52.5,94.5,0.39,0.36,-0.67,-0.86,,,,,21.5,13,0,5,5,225,331
1980-06,44,45.4,-1.4,-1.6,-1.54,-0.99,-1.35,-1.22,-1.44,,,18.7,8.3,0,1,9,126,302
1980-07,204,48.7,155.3,0.82,0.81,-0.09,-0.21,-0.63,-0.91,,,17.9,7.6,0,6,7,110,328
1980-08,146,60.5,85.5,0.53,0.51,-0.07,-0.23,-0.59,-0.79,,,20.2,9.5,0,6,8,154,375
1980-09,85,78.1,6.9,-0.88,-1,0.2,0.08,-0.65,-0.88,,,19.5,8.4,0,3,5,125,488
1980-10,176,92.9,83.1,0.29,0.39,-0.14,-0.19,-0.24,-0.4,,,22.7,12.4,0,7,8,234,499
1980-11,169,117.1,51.9,0.6,0.57,-0.01,-0.06,-0.14,-0.23,,,24.8,14.2,0,8,8,286,635
1980-12,205,125.2,79.8,1.22,1.31,0.8,0.84,0.66,0.66,-0.28,-0.52,26,16.4,0,5,3,346,655
1981-01,86,135.5,-49.5,-0.71,-0.74,0.55,0.5,0.2,0.17,-0.29,-0.55,28.1,18.3,0,3,4,408,680
1981-02,204,107.6,96.4,1.43,1.42,0.92,0.94,0.44,0.44,-0.1,-0.31,28.3,19,0,7,1,383,550
1981-03,63,101.9,-38.9,-0.76,-0.81,-0.09,-0.28,0.55,0.57,-0.06,-0.24,25.4,16,0,2,12,332,578
1981-04,87,70.2,16.8,-0.48,-0.62,0.05,-0.07,0.37,0.32,0.03,-0.06,22.5,14,0,3,9,248,405
1981-05,37,62.3,-25.3,-1.32,-1.53,-1.31,-1.32,-0.32,-0.49,-0.3,-0.37,23.8,13.5,0,0,4,267,374
1981-06,160,38.6,121.4,0.33,0.29,-0.71,-0.88,-0.63,-0.72,0.03,0.03,16.9,8.4,0,4,5,96,280
1981-07,58,51.6,6.4,-1.32,-1.38,-1.19,-1.41,-0.89,-1.02,-0.44,-0.44,17.7,8.8,0,1,9,128,314
1981-08,60,65.3,-5.3,-0.93,-1.01,-1.13,-1.24,-1.71,-1.76,-0.77,-0.82,20.8,10.3,0,2,12,176,384
1981-09,233,72.3,160.7,1.04,1.13,-0.5,-0.66,-0.95,-1.09,-0.28,-0.32,20.9,11.3,0,8,6,187,381
1981-10,102,100.7,1.3,-0.63,-0.68,-0.23,-0.34,-1.07,-1.2,-0.53,-0.66,22,11.9,0,5,6,216,559
1981-11,150,117.7,32.3,0.38,0.32,0.3,0.25,-0.44,-0.56,-0.6,-0.77,25.5,15.2,0,5,8,311,627
1981-12,89,130.7,-41.6,-0.53,-0.5,-0.43,-0.49,-0.67,-0.75,-0.97,-1.04,25.9,15.6,0,3,6,334,666
1982-01,22,153.9,-131.9,-2.76,-2.29,-1.1,-1.12,-0.77,-0.88,-1.22,-1.26,27.9,16,0,0,19,370,752
1982-02,118,109.6,8.4,0.01,-0.02,-1.42,-1.38,-0.52,-0.64,-1.54,-1.47,27.6,18.2,0,4,5,362,547
1982-03,71,112.9,-41.9,-0.58,-0.86,-1.74,-1.55,-1.33,-1.33,-1.56,-1.52,27.2,16.6,0,2,8,368,591
1982-04,25,83.4,-58.4,-2.36,-1.72,-1.45,-1.43,-1.77,-1.61,-1.74,-1.68,24.5,13.8,0,1,14,275,476
