data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,179,116.6,62.4,0.83,1.05,,,,,,,28,18.6,0,6,4,413,568
1980-02,319,88.6,230.4,2.56,2.42,,,,,,,26.6,18.8,0,12,2,368,435
1980-03,12,126.6,-114.6,-1.13,-0.66,1.47,1.59,,,,,28.3,17.3,0,0,8,396,626
1980-04,1,111.1,-110.1,-3.07,-0.89,1.15,1.45,,,,,28.9,17.3,0,0,22,392,526
1980-05,2,107.6,-105.6,-0.77,-0.15,-1.76,-0.87,,,,,27.8,16.8,0,0,21,380,531
1980-06,1,97.2,-96.2,-0.25,0.19,-2.33,-0.81,1.25,1.43,,,27.6,15.9,0,0,29,352,476
1980-07,5,107.2,-102.2,0.34,0.69,0.04,0.15,1.11,1.32,,,27.3,15.1,0,0,14,347,521
1980-08,1,133.2,-132.2,-0.52,-0.36,0.4,0.2,-1.53,-0.75,,,28,15.4,0,0,28,362,581
1980-09,0,137.3,-137.3,,0.62,-0.12,0.39,-1.98,-0.55,,,29.7,17.1,0,0,30,402,559
1980-10,2,178.2,-176.2,-1.63,-0.99,-1.53,-0.62,-0.99,-0.43,,,31.3,18,1,0,16,454,676
1980-11,118,124.4,-6.4,0.52,0.68,0.03,0.25,0.07,0.28,,,29.5,19.2,0,3,4,430,535
1980-12,117,124.6,-7.6,0.25,0.45,0.13,0.36,0.13,0.44,0.89,1.13,28.8,19.1,0,5,10,432,582
1981-01,65,129.8,-64.8,-0.15,0.03,0.01,0.41,-0.23,0.23,0.42,0.78,28.9,18.3,0,2,7,422,628
1981-02,2,141.7,-139.7,-2.54,-1.3,-0.77,-0.43,-0.7,-0.18,-1.34,-0.7,30.4,17.8,0,0,19,394,649
1981-03,496,105.8,390.1,2.59,2.36,1.7,1.61,1.45,1.44,1.23,1.27,28.5,19.3,0,16,7,432,505
1981-04,55,96.5,-41.5,0.46,0.94,2.37,2.46,1.63,1.63,1.47,1.45,26.8,17.5,0,1,5,364,515
1981-05,3,93.9,-90.9,-0.51,0.86,2.51,2.41,1.78,1.83,1.48,1.48,26.2,15.8,0,0,25,342,516
1981-06,5,87.5,-82.5,0.4,1.17,0.48,1.2,1.78,1.71,1.49,1.5,25.8,15.5,0,0,20,320,453
1981-07,2,100.9,-98.9,-0.17,1.01,0.2,1.09,2.35,2.35,1.47,1.5,25.4,14.1,0,0,19,302,513
1981-08,2,113.8,-111.8,0.05,2,0.56,1.41,2.49,2.43,1.47,1.54,26.5,14.5,0,0,14,324,549
1981-09,1,145.2,-144.2,-0.88,0.21,-0.26,0.95,0.44,1.43,1.47,1.52,28.9,15.2,0,0,29,362,653
1981-10,25,144.2,-119.2,-0.03,0.54,-0.02,0.72,0.05,0.91,1.48,1.59,30.6,18.7,0,1,21,455,604
1981-11,57,127.6,-70.6,-0.35,-0.11,-0.53,0.1,-0.43,0.48,1.34,1.54,29.8,19.4,0,2,5,437,556
1981-12,21,157.8,-136.8,-1.24,-1.09,-1.04,-0.61,-1.02,-0.33,0.8,1.09,31.4,19,1,0,11,471,666
1982-01,82,130.8,-48.8,0.05,0.2,-1.07,-0.81,-1.13,-0.47,0.94,1.21,29.4,19.1,0,2,5,442,613
1982-02,64,129.9,-65.9,0.08,0.08,-0.95,-0.78,-1.12,-0.56,1.15,1.38,30.4,19,0,3,10,412,573
1982-03,128,136.2,-8.2,0.69,0.75,0.21,0.39,-0.72,-0.3,-0.65,0.1,30.5,18.8,0,5,9,455,661
1982-04,39,114.8,-75.8,-0.01,0.07,0.42,0.32,-0.71,-0.41,-0.77,-0.05,29.3,18.5,0,1,12,416,553
1982-05,0,112.6,-112.6,,-0.72,0.52,0.45,-0.63,-0.51,-0.8,-0.15,28.2,17.1,0,0,31,392,520
1982-06,0,93.2,-93.2,,0.45,-0.18,-0.19,0.08,0.29,-0.83,-0.19,27.4,16.4,0,0,30,356,463
1982-07,0,102.9,-102.9,,0.62,,-0.02,0.31,0.29,-0.83,-0.2,27,15.3,0,0,31,344,504
1982-08,0,121.6,-121.6,,0.97,,0.68,0.47,0.52,-0.84,-0.24,28.2,16.2,0,0,31,378,565
1982-09,35,123.5,-88.5,1.7,2.24,1.73,2.05,0.58,0.99,-0.62,0.01,28.6,17.8,0,1,28,397,523
1982-10,17,149.5,-132.5,-0.34,0.25,0.59,1.17,0.38,0.87,-0.62,-0.08,30.4,18.2,0,1,22,444,667
1982-11,1,176.5,-175.5,-3.11,-1.95,-1.14,-0.69,-1.16,-0.39,-1.07,-0.59,32.2,18.8,0,0,18,466,722
