data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,295,105.3,189.7,0.33,0.36,,,,,,,26.8,17.5,0,9,5,377,548
1980-02,150,106.9,43.1,-0.09,-0.12,,,,,,,28.2,17.7,0,5,3,376,545
1980-03,51,119,-68,-1.94,-1.81,-0.53,-0.58,,,,,29.3,16.8,0,1,11,405,635
1980-04,141,77.9,63.1,1.39,1.52,-0.34,-0.33,,,,,25.9,16.2,0,6,13,332,426
1980-05,15,71.9,-56.9,-0.72,-0.71,-0.55,-0.5,,,,,25.6,13.2,0,0,12,292,417
1980-06,79,59,20,1.41,1.59,1.36,1.42,0.06,0.09,,,23.3,11,0,2,9,214,383
1980-07,0,71.3,-71.3,,-0.52,0.51,0.52,-0.21,-0.15,,,24.8,11.1,0,0,31,247,441
1980-08,6,94.2,-88.2,-0.46,-0.21,1.03,0.95,-0.14,-0.1,,,25.9,12.7,0,0,13,288,491
1980-09,43,98.6,-55.6,-0.14,0.09,-0.41,-0.22,0.72,0.85,,,25.9,13.4,0,1,17,289,506
1980-10,62,128.5,-66.5,-0.76,-0.89,-0.83,-0.74,-0.46,-0.36,,,28.6,15.9,2,2,8,380,637
1980-11,190,113.7,76.3,0.55,0.53,-0.25,-0.24,0.09,0.17,,,27.3,16.8,0,5,7,361,571
1980-12,287,117.8,169.2,0.58,0.59,0.26,0.16,-0.05,-0.01,-0.02,0.08,28.1,18.1,0,10,4,407,601
1981-01,262,104.2,157.8,0.07,0.1,0.42,0.52,-0.04,0.03,-0.2,-0.11,27.2,18.5,0,13,3,398,528
1981-02,65,122.6,-57.6,-1.39,-1.32,-0.47,-0.58,-0.67,-0.68,-0.6,-0.58,29.2,17.9,0,3,8,380,622
1981-03,172,105.4,66.6,0.34,0.38,-0.51,-0.57,-0.45,-0.52,-0.07,-0.06,28.2,18,0,6,4,406,533
1981-04,39,91.4,-52.4,-0.42,-0.48,-0.93,-0.99,-0.29,-0.27,-0.56,-0.53,26.1,14.6,0,1,15,310,526
1981-05,49,73.4,-24.4,0.48,0.38,0.05,0.07,-0.37,-0.37,-0.41,-0.4,24.7,13.2,0,2,16,278,447
1981-06,36,56.5,-20.6,0.51,0.85,0.05,0.08,-0.5,-0.51,-0.61,-0.55,22.6,10.9,0,1,12,204,372
1981-07,0,76.4,-76.4,,-0.95,0.35,0.29,-0.83,-0.85,-0.6,-0.56,23.2,9.1,0,0,31,191,477
1981-08,13,92.1,-79.1,0.13,0.33,0.2,0.18,0.03,0.04,-0.57,-0.53,25.8,11.7,0,1,13,272,511
1981-09,11,109.6,-98.6,-1.31,-0.9,-1.11,-0.88,-0.6,-0.51,-0.66,-0.61,28.6,14.3,0,0,25,344,528
1981-10,162,96.6,65.4,1.06,1.28,0.23,0.43,0.26,0.44,-0.18,-0.02,25.5,15.6,0,5,5,326,515
1981-11,243,108.8,134.2,1.33,1.44,0.88,1.06,0.81,0.99,0.04,0.19,27.4,17.7,0,7,3,376,565
1981-12,341,103.1,237.9,1.17,1.25,1.92,1.94,1.2,1.27,0.26,0.42,26.6,17.5,0,10,5,374,537
1982-01,277,94.6,182.4,0.19,0.3,1.14,1.32,1.05,1.26,0.31,0.5,25.6,17.7,0,8,4,360,490
1982-02,210,114.8,95.2,0.54,0.45,0.88,1,1.23,1.43,0.92,1.05,28.9,17.5,0,7,14,370,601
1982-03,278,81.4,196.6,1.51,1.63,0.91,1.08,1.93,2.14,1.45,1.61,26.5,18.1,0,9,2,380,421
1982-04,42,89.6,-47.6,-0.33,-0.35,1,1.12,1.42,1.56,1.43,1.56,25.5,14.4,0,2,14,299,532
1982-05,14,69.1,-55.1,-0.78,-0.64,0.77,1.01,0.96,1.16,1.32,1.5,23.6,12,0,1,19,242,439
1982-06,10,56.1,-46.1,-0.53,-0.01,-1,-0.74,0.54,0.72,1.19,1.38,24.4,13.2,0,0,8,264,354
1982-07,19,68.6,-49.5,0.17,0.78,-0.6,-0.29,0.75,0.91,1.26,1.45,24.3,10.9,0,0,13,236,443
1982-08,6,86.9,-80.9,-0.46,0.24,-0.24,0.17,0.58,0.87,1.24,1.45,26.6,13.4,0,0,14,309,495
1982-09,28,107.4,-79.4,-0.55,-0.42,-0.32,-0.14,-0.99,-0.59,1.2,1.39,27,13.5,0,1,22,308,573
1982-10,113,103.1,9.9,0.31,0.48,-0.27,0,-0.64,-0.18,0.98,1.2,27.2,16,0,5,6,360,538
1982-11,134,120.6,13.4,-0.46,-0.62,-0.46,-0.34,-0.58,-0.27,0.56,0.84,29.8,17.7,0,4,6,412,594
1982-12,411,85,326,1.86,1.86,1.25,1.45,0.82,1.06,0.78,1.06,26,17.3,0,17,1,360,437
1983-01,297,96.3,200.7,0.35,0.45,1.04,1.25,0.75,1.04,0.92,1.18,26.9,18,0,14,1,386,500
1983-02,218,101.9,116.1,0.61,0.65,1.42,1.8,1.01,1.29,0.99,1.3,28.1,17.9,0,9,7,364,527
1983-03,281,95.1,185.9,1.54,1.56,1.05,1.22,1.67,1.92,1.08,1.36,27.3,17.1,0,8,4,377,505
1983-04,198,74.9,123.1,2.03,2.01,1.96,1.96,2.01,2.03,1.7,1.86,26.1,15.7,0,4,5,328,405
1983-05,155,66.4,88.6,2.22,2.18,2.91,2.43,2.48,2.35,2.31,2.29,25.1,14.5,0,3,10,304,382
1983-06,137,54.8,82.2,2.22,2.17,3.3,2.7,2.32,2.33,2.74,2.47,24.4,13.4,0,4,16,266,352
1983-07,53,69.2,-16.2,1.63,1.75,3.18,2.62,3.19,2.63,2.83,2.52,24.5,11.5,0,3,18,247,434
1983-08,2,91.8,-89.8,-1.12,-0.32,2.63,2.23,3.56,2.76,2.84,2.51,25.7,10.3,0,0,20,248,539
