data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max
1980-01,524,102.2,421.8,1.36,1.39,,,,,,,29,18.8,0,16,0
1980-02,658,86.1,571.9,2.89,2.49,,,,,,,28,19.1,0,18,0
1980-03,82,125,-43,-2.3,-1.88,2.16,1.93,,,,,31.5,18.4,0,2,8
1980-04,118,101,17,0.58,0.66,1.98,1.87,,,,,30.2,18.4,0,4,13
1980-05,5,102.3,-97.3,-1.15,-0.58,-1.34,-1.16,,,,,30.6,17.8,0,0,12
1980-06,12,95.4,-83.4,0.31,0.78,0.31,0.38,2.08,1.85,,,30.3,16.4,0,1,25
1980-07,0,109.6,-109.6,,-0.16,-0.25,-0.11,1.84,1.76,,,31.5,16.2,0,0,31
1980-08,0,133,-133,,-0.12,-0.13,-0.02,-1.33,-1.06,,,33.5,19.2,8,0,31
1980-09,79,122.6,-43.6,1.29,1.38,0.94,0.92,0.67,0.76,,,32.6,19.6,4,3,7
1980-10,71,164.5,-93.5,-1.35,-1.45,-0.41,-0.43,-0.54,-0.47,,,34.5,21.1,15,3,17
1980-11,236,106,130,0.26,0.34,-0.06,-0.1,-0.1,-0.14,,,29.8,20.3,0,11,2
1980-12,377,100.2,276.8,0.78,0.9,0.21,0.12,0.39,0.41,1.9,1.66,28.1,20.2,0,16,2
1981-01,323,109.5,213.5,0.17,0.23,0.65,0.83,0.39,0.48,1.62,1.54,28.8,19.8,0,12,5
1981-02,66,126.9,-60.9,-2.23,-2.01,-0.5,-0.4,-0.51,-0.41,-1.08,-0.88,31.5,20,0,2,8
1981-03,403,97.3,305.7,2.07,2.01,0.16,0.26,0.28,0.33,0.46,0.6,29.3,20.5,0,15,3
1981-04,62,113.9,-51.9,-0.7,-0.78,-0.08,-0.11,0.47,0.65,0.18,0.36,30.6,19.2,0,1,13
1981-05,29,105.8,-76.8,0.46,0.51,1.39,1.39,0.45,0.63,0.3,0.42,29.9,17.5,0,1,25
1981-06,41,89.2,-48.2,1.34,1.86,0.26,0.18,0.18,0.31,0.43,0.55,29.1,15.3,0,1,8
1981-07,9,107.7,-98.7,0.48,1.01,1.37,1.42,0.26,0.26,0.47,0.58,28.9,13.8,0,0,25
1981-08,0,136.1,-136.1,,-0.31,1.26,1.14,1.57,1.51,0.48,0.56,32.7,17.1,6,0,31
1981-09,24,140.5,-116.5,-0.24,-0.28,-0.14,-0.16,0.01,-0.05,0.21,0.27,34.5,19.7,16,1,28
1981-10,169,116.9,52.1,0.68,0.87,0.28,0.37,0.82,0.83,0.69,0.87,30.6,20.1,2,4,2
1981-11,310,102.2,207.8,1.14,1.27,1.05,1.2,1.29,1.39,1.02,1.12,29,20.3,0,10,1
1981-12,128,116,12,-2,-1.67,-0.3,-0.14,-0.38,-0.18,-0.13,0.13,30,20.5,2,3,2
1982-01,566,90.1,475.9,1.57,1.61,1.06,1.25,0.99,1.15,0.94,1.04,26.7,20.1,0,22,0
