data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,398,106.6,291.4,1.51,1.58,,,,,,,27.2,18.8,0,21,0,404,550
1980-02,273,105.4,167.6,1.51,1.6,,,,,,,27.2,18.5,0,15,1,372,556
1980-03,64,135.4,-71.4,-0.51,-0.63,1.86,1.77,,,,,29.7,16.5,0,1,8,406,697
1980-04,69,99.7,-30.7,0.86,1.07,1.21,1.37,,,,,28.1,17,0,2,11,376,509
1980-05,16,101.3,-85.3,0.66,0.94,0.05,0.05,,,,,28,15.3,0,1,27,360,532
1980-06,33,85.4,-52.4,1.08,1.85,1.33,1.45,2.02,1.87,,,27.1,13.6,0,2,19,312,450
1980-07,0,101.4,-101.4,,0.2,1.22,1.4,1.34,1.47,,,27.9,11.4,0,0,31,300,557
1980-08,0,129.2,-129.2,,-0.57,1,1.15,0.27,0.3,,,29.3,13.4,0,0,31,352,608
1980-09,31,133.3,-102.3,0.95,1.24,0.67,0.76,1.3,1.39,,,31,16,0,1,13,404,563
1980-10,32,168,-136,-0.67,-0.81,-0.18,-0.34,0.41,0.31,,,32.1,17.2,5,1,11,454,721
1980-11,77,115.6,-38.6,-1.21,-0.87,-1.11,-0.82,-0.75,-0.55,,,28.9,18.9,0,2,10,418,522
1980-12,307,106.2,200.8,0.95,1.03,-0.07,-0.08,0.01,0.05,1.35,1.42,27.5,18.3,0,15,2,400,539
1981-01,154,123.2,30.8,0.16,0.19,0.03,0.2,-0.08,0.03,0.7,0.8,28,18.1,0,4,5,404,632
1981-02,12,143.7,-131.7,-1.43,-1.27,0.05,0.16,-0.64,-0.39,-0.44,-0.21,30.3,17,0,0,14,382,699
1981-03,245,111.3,133.7,1.46,1.56,0.29,0.38,0.04,0.19,0.45,0.62,29,18.8,0,12,3,430,551
1981-04,70,103.3,-33.4,0.88,1.02,0.66,0.55,0.48,0.72,0.48,0.63,27.5,16.1,0,3,13,354,568
1981-05,19,90.8,-71.8,0.88,1.55,1.48,1.59,1.1,1.25,0.5,0.7,26.6,14.8,0,0,19,331,499
1981-06,42,76.7,-34.7,1.28,2.12,1.51,1.72,0.66,0.85,0.56,0.78,25.5,12.4,0,2,17,268,469
1981-07,5,93,-88,0.33,1.32,1.57,1.92,0.96,1.13,0.59,0.83,26.1,10.7,0,0,22,260,530
1981-08,12,119.1,-107.1,0.76,1.5,1.43,1.9,1.7,1.82,0.66,0.93,28.6,11.8,0,0,16,316,622
1981-09,2,146.3,-144.3,-0.93,-0.38,0.26,0.6,1.31,1.57,0.5,0.73,30.9,14.6,0,0,29,382,643
1981-10,182,111.6,70.4,1.84,2.04,1.76,1.96,1.99,2.12,1.29,1.52,28.6,18.3,0,6,5,416,522
1981-11,259,93.6,165.4,1.13,1.33,1.7,2,1.95,2.19,1.77,2.01,27.2,18.6,0,14,1,387,473
1981-12,110,129.1,-19.1,-1.07,-0.97,0.7,0.93,0.68,0.95,0.79,1.04,29,18.1,0,4,4,420,653
1982-01,224,105.8,118.2,0.64,0.79,0.4,0.65,0.95,1.26,1.2,1.51,26.9,18.7,0,10,4,398,543
1982-02,49,139.2,-90.2,-0.43,-0.64,-0.61,-0.46,0.61,0.95,1.35,1.53,29.9,17.4,0,1,9,382,707
1982-03,83,111.7,-28.7,-0.19,-0.06,-0.05,0.18,0.55,1,0.88,1.33,29.4,18.9,0,1,8,439,567
1982-04,61,102.8,-41.8,0.69,0.85,-0.51,-0.52,-0.09,0.37,0.87,1.36,27.5,16,0,1,12,352,563
1982-05,13,98.2,-85.2,0.42,0.95,0.13,0.34,-0.7,-0.36,0.85,1.31,27.4,14.1,0,0,19,332,549
1982-06,0,89.7,-89.7,,0.3,0.6,0.83,0.05,0.34,0.62,1.1,28.7,12.7,0,0,30,320,511
1982-07,2,101.3,-99.3,0.06,0.48,0.17,0.61,-0.48,-0.4,0.61,1.05,28.3,12.3,0,0,28,320,550
1982-08,4,116.5,-112.5,-0.18,1.2,0.12,0.67,0.09,0.41,0.56,1.03,29.5,14.2,0,0,12,368,571
1982-09,20,138.7,-118.7,0.53,0.78,0.51,0.82,0.63,0.91,0.67,1.15,30.5,15.7,0,1,19,394,623
1982-10,27,151.8,-124.8,-0.85,-0.59,-0.47,-0.16,-0.37,0.02,-0.26,0.27,32.5,18.2,5,1,9,475,649
1982-11,21,161.9,-140.9,-2.96,-1.85,-2.42,-1.57,-2.34,-1.47,-1.49,-1.03,33.9,19.2,14,0,10,497,710
1982-12,113,143.7,-30.7,-1.03,-1.08,-2.22,-1.65,-2.02,-1.51,-1.11,-0.88,31.9,19.9,10,3,9,493,583
1983-01,453,97.2,355.8,1.74,1.79,0.36,0.15,0.14,0.05,-0.23,-0.2,27.2,19.4,0,21,0,413,486
1983-02,160,112.8,47.2,0.78,0.87,1.53,1.54,0.44,0.47,0.3,0.48,28.1,18.7,0,7,5,375,579
1983-03,108,110.6,-2.6,0.16,0.27,1.8,1.8,0.4,0.44,0.48,0.62,28.5,18.9,0,5,5,426,554
1983-04,71,105.4,-34.4,0.9,1,0.75,0.91,0.89,0.91,0.56,0.68,28.3,16.8,0,2,14,376,575
1983-05,0,100.3,-100.3,,-0.31,0.34,0.5,1.66,1.73,0.49,0.61,28.6,15.5,0,0,31,374,553
1983-06,0,93.2,-93.2,,-0.13,0.54,0.65,1.78,1.75,0.5,0.59,28.7,13,0,0,30,326,518
1983-07,0,100.1,-100.1,,0.39,,-0.21,0.6,0.72,0.49,0.57,28.5,12.5,0,0,31,324,558
1983-08,0,128.8,-128.8,,-0.51,,-0.23,0.24,0.39,0.47,0.49,29.5,12.9,0,0,31,346,648
1983-09,0,145.3,-145.3,,-0.44,,-0.52,0.12,0.17,0.35,0.35,32.2,17.3,1,0,30,442,600
1983-10,117,138.7,-21.6,1.05,1.11,0.78,0.74,0.48,0.51,0.85,0.86,29.9,18.5,0,7,7,440,601
1983-11,232,99.8,132.2,0.87,1.02,1.03,1.17,0.91,1.01,1.56,1.67,28,18.8,0,8,1,402,497
1983-12,214,117.8,96.2,0.16,0.14,0.77,0.88,0.65,0.74,1.51,1.65,28,18.2,0,9,9,406,599
1984-01,40,156.8,-116.8,-1.18,-1.19,-0.34,-0.31,-0.07,-0.01,0.21,0.35,31.3,17.4,0,0,8,444,767
1984-02,7,157.6,-150.6,-1.74,-1.58,-1.69,-1.71,-0.66,-0.55,-0.47,-0.28,32.6,18.8,1,0,17,454,722
1984-03,147,125.6,21.4,0.6,0.55,-1.34,-1.53,-0.43,-0.38,-0.4,-0.31,30.6,18.9,4,4,7,458,612
1984-04,30,105.2,-75.2,-0.19,-0.02,-0.61,-0.84,-0.99,-0.88,-0.69,-0.54,28.6,17.3,0,1,12,388,563
1984-05,0,110.4,-110.4,,-1.75,0.32,0.27,-1.55,-1.45,-0.69,-0.59,30.2,14.7,0,0,31,386,599
1984-06,0,97.1,-97.1,,-0.86,-0.52,-0.55,-1.45,-1.52,-0.7,-0.62,29,12.7,0,0,30,326,504
1984-07,0,102.8,-102.8,,-0.03,,-1.43,-0.72,-0.93,-0.7,-0.64,28.1,12.5,0,0,31,320,494
1984-08,14,119.1,-105.1,0.93,1.6,0.5,0.55,0.34,0.31,-0.61,-0.52,29.3,13.8,0,1,25,359,537
1984-09,44,127.2,-83.2,1.33,1.62,1.3,1.55,0.43,0.58,-0.32,-0.23,30,16.5,0,1,8,398,552
1984-10,87,145.3,-58.4,0.59,0.59,1.16,1.34,0.84,0.85,-0.49,-0.33,30.6,17.9,4,3,16,443,629
1984-11,99,145.7,-46.7,-0.8,-0.96,-0.03,-0.1,0.02,-0.01,-1.09,-1.01,30.6,18.1,1,5,10,432,649
1984-12,143,122.2,20.8,-0.61,-0.59,-0.66,-0.67,-0.36,-0.31,-1.14,-1.05,29.5,19,0,3,5,441,587
1985-01,601,90.4,510.6,2.27,2.18,1.84,1.82,1.89,1.85,1.16,1.06,27.7,19,0,24,1,414,449
