data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max
1980-01,43,149.8,-106.8,0.47,0.66,,,,,,,31.9,22.3,0,2,13
1980-02,195,100.1,94.9,2.15,2.23,,,,,,,29.7,22.2,0,8,2
1980-03,122,116,6,0.9,1.17,1.59,1.73,,,,,28.6,21.1,0,2,3
1980-04,54,116,-62,-0.92,-0.82,1.16,1.58,,,,,29.8,20.9,0,1,6
1980-05,58,101.5,-43.5,-1.38,-1.21,-0.94,-0.74,,,,,29.2,20.6,0,0,2
1980-06,176,78.5,97.5,0,0.07,-1.2,-1.09,0.07,0.34,,,27.3,20.1,0,6,3
1980-07,114,90,24,-0.94,-1.05,-1.11,-1.11,-0.2,-0.03,,,26.6,18.5,0,2,5
1980-08,47,107.5,-60.5,-1.48,-1.45,-0.91,-1,-1.2,-1.04,,,27.2,18.7,0,0,5
1980-09,50,125.8,-75.8,-0.04,-0.36,-1.5,-1.38,-1.42,-1.28,,,29.1,19.9,0,1,10
1980-10,94,137.3,-43.3,1.29,1.41,0.02,-0.19,-0.94,-0.96,,,28.5,20.5,0,3,9
1980-11,16,153.5,-137.5,0.02,0.12,0.68,0.59,-0.45,-0.52,,,31.1,21.3,0,1,13
1980-12,24,167.5,-143.5,0.26,0.06,0.81,0.8,-0.52,-0.56,-0.23,-0.09,31.7,21.6,0,1,17
1981-01,18,145.2,-127.2,-0.16,0.27,-0.25,-0.08,-0.25,-0.19,-0.32,-0.17,30.2,21.5,0,0,13
1981-02,27,142.3,-115.3,-0.21,-0.29,-0.35,-0.19,0.15,0.13,-0.98,-0.8,30.1,21.3,0,0,6
1981-03,294,121.8,172.2,2.41,2.21,1.47,1.47,1.51,1.51,-0.26,-0.3,30.2,21.8,1,11,11
1981-04,61,112.4,-51.4,-0.76,-0.65,1.23,1.34,0.81,0.87,-0.25,-0.28,28.9,21.2,0,2,5
1981-05,91,99,-7.9,-0.82,-0.84,0.55,0.61,0.24,0.29,-0.15,-0.12,27.7,19.8,0,2,4
1981-06,95,89.5,5.5,-1.21,-1.37,-1.54,-1.32,-0.24,-0.17,-0.51,-0.47,27.2,19.5,0,1,3
1981-07,72,94.4,-22.4,-2.09,-1.83,-1.87,-1.68,-0.61,-0.64,-0.65,-0.61,26.4,18.2,0,0,2
1981-08,67,101,-34,-0.81,-0.82,-1.99,-1.68,-0.63,-0.66,-0.56,-0.53,26.7,18.2,0,0,3
1981-09,43,117.6,-74.6,-0.26,-0.33,-1.99,-1.5,-1.84,-1.47,-0.56,-0.49,27.6,19.2,0,1,5
1981-10,0,165.3,-165.3,,-1.67,-1.34,-1.27,-2.09,-1.71,-1.02,-0.91,30.7,20.6,0,0,31
1981-11,46,159.6,-113.6,0.88,0.74,-0.23,-0.51,-1.85,-1.6,-0.89,-0.84,31.2,21.4,0,1,11
1981-12,88,143,-55,1.63,1.69,0.81,0.71,-0.8,-0.77,-0.61,-0.57,30.2,21.8,0,2,5
1982-01,8,167.9,-159.9,-0.63,-0.75,0.81,0.73,-0.22,-0.3,-0.65,-0.68,32,21.8,0,0,10
1982-02,106,125.1,-19.1,1.24,1.3,1.12,1.14,0.61,0.48,-0.27,-0.32,30.4,21.5,0,2,5
1982-03,21,165.3,-144.3,-1.03,-1.26,-0.07,-0.2,0.32,0.09,-1.43,-1.21,32.8,22.1,3,1,15
1982-04,225,114,111,1.32,1.33,1.02,0.9,1.12,1,-0.75,-0.83,30.4,22,0,9,2
1982-05,259,86.1,172.9,0.83,0.89,0.88,0.77,1.18,1.19,-0.08,-0.23,27.7,20.9,0,9,4
1982-06,104,79.1,24.9,-1.05,-1.04,0.63,0.65,0.42,0.34,-0.06,-0.19,27,20.1,0,0,0
1982-07,90,85.5,4.5,-1.55,-1.39,-0.39,-0.36,0.2,0.13,0.03,-0.07,26.8,19.1,0,0,2
1982-08,114,96.1,17.9,0.36,0.4,-1.19,-1.09,-0.01,-0.15,0.19,0.08,26.9,19.6,0,2,2
1982-09,78,110,-32,0.67,0.72,-0.49,-0.54,0.3,0.26,0.31,0.24,28,20.1,0,0,1
1982-10,3,156.4,-153.4,-0.97,-1,0.08,-0.04,-0.34,-0.35,0.33,0.3,30.3,19.8,0,0,20
1982-11,0,170.5,-170.5,,-1.12,-0.36,-0.54,-1.27,-1.14,0.17,0.11,31.1,20.9,0,0,30
1982-12,8,167.6,-159.6,-0.53,-0.54,-1.58,-1.29,-1.03,-0.97,-0.14,-0.29,31.6,21.5,0,0,19
1983-01,21,170.4,-149.4,-0.06,-0.35,-0.89,-0.97,-0.51,-0.64,-0.07,-0.26,33.9,23,14,0,24
1983-02,78,123,-45,0.85,0.98,0.18,0.16,-0.2,-0.31,-0.16,-0.31,31.4,22.6,0,2,7
1983-03,105,138,-33,0.69,0.75,0.56,0.58,-0.09,-0.25,0.16,0.04,31.5,22.8,0,2,3
1983-04,53,127.1,-74.1,-0.94,-1.01,0.07,0.05,-0.39,-0.53,-0.53,-0.58,31.3,21.7,0,1,4
1983-05,37,111.6,-74.6,-1.88,-1.53,-1.31,-1.21,-1.14,-1.04,-1.68,-1.35,31.1,20.6,0,0,9
1983-06,124,91.7,32.3,-0.72,-0.91,-1.85,-1.62,-1.22,-1.14,-1.56,-1.32,28.1,19.2,0,3,2
1983-07,83,97.4,-14.4,-1.75,-1.7,-2,-1.85,-1.54,-1.36,-1.51,-1.35,28.3,18.9,0,2,7
1983-08,63,108.8,-45.8,-0.93,-1.1,-1.58,-1.55,-1.84,-1.59,-1.73,-1.48,27.8,19.4,0,0,2
1983-09,7,141.1,-134.1,-2.28,-1.85,-2.53,-1.85,-2.26,-1.8,-2.01,-1.7,30.6,19.9,0,0,12
