data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,167,143.9,23.1,-0.13,-0.27,,,,,,,28.9,16.9,0,6,5,400,747
1980-02,163,119.8,43.2,0.05,-0.07,,,,,,,29.2,18.7,0,6,5,404,609
1980-03,119,118.3,0.7,-0.12,-0.17,-0.28,-0.39,,,,,30.6,18.9,0,5,7,458,590
1980-04,68,92.5,-24.5,-0.99,-1.02,-0.68,-0.74,,,,,27.7,16.7,0,3,15,366,474
1980-05,261,59.8,201.2,0.8,0.85,0.03,0.05,,,,,23.2,13.8,0,5,9,264,363
1980-06,78,50.2,27.8,-0.42,-0.44,-0.17,-0.16,-0.45,-0.35,,,20.3,9.6,0,2,10,156,327
1980-07,113,56.2,56.8,0.44,0.52,0.35,0.49,-0.2,-0.07,,,21.7,10.2,0,4,14,188,336
1980-08,114,67.9,46.1,0.54,0.65,0,0.09,-0.1,0.17,,,23.2,11.7,0,5,5,231,380
1980-09,256,79.4,176.6,1.27,1.42,0.98,1.17,0.46,0.68,,,21.8,9.8,0,7,5,181,457
1980-10,209,112.1,96.9,-0.04,-0.05,0.7,0.87,0.64,0.8,,,26.7,15.1,1,8,10,337,554
1980-11,149,120.2,28.8,-0.23,-0.03,0.47,0.62,0.26,0.39,,,27.8,16.3,0,6,8,362,598
1980-12,136,137.6,-1.6,-0.26,-0.23,-0.48,-0.24,0.33,0.54,-0.08,0.11,29.7,18.2,1,6,4,432,689
1981-01,164,135.4,28.6,-0.17,-0.2,-0.57,-0.36,0.2,0.47,-0.06,0.18,31.1,19.1,0,4,6,468,654
1981-02,150,111.3,38.7,-0.12,-0.13,-0.52,-0.38,-0.02,0.32,-0.11,0.18,31.1,19,0,6,3,420,532
1981-03,135,125.6,9.4,0.13,-0.03,-0.28,-0.32,-0.58,-0.29,-0.06,0.19,30.8,17.3,0,6,6,435,639
1981-04,243,90.6,152.4,1.04,1.03,0.52,0.47,-0.06,0.16,0.41,0.63,27.3,15.2,0,5,13,338,473
1981-05,24,74.3,-50.3,-1.79,-1.55,-0.23,-0.35,-0.69,-0.63,-0.21,-0.05,25.4,14.6,0,0,9,311,444
1981-06,124,45.8,78.2,0.13,0.21,-0.26,-0.31,-0.53,-0.44,-0.12,0.13,19.5,9.4,0,5,6,144,329
1981-07,4,65.8,-61.8,-2.65,-1.58,-1.61,-1.62,-0.75,-0.77,-0.45,-0.24,20.7,8.1,0,0,14,154,423
1981-08,48,78.5,-30.5,-0.26,-0.3,-1.08,-0.95,-0.98,-1.04,-0.71,-0.44,24.6,12.6,0,2,10,267,406
1981-09,51,91,-40,-1.12,-0.84,-1.81,-1.24,-1.29,-1.18,-1.34,-1.18,26.2,12.7,0,2,10,284,421
1981-10,214,108.7,105.3,0.01,0.03,-0.78,-0.66,-1.72,-1.36,-1.3,-1.1,25.4,14.6,0,7,5,310,574
1981-11,149,124.5,24.5,-0.23,-0.08,-0.76,-0.64,-1.11,-0.93,-1.25,-1.05,28.1,16.8,0,7,5,373,640
