data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,244,120.3,123.7,0.37,0.24,,,,,,,31.3,24,0,8,4,546,545
1980-02,616,82.1,533.9,2.22,2.18,,,,,,,29.3,23.1,0,23,1,469,387
1980-03,393,107.6,285.4,-0.05,-0.12,1.23,1.29,,,,,30.4,23.4,0,14,2,523,514
1980-04,415,102.3,312.7,0.27,0.09,1.16,1.21,,,,,30.4,23.3,0,18,2,506,493
1980-05,198,116.3,81.7,-0.75,-0.82,-0.22,-0.32,,,,,31,24,0,7,2,542,564
1980-06,206,105.4,100.6,0.85,0.91,0.04,-0.13,0.75,0.71,,,30.4,23.4,0,7,3,507,512
1980-07,67,122,-55,-0.37,-0.39,-0.28,-0.35,0.69,0.67,,,30.5,23,0,3,6,520,588
1980-08,10,142.2,-132.2,-0.6,-0.34,0.18,0.16,-0.14,-0.2,,,31.3,23.2,1,0,10,534,654
1980-09,8,142.6,-134.6,0.15,1.02,-0.46,-0.23,-0.1,-0.16,,,31.4,23.7,0,0,10,526,632
1980-10,3,164.4,-161.4,-0.9,-0.53,-0.54,-0.02,-0.37,-0.34,,,31.8,24.2,0,0,17,557,649
1980-11,0,136.1,-136.1,,0.12,-0.81,0.11,-0.05,0.12,,,31.5,23.8,0,0,30,530,576
1980-12,3,145.8,-142.8,-2.04,-1.22,-2.27,-1.13,-1.25,-0.76,0.4,0.4,31.7,24.1,0,0,17,554,581
1981-01,98,119.2,-21.2,-1.36,-1.14,-1.74,-1.24,-1.77,-1.17,0.14,0.19,31.3,23.8,0,4,7,544,523
1981-02,137,118.2,18.8,-1.66,-1.52,-2.09,-1.65,-2.18,-1.6,-0.98,-0.87,30.9,23.6,0,4,3,482,549
1981-03,340,113.7,226.3,-0.53,-0.64,-1.55,-1.41,-1.76,-1.46,-1.16,-1.04,30.2,23.8,0,11,4,527,512
1981-04,148,115.3,32.7,-2.49,-1.73,-2.03,-1.7,-2.17,-1.67,-1.93,-1.56,31,23.7,0,6,3,520,551
1981-05,367,99.6,267.4,0.81,0.86,-0.82,-0.86,-1.46,-1.3,-1.37,-1.18,30.4,23.4,0,18,0,523,476
1981-06,76,117,-41,-1.45,-1.29,-0.98,-1,-1.51,-1.33,-1.65,-1.35,30.9,23.6,0,3,9,516,562
1981-07,33,128.8,-95.8,-1.32,-1.22,-0.25,-0.34,-1.48,-1.33,-1.71,-1.38,30.8,22.9,0,1,9,523,603
1981-08,12,151,-139,-0.45,-0.8,-1.77,-1.46,-1.15,-1.13,-1.66,-1.37,31.6,23.1,0,0,15,538,663
1981-09,0,162.5,-162.5,,-1.65,-1.3,-1.33,-1.16,-1.13,-1.67,-1.4,31.9,23.8,0,0,30,536,677
1981-10,0,167,-167,,-1.08,-1.02,-1.24,-0.39,-0.52,-1.66,-1.39,32,24.1,0,0,31,558,669
1981-11,0,158.7,-158.7,,-1.27,,-1.65,-1.92,-1.57,-1.65,-1.41,32.4,24.6,0,0,30,556,599
1981-12,120,144.5,-24.5,0.92,0.92,0.48,0.29,-0.38,-0.62,-1.41,-1.3,32,24.5,0,2,11,566,573
1982-01,274,112.2,161.8,0.63,0.61,0.67,0.58,0.44,0.26,-1.02,-1.04,30,23.9,0,9,4,526,503
1982-02,390,86,304,0.83,0.94,0.99,1.05,0.8,0.76,-0.43,-0.46,29.3,23,0,15,0,452,409
1982-03,378,110.4,267.6,-0.18,-0.28,0.51,0.55,0.54,0.51,-0.37,-0.39,30.1,23.4,0,16,0,518,535
1982-04,420,96.6,323.4,0.31,0.18,0.38,0.38,0.54,0.51,0.25,0.2,29.9,23.1,0,15,1,495,473
1982-05,240,120.2,119.8,-0.29,-0.48,-0.1,-0.2,0.42,0.34,-0.03,-0.16,31.4,23.7,0,8,3,545,577
1982-06,135,119,16,-0.21,-0.46,-0.06,-0.27,0.24,0.11,0.1,-0.06,31,23.2,0,3,3,512,572
1982-07,48,128.2,-80.2,-0.84,-0.91,-0.58,-0.75,0,-0.15,0.13,-0.04,30.7,23.4,0,0,4,528,597
1982-08,16,143.6,-127.6,-0.19,-0.08,-0.7,-0.81,-0.29,-0.41,0.14,-0.01,31.4,23.4,0,0,12,539,642
1982-09,3,154.7,-151.7,-0.56,-0.21,-0.8,-0.77,-0.25,-0.4,0.15,0.01,31.5,23.9,0,0,14,530,633
1982-10,3,157.2,-154.2,-0.9,0.06,-0.5,-0.16,-0.64,-0.72,0.15,0.03,31.5,23.8,0,0,15,547,626
1982-11,8,157.9,-149.9,-0.28,-0.62,-0.63,-0.53,-0.79,-0.82,0.17,0.05,32,24.4,0,0,20,545,611
1982-12,3,163.5,-160.5,-2.04,-1.71,-1.68,-1.62,-1.4,-1.36,-0.07,-0.2,32.2,24.8,0,0,29,574,627
1983-01,41,145.6,-104.6,-2.64,-1.8,-2.62,-1.92,-2.48,-1.87,-0.59,-0.68,32.3,24.6,0,0,6,572,585
1983-02,251,113.3,137.7,-0.32,-0.46,-1.62,-1.58,-1.69,-1.62,-0.96,-1.05,31.1,24.2,0,9,7,494,515
1983-03,216,122.3,93.7,-1.91,-1.69,-1.94,-1.72,-2.07,-1.8,-1.44,-1.45,31.2,24.7,0,5,1,556,552
1983-04,257,123.9,133.1,-1.12,-1.21,-1.52,-1.46,-1.97,-1.73,-1.92,-1.75,31.6,24.1,0,6,3,534,590
1983-05,92,125.5,-33.5,-2.31,-1.76,-2.22,-1.86,-2.24,-1.79,-2.3,-1.87,31.5,24.6,0,3,5,560,593
1983-06,57,128.9,-71.9,-1.99,-1.67,-2.04,-1.65,-2.35,-1.79,-2.44,-1.88,31.6,24,0,2,5,534,592
1983-07,2,143.1,-141.1,-3.86,-2.11,-3.07,-2.08,-2.29,-1.8,-2.54,-1.91,31.5,23.6,0,0,13,545,643
1983-08,4,148.9,-144.9,-1.27,-1.25,-2.98,-1.99,-2.59,-2.03,-2.52,-1.9,32,24,0,0,11,558,642
1983-09,3,157.7,-154.7,-0.56,-0.55,-2.91,-1.97,-2.29,-1.82,-2.5,-1.89,32.3,24.3,0,0,19,548,647
1983-10,7,162.8,-155.8,-0.26,-0.07,-0.9,-0.8,-2.96,-2.06,-2.46,-1.86,32.3,24.3,0,0,25,566,650
1983-11,3,149.4,-146.4,-0.78,-0.41,-0.68,-0.57,-2.72,-1.87,-2.46,-1.86,32.2,24.3,0,0,16,548,609
1983-12,72,142.6,-70.6,0.31,0.3,-0.01,-0.01,-1.25,-1.26,-2.34,-1.85,32.2,24.6,0,1,5,570,567
1984-01,203,113.3,89.7,-0.02,-0.1,-0.05,-0.1,-0.25,-0.28,-1.94,-1.71,30.1,23.3,0,7,2,516,518
1984-02,331,100.1,230.9,0.38,0.37,0.22,0.21,0.09,0.09,-1.78,-1.69,30,23.4,0,18,1,484,477
1984-03,541,95.8,445.2,1.1,1.19,0.63,0.67,0.53,0.55,-0.93,-0.99,29.4,23.6,0,21,1,512,465
1984-04,581,89.6,491.4,1.39,1.6,1.25,1.33,0.9,0.94,-0.14,-0.23,29.8,23.1,0,19,0,494,437
