data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,291,103,188,0.28,0.31,,,,,,,28.3,19.1,0,13,6,424,519
1980-02,305,95.6,209.4,1.11,1.22,,,,,,,27.9,19.2,0,11,5,392,478
1980-03,31,127,-96,-2.21,-1.76,0.03,0.12,,,,,30.6,18.1,0,1,12,444,638
1980-04,189,89.8,99.2,2.08,2.2,0.67,0.79,,,,,28,17.7,0,8,14,386,484
1980-05,25,86.5,-61.5,0.18,0.33,-0.12,-0.09,,,,,27.6,15.7,0,0,12,362,487
1980-06,30,75.8,-45.8,0.91,1.32,1.89,1.94,0.6,0.77,,,26.6,13.2,0,1,13,298,458
1980-07,0,90.4,-90.4,,0.15,0.53,0.67,0.71,0.87,,,28.2,13.6,0,0,31,338,497
1980-08,14,113.3,-99.3,0.17,0.67,0.73,0.95,0,0.07,,,29.8,15.8,0,0,16,397,528
1980-09,43,112.1,-69.1,0.42,0.69,0.29,0.64,1.67,1.83,,,29.9,16.6,0,1,10,398,484
1980-10,112,150.1,-38.1,0.43,0.14,0.48,0.43,0.53,0.57,,,31.3,18.4,4,4,6,461,673
1980-11,233,106.7,126.3,0.62,0.74,0.64,0.74,0.71,0.84,,,28.5,19.1,0,8,3,414,510
1980-12,355,103.3,251.7,0.93,1.05,0.93,0.99,0.89,1.03,0.89,1.09,28.3,19.1,0,16,1,426,510
1981-01,337,113.1,223.9,0.58,0.56,1.01,1.16,0.99,1.1,1.06,1.21,28.9,19,0,9,2,432,560
1981-02,40,131.4,-91.4,-2.04,-1.76,0.07,0.03,0.31,0.44,0.19,0.33,30.4,18.7,0,1,8,408,638
1981-03,198,106.2,91.8,0.38,0.43,-0.24,-0.27,0.33,0.37,0.77,0.92,29.7,19.5,0,7,5,452,514
1981-04,39,101.2,-62.1,-0.7,-0.7,-1.21,-1.2,0.17,0.24,0.26,0.43,28.2,16.7,0,1,11,373,534
1981-05,29,89.2,-60.2,0.33,0.38,0.06,0.15,0.02,0.05,0.27,0.41,27,15,0,1,29,342,496
1981-06,41,71.2,-30.2,1.19,1.62,0.16,0.27,-0.22,-0.2,0.31,0.46,25.5,12.6,0,1,12,272,413
1981-07,8,88.7,-80.7,0.11,0.96,0.98,1.19,-0.86,-0.78,0.34,0.5,25.1,10.7,0,0,26,244,495
1981-08,12,115.4,-103.4,0.04,0.48,1.11,1.34,0.31,0.46,0.33,0.48,28.9,13.9,0,1,17,354,557
1981-09,1,130.3,-129.3,-2.66,-0.95,-0.85,-0.4,-0.36,-0.15,0.19,0.27,31.2,16.7,1,0,29,419,525
1981-10,198,107.2,90.8,1.65,1.76,1.01,1.12,1.19,1.37,0.48,0.69,28.4,18.1,0,7,6,410,524
1981-11,349,103.1,245.9,1.69,1.78,1.78,1.83,1.83,1.95,0.88,1.08,28.3,19,0,13,1,410,516
1981-12,287,115,172,0.28,0.27,1.64,1.7,1.38,1.47,0.62,0.82,28.5,19.3,0,12,3,432,564
1982-01,485,96.1,388.9,1.4,1.52,1.86,1.89,1.91,1.91,1.1,1.27,27,19.2,0,15,1,406,476
1982-02,83,126.2,-43.2,-1.12,-1.17,0.66,0.71,1.41,1.48,1.21,1.36,29.7,19.1,0,4,16,402,618
1982-03,376,94.3,281.7,1.69,1.74,1.38,1.45,2.03,2.03,1.82,1.89,28.8,19.4,0,15,1,436,473
1982-04,80,96.8,-16.8,0.39,0.39,0.75,0.84,1.71,1.8,1.91,1.91,27.1,16.5,0,3,11,354,525
1982-05,63,84.4,-21.4,1.3,1.46,1.75,1.76,1.42,1.51,1.96,1.99,26.2,14.1,0,3,15,315,475
1982-06,5,79.5,-74.5,-0.23,0.12,0.76,0.87,1.43,1.51,1.85,1.9,27.4,15,0,0,24,336,443
1982-07,17,92.5,-75.5,0.66,1.22,1.1,1.18,0.96,1.05,1.87,1.9,26.9,13.7,0,1,13,320,490
1982-08,0,108.8,-108.8,,0.19,0.07,0.35,1.74,1.84,1.85,1.92,28.9,16.1,0,0,31,387,487
1982-09,24,116.6,-92.6,-0.28,0.07,-0.12,0.33,0.47,0.73,1.93,2.06,30.2,17,0,1,15,409,493
1982-10,135,115,20,0.8,1.02,0.35,0.72,0.75,1.04,1.71,1.84,29.7,18.6,0,4,4,438,532
