data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max
1980-01,30,187.8,-157.8,-1.23,-1.57,,,,,,,33.8,19.3,13,1,12
1980-02,128,148.5,-20.5,0.2,-0.17,,,,,,,32.4,19.7,8,6,5
1980-03,156,120.5,35.5,0.39,0.3,-0.41,-0.75,,,,,31.6,21.1,7,6,11
1980-04,118,88.3,29.7,-0.13,-0.37,0.02,-0.27,,,,,28.8,17.8,0,4,9
1980-05,64,55.2,8.8,-0.69,-0.85,-0.36,-0.54,,,,,24.2,15.1,0,2,9
1980-06,177,45.8,131.2,1.41,1.41,0.07,-0.11,-0.29,-0.63,,,18.9,9.6,0,7,9
1980-07,41,49.5,-8.5,-0.74,-0.79,0.08,-0.19,-0.02,-0.33,,,18.6,7,0,1,6
1980-08,71,65.4,5.6,0.34,0.27,0.75,0.69,0.02,-0.15,,,20.8,9.4,0,2,12
1980-09,30,97.2,-67.2,-1.41,-1.54,-1.15,-1.36,-0.54,-0.74,,,22.2,8.2,0,1,11
1980-10,409,105.1,303.9,2.4,2.03,1.49,1.46,0.98,0.95,,,24.1,13.8,0,9,9
1980-11,100,129.6,-29.6,-0.08,0.05,1.07,1.11,1.21,1.19,,,27,16.2,0,5,8
1980-12,86,170.3,-84.3,-0.19,-0.31,0.96,1,0.46,0.55,0.04,-0.2,30.6,19.3,2,3,12
1981-01,164,154.7,9.3,0.62,0.75,0.02,0.13,0.66,0.78,0.44,0.29,31.3,20,2,5,4
1981-02,223,122.2,100.8,1.12,1.15,0.59,0.6,0.89,0.94,0.7,0.61,31.1,21.1,5,10,5
1981-03,42,122.9,-80.9,-1.51,-1.39,0.35,0.31,0.82,0.86,0.4,0.36,29.4,16.8,0,2,13
1981-04,41,85,-44,-1.32,-1.24,-0.61,-0.68,-0.42,-0.4,0.18,0.23,26.7,14.5,0,2,21
1981-05,61,64.8,-3.9,-0.74,-1.05,-2.05,-1.79,-0.68,-0.75,0.15,0.16,26.2,15,0,3,11
1981-06,65,37.6,27.4,-0.29,-0.36,-1.56,-1.61,-0.66,-0.71,-0.15,-0.13,18,6.7,0,2,9
1981-07,57,51.4,5.6,-0.26,-0.39,-0.85,-1.06,-1.03,-1.09,-0.1,-0.1,20.2,9.4,0,3,10
1981-08,32,74.4,-42.4,-0.68,-0.92,-0.87,-0.99,-1.9,-1.75,-0.2,-0.24,23.8,11.3,0,1,16
1981-09,94,73.5,20.5,-0.02,0.11,-0.61,-0.61,-1.53,-1.65,-0.05,-0.05,21.2,11,0,2,7
1981-10,51,127,-76,-1.56,-1.78,-1.51,-1.48,-1.59,-1.63,-1.17,-1.13,25.8,12.7,3,1,19
1981-11,101,153.1,-52.1,-0.07,-0.24,-1.06,-1.14,-1.42,-1.49,-1.28,-1.31,29.2,17.1,0,4,11
1981-12,152,163.6,-11.6,0.48,0.51,-0.38,-0.52,-0.76,-0.86,-1.08,-1.13,30.6,18.1,2,6,7
1982-01,70,180.1,-110,-0.42,-0.65,-0.13,-0.25,-0.75,-0.91,-1.3,-1.34,32.7,18.8,11,2,6
1982-02,257,113,144,1.39,1.49,0.62,0.58,-0.04,-0.05,-1.17,-1.22,29,18.2,2,10,6
1982-03,53,127.4,-74.4,-1.22,-1.29,0.04,-0.11,-0.31,-0.43,-1.16,-1.25,30.5,18.4,0,2,14
1982-04,52,88.1,-36.1,-1.08,-1.15,-0.23,-0.34,-0.31,-0.44,-1.01,-1.16,28.1,15.5,0,2,12
1982-05,208,61.6,146.4,1.04,1.01,-0.53,-0.78,0.06,-0.12,-0.59,-0.7,24,11.8,0,6,8
1982-06,144,35.3,108.7,1.01,1.12,0.36,0.25,0.19,0.03,-0.33,-0.44,19.1,10.5,0,5,4
1982-07,95,43.3,51.7,0.6,0.73,1.22,1.32,0.52,0.42,-0.21,-0.3,20.6,9.7,0,2,5
1982-08,163,67,96,1.74,1.81,1.75,1.77,0.4,0.27,0.14,0.05,22.3,11,0,5,10
1982-09,252,84.3,167.7,1.67,1.65,2.14,1.91,1.41,1.34,0.52,0.39,24.8,13.5,0,7,5
1982-10,122,120.3,1.7,-0.22,-0.22,1.67,1.59,1.81,1.75,0.74,0.58,25.2,12.5,0,4,7
1982-11,293,122.1,170.9,1.56,1.59,1.75,1.63,2.31,2.02,1.29,1.17,26.7,15.4,0,6,11
1982-12,80,163,-83,-0.27,-0.3,0.56,0.63,1.49,1.42,1.14,1.04,31,18.4,7,3,8
1983-01,132,163.8,-31.8,0.33,0.38,0.72,0.82,1.23,1.23,1.23,1.16,33.4,20.5,10,5,5
1983-02,327,120,207,1.88,1.89,0.88,0.88,1.42,1.37,1.39,1.31,31.3,19.4,3,7,7
1983-03,159,107.2,51.8,0.42,0.5,1.33,1.3,1.07,1.09,1.68,1.55,28.3,16.9,0,5,6
1983-04,151,69.2,81.8,0.21,0.2,1.21,1.26,1.14,1.15,1.76,1.59,25.6,14.3,0,3,8
1983-05,211,40.3,170.7,1.07,1.24,0.69,0.81,1.01,1.04,1.8,1.63,20.9,12.3,0,4,5
1983-06,43,38.4,4.6,-0.84,-0.88,0.37,0.51,1.09,1.15,1.54,1.47,17.8,5.8,0,2,8
1983-07,126,39.5,86.5,1.14,1.32,0.8,0.96,1.31,1.43,1.55,1.49,19.1,10.1,0,6,11
1983-08,40,58.6,-18.6,-0.42,-0.31,-0.13,0.05,0.47,0.64,1.28,1.31,19.1,9.5,0,1,12
1983-09,23,82.7,-59.7,-1.68,-1.38,-0.53,-0.29,-0.03,0.24,0.79,0.9,22.3,10.1,0,1,16
1983-10,118,117.8,0.2,-0.28,-0.25,-1.46,-1.28,-0.23,-0.1,0.82,0.93,26.1,14.1,0,4,8
1983-11,131,133.1,-2.1,0.28,0.36,-0.82,-0.72,-0.81,-0.62,0.43,0.58,28.6,17.4,2,3,10
1983-12,31,177.9,-146.9,-1.15,-1.32,-0.53,-0.58,-0.86,-0.76,0.29,0.41,33.9,20.5,15,0,10
1984-01,194,140.4,53.6,0.87,1.07,0.05,0.18,-0.58,-0.4,0.47,0.6,31.3,21.3,1,6,5
1984-02,172,128.9,43,0.67,0.6,0.23,0.23,-0.25,-0.15,0.04,0.14,32.9,22,6,5,10
1984-03,164,110.9,53.1,0.48,0.51,0.9,0.95,0.14,0.22,0.05,0.21,29.5,19.2,0,5,10
1984-04,213,72.7,140.3,0.73,0.75,0.8,0.79,0.45,0.49,0.23,0.43,25.2,15.2,0,5,12
1984-05,214,56.9,157.1,1.09,1.11,1.02,1.03,0.77,0.74,0.22,0.36,24,13.9,0,6,8
1984-06,164,35.2,128.8,1.26,1.38,1.38,1.41,1.42,1.42,0.53,0.65,19,10.3,0,6,7
1984-07,94,49.9,44.1,0.58,0.57,1.37,1.49,1.33,1.31,0.44,0.53,19.2,8.5,0,3,11
1984-08,68,54.2,13.8,0.28,0.46,1.1,1.25,1.19,1.24,0.5,0.57,19.1,10,0,2,12
1984-09,204,79.7,124.3,1.26,1.32,1.14,1.27,1.58,1.56,0.92,0.95,22.9,12.9,0,6,12
1984-10,134,123.1,10.9,-0.05,-0.08,0.75,0.85,1.36,1.41,1.02,1.02,28,17.5,0,4,10
1984-11,112,131.2,-19.2,0.07,0.17,0.53,0.62,0.95,1.05,1.04,1.06,26.2,17.4,0,4,14
1984-12,51,158.3,-107.3,-0.72,-0.65,-0.43,-0.39,0.13,0.33,1.12,1.18,26.8,17.3,0,2,16
1985-01,80,160.2,-80.2,-0.28,-0.2,-0.6,-0.45,-0.1,0.11,0.78,0.81,30.8,19.3,1,3,5
1985-02,145,105.6,39.5,0.39,0.56,-0.45,-0.31,-0.04,0.14,0.71,0.79,30.3,18.8,0,6,7
1985-03,180,103.4,76.6,0.65,0.77,0.2,0.34,-0.25,-0.05,0.77,0.89,29,17.4,0,6,6
1985-04,140,71.7,68.3,0.11,0.06,0.37,0.52,-0.22,-0.03,0.54,0.73,25.2,14.8,0,6,8
1985-05,232,54.9,177.1,1.24,1.3,0.84,0.9,0.2,0.31,0.58,0.75,22.4,10.9,0,3,9
1985-06,107,42.7,64.3,0.48,0.4,0.8,0.83,0.58,0.69,0.42,0.59,20.4,10.4,0,2,23
1985-07,120,55.8,64.2,1.04,0.96,1.3,1.31,0.97,1.03,0.47,0.61,20.9,9.5,0,6,13
1985-08,110,57,53,1.03,1.2,1.2,1.2,1.09,1.13,0.57,0.67,21.1,11.8,0,5,9
1985-09,172,81.1,90.9,0.94,1.01,1.41,1.42,1.28,1.29,0.49,0.58,23.7,12.8,0,6,7
1985-10,110,124,-14,-0.4,-0.49,0.64,0.7,1.25,1.23,0.46,0.54,27.3,14.4,1,3,9
1985-11,16,158.8,-142.8,-1.89,-1.66,-0.59,-0.76,0.18,0.06,0.21,0.25,30.6,17.8,8,1,11
