data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,32,160.9,-128.9,-0.54,-0.65,,,,,,,33.7,24,10,0,12,585,595
1980-02,273,110.5,162.5,2.17,2.03,,,,,,,31.2,22.6,5,10,5,490,464
1980-03,254,123.8,130.2,1.34,1.35,1.59,1.53,,,,,30.4,22.4,0,7,3,508,577
1980-04,58,128.7,-70.7,-1.05,-1.17,1.1,1.1,,,,,31.6,23.1,0,2,9,520,574
1980-05,14,141.9,-127.9,-1.85,-1.5,-0.33,-0.5,,,,,32.9,23,1,0,13,556,578
1980-06,109,126.2,-17.2,1.11,0.9,-0.74,-0.95,0.58,0.4,,,31.5,22.3,2,3,12,508,524
1980-07,3,151.2,-148.2,-1.45,-1.1,-0.39,-0.8,0.65,0.44,,,32.6,21.6,1,0,18,530,600
1980-08,1,176.5,-175.5,-1.1,-0.91,0.48,-0.09,-0.15,-0.43,,,33.6,22.3,4,0,29,557,680
1980-09,0,170.1,-170.1,,0.74,-1.31,-0.81,-0.85,-0.99,,,34.1,23.4,10,0,30,562,652
1980-10,0,187.3,-187.3,,0.4,-1.23,-0.04,-0.47,-0.7,,,34.5,23.3,16,0,31,586,707
1980-11,5,168.6,-163.6,0.13,0.86,-0.07,0.72,0.42,0.17,,,34,23.4,10,0,12,560,624
1980-12,11,170.6,-159.6,-0.01,0.21,-0.13,0.41,-0.91,-0.29,0.37,0.23,34.2,23.6,19,0,18,586,628
1981-01,73,160.9,-87.9,0.3,0.22,0.09,0.17,-0.08,-0.03,0.51,0.3,33.3,23.7,10,3,11,574,563
1981-02,59,156.6,-97.6,-0.46,-0.97,-0.3,-0.55,-0.35,-0.32,-0.32,-0.52,32.9,23.5,5,3,10,510,588
1981-03,343,129.4,213.6,2.15,2.07,1.14,0.89,1.11,0.93,0.06,-0.22,31.6,23,11,10,10,536,512
1981-04,46,128.4,-82.4,-1.3,-1.37,0.39,0.11,0.32,0.14,-0.01,-0.28,30.9,22.8,0,2,22,506,595
1981-05,14,131.3,-117.3,-1.85,-1.36,0.15,0,-0.07,-0.35,-0.01,-0.25,32.1,22.9,0,0,16,542,513
1981-06,12,151.9,-139.9,-1.2,-1.54,-2.03,-1.71,-0.23,-0.63,-0.43,-0.72,32.6,22.1,0,0,17,520,571
1981-07,1,175.7,-174.7,-2,-1.93,-2.32,-1.83,-0.39,-0.89,-0.4,-0.77,32.3,21.7,0,0,24,528,618
1981-08,0,193,-193,,-2.58,-1.74,-2.02,-0.27,-0.81,-0.39,-0.8,33.2,22.1,2,0,31,546,689
1981-09,0,200.4,-200.4,,-1.98,-1.96,-2.19,-2.08,-1.97,-0.39,-0.89,33.8,22.6,5,0,30,546,694
1981-10,0,208.2,-208.2,,-1.41,,-2.24,-2.36,-2.08,-0.39,-0.95,35.1,23.2,25,0,31,594,744
1981-11,0,204.9,-204.9,,-2.85,,-2.04,-1.75,-2.32,-0.4,-1.06,34.8,23.9,23,0,30,581,684
1981-12,76,182.4,-106.4,1.58,1.38,1.36,0.23,0.42,-1.5,-0.14,-0.89,33.6,23.9,12,2,20,582,620
1982-01,58,167.8,-109.8,0.04,-0.2,0.68,0.05,0.51,-0.87,-0.24,-1.03,33.3,23.6,4,2,13,572,612
1982-02,117,126.7,-9.7,0.55,0.59,0.8,0.64,0.72,-0.06,0.02,-0.73,32.2,23.4,3,3,3,500,491
1982-03,77,133,-56,-1.15,-1.05,-0.4,-0.51,0.03,-0.4,-1.28,-1.66,32,23.2,0,1,2,546,582
1982-04,162,120.6,41.4,0.28,0.28,-0.17,-0.24,0.09,-0.19,-0.74,-1.4,31.1,22.9,0,1,7,511,530
1982-05,130,117.5,12.5,0.73,0.6,-0.06,-0.09,0.27,0.09,-0.14,-0.88,29.6,21.7,0,4,4,484,548
1982-06,41,130.5,-89.5,-0.11,-0.48,0.33,0.17,-0.05,-0.22,-0.01,-0.66,31,21.6,0,1,8,489,538
1982-07,1,148.5,-147.5,-2,-1.08,0.11,-0.22,-0.13,-0.28,0.01,-0.52,31.7,21.7,0,0,19,518,560
1982-08,14,175,-161,0.44,0.04,-0.4,-0.77,-0.22,-0.39,0.07,-0.38,32.6,21.9,1,1,24,536,642
1982-09,0,187.3,-187.3,,-0.64,-0.51,-0.84,0.19,-0.09,0.07,-0.33,33.7,22.7,5,0,30,546,663
1982-10,0,194.7,-194.7,,-0.23,0.3,-0.33,0.14,-0.27,0.07,-0.28,34.1,22.9,10,0,31,573,697
1982-11,19,195.6,-176.6,0.76,0.26,0.69,-0.31,-0.14,-0.74,0.14,-0.19,34.2,23,15,0,25,559,674
1982-12,2,196.6,-194.6,-0.83,-1.62,0.07,-0.92,-0.39,-1.1,-0.15,-0.47,34.5,23.7,16,0,30,592,663
1983-01,11,176.1,-165.1,-1.38,-1.79,-1.08,-1.8,-0.91,-1.46,-0.39,-0.74,34.6,24,23,0,23,599,616
