data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max
1980-01,131,133.4,-2.4,1.19,1.39,,,,,,,31.5,23.2,1,4,11
1980-02,317,95,221.9,2.57,2.31,,,,,,,30,23.1,0,9,2
1980-03,137,121.4,15.6,0.72,0.89,2.1,2.17,,,,,29.8,22.1,0,5,3
1980-04,30,121.4,-91.4,-2.4,-1.58,0.97,1.23,,,,,30.8,22.1,0,0,5
1980-05,118,103.3,14.7,-0.89,-1.03,-1.33,-1.2,,,,,29.1,21.7,0,5,1
1980-06,201,86.5,114.5,0.01,0.06,-1.73,-1.6,0.46,0.73,,,27.9,20.8,0,9,1
1980-07,160,95.5,64.5,-0.03,-0.24,-0.73,-0.9,0.1,0.23,,,27.4,19.8,0,5,3
1980-08,74,111.3,-37.3,-1.24,-1.85,-0.51,-0.72,-1.36,-1.37,,,27.9,19.3,0,2,7
1980-09,61,116.3,-55.3,-0.36,-0.28,-0.78,-0.97,-1.69,-1.68,,,29.1,21.1,0,1,7
1980-10,92,140.2,-48.2,0.66,0.7,-0.36,-0.38,-0.79,-0.93,,,29.5,21.3,0,3,3
1980-11,126,131.8,-5.8,1.12,1.22,0.67,0.72,0.06,0.03,,,30.5,22.5,0,5,8
1980-12,30,155.1,-125,-0.16,-0.09,0.74,0.83,0.03,0.08,0.29,0.56,31.7,23,0,0,5
1981-01,68,142.8,-74.8,0.33,0.62,0.6,0.75,0.11,0.27,0.07,0.25,31.3,22.6,0,2,8
1981-02,72,140,-68,0.21,0.2,0.03,0.17,0.41,0.51,-0.7,-0.62,31.3,22.2,0,1,3
1981-03,241,116,125,1.76,1.89,1.1,1.22,1.13,1.21,-0.34,-0.26,31.3,23.3,2,9,10
1981-04,251,103.1,147.9,0.88,0.94,1.41,1.54,1.33,1.44,0.34,0.45,29.3,22.5,0,8,1
1981-05,101,100.7,0.3,-1.12,-1.22,0.58,0.77,0.43,0.62,0.27,0.39,28.2,20.9,0,1,5
1981-06,135,82.2,52.8,-1.09,-1.19,-0.69,-0.69,0.15,0.3,0.06,0.23,27.4,20.5,0,5,6
1981-07,77,94.3,-17.3,-1.65,-1.58,-2.06,-1.82,-0.3,-0.24,-0.26,-0.07,26.6,19.2,0,2,7
1981-08,122,99.2,22.8,0.05,0.27,-1.5,-1.64,-0.3,-0.19,-0.09,0.19,26.8,19,0,3,3
1981-09,29,123.4,-94.4,-1.38,-1.5,-1.59,-1.49,-1.29,-1.25,-0.22,0.03,28,19.5,0,0,8
1981-10,3,152.1,-149.1,-2.05,-1.5,-1.23,-1.29,-2.25,-2.28,-0.56,-0.35,31.2,21.7,1,0,26
1981-11,34,144.2,-110.2,-0.25,-0.27,-1.64,-1.34,-1.85,-1.7,-0.96,-0.82,30.7,22.9,0,0,14
1981-12,75,157.3,-82.3,0.84,0.81,-0.41,-0.44,-1.22,-1.21,-0.71,-0.58,30.9,22.7,0,3,9
1982-01,33,161.9,-128.9,-0.43,-0.55,-0.1,-0.16,-0.85,-0.85,-0.75,-0.71,31.7,23.1,0,1,6
1982-02,56,126.4,-70.4,-0.08,0.16,-0.04,0.03,-0.96,-0.87,-0.74,-0.65,30.7,22.9,0,1,4
1982-03,2,160.1,-158.1,-3.4,-1.74,-1.37,-1.2,-1.23,-1.1,-1.59,-1.47,33.2,23.2,7,0,26
1982-04,323,111.9,211.1,1.43,1.49,0.33,0.2,0.11,0.02,-1.38,-1.33,30.6,22.9,0,14,3
1982-05,201,91.7,109.3,-0.04,0.06,0.24,0.2,0.09,0.04,-1.02,-1.02,28.2,21.7,0,10,4
1982-06,256,77.7,178.3,0.75,0.92,0.98,1.05,0.16,0.08,-0.67,-0.69,27.3,21.1,0,12,4
1982-07,160,86.8,73.2,-0.03,-0.09,0.15,0.18,0.25,0.24,-0.39,-0.42,26.9,20.1,0,5,1
1982-08,106,97.2,8.8,-0.33,-0.11,0.23,0.4,0.25,0.24,-0.49,-0.48,27.4,20.2,0,1,4
1982-09,114,98.6,15.4,0.71,1.05,0.09,0.23,0.77,0.91,-0.14,-0.04,27.7,20.9,0,2,4
1982-10,140,137.2,2.8,1.22,1.27,0.81,1.02,0.49,0.71,0.38,0.54,29.8,21.2,0,6,7
1982-11,20,159.6,-139.6,-0.67,-0.92,0.63,0.63,0.46,0.55,0.34,0.45,31.6,22,0,1,12
1982-12,42,160.7,-118.7,0.17,0.08,0.41,0.32,0.23,0.32,0.21,0.29,32,22.7,1,2,8
1983-01,12,144.2,-132.2,-1.25,-0.65,-0.95,-0.85,0.02,0.19,0.13,0.21,33.3,23.7,7,0,17
1983-02,63,118.4,-55.4,0.05,0.41,-0.64,-0.24,0.1,0.27,0.17,0.28,31.8,23.5,0,2,3
1983-03,86,139.3,-53.3,0.01,-0.05,-0.52,-0.24,-0.12,-0.02,0.41,0.56,32.5,23.8,0,2,5
1983-04,235,115.1,119.9,0.74,0.67,0.35,0.4,-0.26,-0.19,0.16,0.32,30.4,23.1,0,7,3
1983-05,90,113.4,-23.4,-1.28,-1.57,-0.43,-0.53,-0.77,-0.69,-0.21,-0.09,30.4,21.9,0,1,2
1983-06,157,94.3,62.7,-0.69,-0.97,-0.72,-0.94,-1.06,-1.01,-0.62,-0.51,29.1,20.9,0,5,5
1983-07,234,92.8,141.2,0.98,0.93,-0.71,-0.99,-0.36,-0.47,-0.37,-0.32,28,20.5,0,9,2
1983-08,129,104.3,24.7,0.21,0.31,0.22,0.13,-0.28,-0.48,-0.31,-0.24,27.5,19.9,0,3,1
1983-09,55,133,-78,-0.51,-0.94,0.43,0.14,-0.35,-0.64,-0.55,-0.64,29.7,21.3,0,1,11
1983-10,62,147.8,-85.8,0.2,0.09,-0.17,-0.37,-0.68,-1,-0.84,-1.01,30.3,21.7,0,1,6
1983-11,35,145.2,-110.2,-0.23,-0.27,-0.43,-0.63,-0.16,-0.38,-0.8,-0.9,31.8,23.1,0,1,8
1983-12,48,161.2,-113.2,0.32,0.22,-0.07,-0.13,0.14,0.01,-0.72,-0.8,32.4,23.2,0,0,5
1984-01,36,172.5,-136.5,-0.34,-0.79,-0.35,-0.53,-0.39,-0.58,-0.54,-0.73,32.8,23.8,1,2,7
1984-02,60,173,-113,0,-0.74,-0.28,-0.92,-0.48,-0.87,-0.5,-0.84,33.7,24.6,3,2,9
1984-03,124,151.3,-27.3,0.56,0.33,0.01,-0.53,-0.11,-0.48,-0.36,-0.72,33.5,25.3,10,4,12
1984-04,355,95.7,259.3,1.66,1.85,1.28,1.08,0.77,0.5,0,-0.31,29.9,23.9,0,12,2
1984-05,234,97.4,136.6,0.23,0.31,1.14,1.18,0.84,0.62,0.42,0.17,29.1,22.6,0,7,1
1984-06,211,83.4,127.6,0.15,0.27,1.08,1.18,0.85,0.61,0.63,0.39,27.9,21,0,9,2
1984-07,127,88.7,38.3,-0.58,-0.68,-0.12,-0.2,0.72,0.59,0.29,0.03,27.2,20,0,1,4
1984-08,108,101.1,6.9,-0.28,-0.16,-0.41,-0.4,0.72,0.76,0.22,0,27.5,20.1,0,1,3
1984-09,162,111.2,50.8,1.42,1.44,0.24,0.22,0.92,1,0.61,0.47,28.6,21.2,0,7,4
1984-10,44,139.5,-95.5,-0.16,-0.1,0.44,0.57,0.09,0.18,0.53,0.46,30,21.9,0,0,8
1984-11,56,151.5,-95.5,0.2,0.02,0.54,0.49,0.03,0.04,0.63,0.52,31.5,22.4,0,1,7
1984-12,38,171.3,-133.3,0.07,-0.33,-0.14,-0.27,-0.01,-0.03,0.56,0.41,33.5,23.1,5,2,14
1985-01,54,149.2,-95.2,0.07,0.27,-0.04,-0.18,0.17,0.19,0.56,0.45,33.9,23.9,10,1,5
1985-02,139,129.8,9.2,1.1,1.18,0.64,0.62,0.63,0.59,0.78,0.79,32.2,22.7,0,6,7
1985-03,107,136.8,-29.8,0.33,0.3,0.6,0.67,0.28,0.26,0.72,0.76,31.8,23.2,0,4,6
1985-04,386,91.3,294.7,1.86,2.08,1.75,1.87,1.3,1.27,0.83,0.87,29.6,23,0,16,0
1985-05,270,89.5,180.5,0.5,0.65,1.35,1.46,1.39,1.44,0.91,0.97,29.1,22.4,0,11,2
1985-06,274,81.7,192.3,0.97,1.07,1.68,1.8,1.71,1.86,1.19,1.2,27.9,21.3,0,6,4
1985-07,314,83.2,230.8,1.86,1.89,1.42,1.48,2.11,2.14,1.84,1.7,26.8,20.1,0,13,2
1985-08,234,99.7,134.3,2.1,1.78,2.28,1.94,2.28,2.18,2.31,1.95,27.1,20.4,0,9,2
1985-09,62,113.5,-51.5,-0.33,-0.18,1.91,1.91,2.14,2.09,2.01,1.79,28.4,20.4,0,1,7
1985-10,54,140.9,-86.9,0.05,0.07,0.74,0.82,1.41,1.4,1.97,1.78,30.9,22,0,2,7
1985-11,129,134.1,-5.1,1.15,1.23,0.41,0.47,1.62,1.57,2.25,1.98,30.9,22.5,1,5,4
1985-12,96,128.6,-32.6,1.17,1.4,0.94,1.11,1.57,1.53,2.28,2.04,30.7,22.7,0,3,8
