data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,258,122.3,135.7,0,-0.01,,,,,,,28.6,18.1,0,11,5,414,592
1980-02,172,108.5,63.5,0.14,0.13,,,,,,,29.2,19.4,0,7,6,415,517
1980-03,95,124.3,-29.4,-0.91,-1.09,-0.4,-0.49,,,,,31,19.9,0,5,9,480,604
1980-04,178,90.8,87.2,1.85,1.87,0.41,0.36,,,,,27.9,17.8,0,6,11,386,454
1980-05,8,76.6,-68.6,-1.73,-1.66,-0.01,-0.12,,,,,27.1,15.7,0,0,9,353,409
1980-06,100,61.8,38.2,1.02,1.14,1.06,1,0.22,0.08,,,24.1,12.5,0,2,9,250,370
1980-07,1,77.4,-76.4,-1.44,-1.55,-0.25,-0.49,0.14,-0.1,,,25.8,13.8,0,0,30,304,400
1980-08,30,87.3,-57.3,0.17,0.3,0.53,0.4,0.17,-0.09,,,26.5,14.6,0,1,8,328,424
1980-09,64,96.4,-32.4,0.29,0.31,-0.21,-0.3,0.74,0.62,,,25.8,13.9,0,2,10,296,450
1980-10,65,130.1,-65.1,-0.78,-0.97,-0.56,-0.63,-0.69,-0.86,,,28.8,16.9,3,2,14,398,592
1980-11,110,129.3,-19.3,-0.54,-0.67,-0.81,-0.92,-0.45,-0.6,,,29.1,17.8,0,6,8,404,602
1980-12,259,131.7,127.3,0.76,0.67,-0.24,-0.39,-0.38,-0.51,-0.11,-0.25,29.6,19.8,0,9,5,456,640
1981-01,203,110.6,92.4,-0.7,-0.55,-0.28,-0.35,-0.55,-0.6,-0.39,-0.48,28.7,19.9,0,6,2,444,532
1981-02,67,129.6,-62.6,-1.65,-1.59,-0.73,-0.82,-1.07,-1.15,-0.91,-1.08,31.3,19.9,0,3,4,437,599
1981-03,110,118.6,-8.6,-0.63,-0.77,-1.5,-1.41,-1.32,-1.37,-0.82,-0.99,30,19.6,0,4,7,458,556
1981-04,51,90.6,-39.6,-0.23,-0.36,-1.45,-1.51,-1.08,-1.15,-1.35,-1.4,26.7,15.8,0,2,8,338,471
1981-05,45,77.7,-32.7,-0.18,-0.43,-0.78,-0.91,-0.98,-1.06,-1.13,-1.25,25.8,14.7,0,2,14,319,445
1981-06,74,59.8,14.2,0.65,0.8,0.03,-0.08,-1.19,-1.2,-1.12,-1.21,22.4,11.8,0,3,12,213,352
1981-07,4,67.1,-63.1,-0.87,-0.61,-0.06,-0.1,-1.24,-1.28,-1.16,-1.2,22.2,9.8,0,0,16,185,390
1981-08,6,88.5,-82.5,-1.11,-0.74,-0.21,-0.24,-0.91,-0.99,-1.32,-1.32,25.5,12.5,0,0,17,280,440
1981-09,7,112.6,-105.6,-1.65,-1.31,-2.34,-1.69,-1.11,-1.19,-1.55,-1.57,28.7,14.4,0,0,25,347,482
1981-10,302,101.9,200.1,2.06,1.96,1.2,1.15,0.75,0.72,-0.51,-0.65,25.3,14.9,0,10,6,314,513
1981-11,151,117.9,33.1,0.2,0.39,1.16,1.21,0.85,0.96,-0.34,-0.44,28.4,18,0,5,7,396,572
1981-12,188,117.9,70.1,-0.13,-0.08,1.28,1.41,0.48,0.68,-0.68,-0.62,27.4,18,0,9,6,393,556
