data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,77,146.5,-69.5,-0.33,-0.53,,,,,,,32.9,23.9,1,3,8,570,618
1980-02,374,103.2,270.9,1.68,1.68,,,,,,,30.7,23.1,1,18,2,490,466
1980-03,178,121.6,56.4,-0.79,-0.89,0.35,0.25,,,,,30.8,22.9,0,6,7,522,575
1980-04,87,124.3,-37.3,-1.62,-1.43,-0.12,-0.23,,,,,32.1,23,0,4,5,528,584
1980-05,37,135.3,-98.3,-0.98,-1.21,-1.42,-1.35,,,,,33.1,22.8,1,0,8,556,612
1980-06,9,125.2,-116.2,-1.07,-0.93,-1.68,-1.52,-0.51,-0.64,,,32.9,22.7,0,0,9,534,559
1980-07,3,147.8,-144.8,-1.08,-0.88,-1.21,-1.25,-0.45,-0.6,,,33.2,21.8,0,0,28,544,623
1980-08,0,170.3,-170.3,,-0.54,-1.25,-0.98,-1.48,-1.37,,,33.8,22.5,2,0,31,562,690
1980-09,0,170.3,-170.3,,0.67,-1.05,-0.51,-1.67,-1.43,,,33.9,23.1,3,0,30,555,686
1980-10,0,196.4,-196.4,,-0.64,,-0.16,-1.22,-1.1,,,34.3,23.6,10,0,31,588,735
1980-11,0,165.9,-165.9,,0.59,,0.24,-1.29,-0.64,,,33.5,23.2,2,0,30,551,661
1980-12,10,169.7,-159.7,-0.05,-0.1,-0.16,-0.15,-0.47,-0.35,-0.56,-0.64,33.5,23.1,4,0,25,566,639
1981-01,56,145.1,-89,-0.66,-0.76,-0.77,-0.78,-0.8,-0.79,-0.72,-0.77,32.9,23.8,0,4,9,568,567
1981-02,74,143.2,-69.2,-1.24,-1.39,-1.34,-1.34,-1.37,-1.25,-1.97,-1.59,33.1,23.6,4,2,13,514,584
1981-03,475,129.1,345.9,1.59,1.63,0.24,-0.08,0.18,-0.14,-0.82,-0.99,31.2,23.2,4,13,11,532,562
1981-04,51,135.9,-84.9,-2.36,-1.8,-0.29,-0.63,-0.52,-0.77,-0.87,-1.07,31.8,22.6,0,2,9,516,636
1981-05,167,111.3,55.7,0.78,0.86,0.38,0.19,-0.26,-0.51,-0.38,-0.62,31.2,23,0,7,3,530,521
1981-06,2,132,-130,-2.16,-1.41,-0.89,-1,-0.31,-0.58,-0.38,-0.64,32.3,21.9,0,0,16,512,597
1981-07,0,151.3,-151.3,,-1.19,0.31,0.07,-0.17,-0.49,-0.38,-0.64,32.5,21.3,1,0,31,524,642
1981-08,14,176.7,-162.7,1.84,0.11,-0.98,-1.19,0.26,-0.06,-0.33,-0.61,32.9,21.8,0,1,20,537,715
1981-09,0,187.5,-187.5,,-0.84,0.05,-0.9,-0.83,-1.05,-0.33,-0.65,34,22.8,9,0,30,552,734
1981-10,0,197.5,-197.5,,-0.74,1.92,-0.51,0.41,-0.08,-0.33,-0.65,34.4,22.7,13,0,31,574,773
1981-11,0,184.6,-184.6,,-0.94,,-0.96,-1.03,-1.21,-0.33,-0.68,34.2,23.5,10,0,30,566,686
