data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max
1980-01,61,160.2,-99.2,-1.33,-1.26,,,,,,,29.6,17.1,0,1,6
1980-02,36,142.4,-106.4,-1.65,-1.63,,,,,,,30.4,18.3,0,1,10
1980-03,180,116.2,63.8,0.7,0.57,-1.13,-1.19,,,,,30.3,20,0,7,12
1980-04,66,93.4,-27.4,-1.18,-1.24,-0.9,-1.09,,,,,28.4,16.7,0,2,16
1980-05,202,56.1,145.9,0.39,0.33,-0.04,-0.19,,,,,23.7,14.1,0,8,8
1980-06,59,51.5,7.5,-1.29,-1.42,-0.77,-0.95,-1.2,-1.34,,,20.6,8.9,0,2,10
1980-07,115,53,62,-0.26,-0.41,-0.48,-0.64,-0.89,-1.08,,,19.9,8.1,0,4,11
1980-08,132,66.2,65.8,0.33,0.34,-0.83,-0.94,-0.5,-0.66,,,21.5,10.5,0,5,9
1980-09,153,86,67,-0.1,-0.11,-0.29,-0.26,-0.8,-0.94,,,21.1,8.9,0,4,6
1980-10,253,103.2,149.8,0.43,0.57,0.19,0.29,-0.31,-0.36,,,24,13.4,0,6,6
1980-11,193,127.2,65.8,0.48,0.58,0.29,0.43,-0.31,-0.16,,,27.1,15.6,0,7,10
1980-12,173,147.3,25.7,0.4,0.56,0.46,0.61,0.19,0.39,-0.76,-0.86,28.6,17.2,1,8,6
1981-01,148,142.4,5.6,0.01,0.06,0.3,0.37,0.26,0.46,-0.47,-0.53,29.6,19.4,0,6,6
1981-02,177,119.2,57.8,0.72,0.72,0.38,0.36,0.35,0.5,-0.12,-0.1,30.4,20.1,0,3,5
1981-03,47,120.4,-73.4,-1.55,-1.33,-0.33,-0.41,0.15,0.33,-0.44,-0.41,28.8,16.4,0,2,14
1981-04,73,91.8,-18.8,-1.05,-1.15,-0.78,-0.88,-0.27,-0.21,-0.39,-0.32,26.9,14.9,0,2,9
1981-05,26,79.2,-53.2,-1.92,-1.76,-2.09,-1.86,-0.98,-1.03,-0.81,-0.82,26.7,15.1,0,2,13
1981-06,111,43.8,67.2,-0.4,-0.49,-1.57,-1.75,-1.3,-1.34,-0.73,-0.72,18.9,8.1,0,5,11
1981-07,23,62.9,-39.9,-2.29,-1.86,-2.15,-2.07,-1.82,-1.77,-0.91,-0.96,20.4,8.5,0,0,11
1981-08,33,84.8,-51.9,-1.6,-1.65,-2.25,-2.24,-2.76,-2.28,-1.19,-1.28,24.2,10.5,0,0,12
1981-09,258,80.4,177.6,0.9,1.01,-1.01,-1.3,-1.76,-1.79,-1.02,-1.12,22.6,11.9,0,8,6
