data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max
1980-01,95,113.2,-18.2,-1.38,-1.28,,,,,,,23.5,12,0,3,5
1980-02,121,94.1,26.9,-0.54,-0.58,,,,,,,23.5,14.4,0,7,5
1980-03,166,92.9,73.1,1.06,0.91,-0.65,-0.76,,,,,24.9,15.5,0,6,6
1980-04,54,66.6,-12.6,-0.93,-1.06,-0.24,-0.38,,,,,22.3,12,0,2,11
1980-05,90,45.9,44.1,-0.23,-0.32,-0.15,-0.38,,,,,18.6,9.9,0,4,8
1980-06,57,39.4,17.6,-1.08,-1.17,-1.22,-1.41,-1.22,-1.37,,,16,5.6,0,3,10
1980-07,160,43,117,0.41,0.46,-0.53,-0.61,-0.54,-0.66,,,15.8,6,0,4,6
1980-08,179,49.7,129.3,0.93,1.04,0.2,0.28,-0.03,-0.05,,,16.8,6.5,0,7,9
1980-09,111,61.2,49.8,-0.55,-0.56,0.31,0.44,-0.53,-0.57,,,16,5.1,0,4,5
1980-10,163,75.6,87.4,0.06,0.22,0.13,0.28,-0.3,-0.28,,,19.1,9.7,0,9,3
1980-11,81,98,-17,-0.73,-0.7,-0.72,-0.54,-0.37,-0.26,,,21.2,11.4,0,2,5
1980-12,271,106.7,164.3,2.03,1.97,0.55,0.71,0.49,0.68,-0.34,-0.34,22.9,13.8,0,9,3
1981-01,103,109.3,-6.3,-1.2,-1.1,0.05,0.19,0.08,0.28,-0.32,-0.35,24.3,14.7,0,5,4
1981-02,190,95.1,94.9,0.69,0.68,0.85,0.87,-0.08,0.2,-0.11,-0.14,24.8,15.6,0,7,2
1981-03,56,88.9,-32.9,-1.45,-1.28,-1.04,-1.04,-0.16,0.08,-0.49,-0.45,22.9,13.2,0,2,7
1981-04,112,61,51,0.35,0.23,-0.07,-0.11,-0.06,0.08,-0.27,-0.18,19.9,10.8,0,6,6
1981-05,25,49.9,-24.9,-1.56,-1.53,-1.21,-1.21,-0.32,-0.41,-0.46,-0.38,19.9,10.6,0,0,7
1981-06,75,33.7,41.3,-0.69,-0.74,-1.11,-1.21,-1.36,-1.42,-0.41,-0.29,14.6,6.1,0,3,4
1981-07,67,40,27,-0.87,-0.91,-1.88,-2.22,-1.24,-1.33,-0.71,-0.62,14.8,5.3,0,4,8
1981-08,70,52.8,17.2,-0.49,-0.51,-1.35,-1.37,-1.78,-1.84,-1.06,-1.11,18,7.2,0,2,12
1981-09,142,66,76,-0.09,-0.17,-0.81,-0.82,-1.44,-1.45,-0.99,-1.01,19,8.6,0,5,10
1981-10,99,80.3,18.7,-0.88,-0.85,-0.94,-0.92,-1.83,-1.73,-1.18,-1.18,18.6,8.9,0,3,6
1981-11,71,102.3,-31.3,-0.94,-1.06,-1.08,-1.21,-1.57,-1.58,-1.26,-1.23,22.4,12.1,0,3,4
1981-12,166,102.4,63.6,0.5,0.63,-0.83,-0.73,-1.17,-1.12,-1.63,-1.56,22.1,12.2,0,6,3
1982-01,63,120.1,-57.1,-2.23,-1.81,-1.59,-1.6,-1.57,-1.58,-1.81,-1.69,23.4,12.2,0,2,7
1982-02,177,82,95,0.48,0.68,-0.7,-0.62,-1.23,-1.3,-1.9,-1.71,23.9,14.7,0,9,4
1982-03,131,84.4,46.6,0.43,0.33,-0.78,-0.73,-1.15,-1.13,-1.66,-1.67,22.7,13,0,4,6
1982-04,23,61.4,-38.4,-2.12,-1.53,-0.34,-0.21,-1.26,-1.26,-1.91,-1.95,19.8,10.1,0,1,7
1982-05,58,45.1,12.9,-0.74,-0.83,-1.02,-1.01,-1.16,-1.08,-1.73,-1.79,17.4,7.3,0,2,10
1982-06,238,31.1,206.9,1.41,1.5,-0.17,-0.1,-0.57,-0.53,-1.14,-1.15,16.2,8.1,0,8,10
1982-07,118,40.5,77.4,-0.08,-0.07,0.23,0.39,-0.04,0.09,-0.97,-0.95,16.7,7.1,0,3,10
1982-08,111,48.7,62.3,0.15,0.22,0.66,0.83,-0.17,-0.05,-0.82,-0.73,17.9,8.6,0,5,6
1982-09,64,66.1,-2.1,-1.45,-1.34,-0.7,-0.68,-0.74,-0.71,-1.12,-1.12,19.5,9,0,3,16
1982-10,246,87.4,158.6,0.95,0.99,-0.09,-0.07,0.03,0.06,-0.6,-0.55,19.4,9.1,0,8,4
1982-11,276,79.4,196.6,1.76,1.74,0.84,1.05,0.89,1.04,0.03,0.12,20.4,11.8,0,9,4
1982-12,105,107.1,-2.1,-0.72,-0.65,1.25,1.33,0.3,0.52,-0.14,-0.02,23.3,12.3,0,5,3
1983-01,220,104.7,115.3,0.73,0.77,1.28,1.4,0.62,0.82,0.32,0.47,24.5,15.1,0,9,7
1983-02,207,78,129.1,0.94,1.16,0.56,0.78,0.89,1.13,0.41,0.57,23.4,14.4,0,6,3
1983-03,102,80,22,-0.18,-0.22,0.85,1.06,1.4,1.46,0.34,0.59,21.7,12.2,0,3,7
1983-04,133,51.1,81.9,0.7,0.81,0.7,0.98,1.24,1.42,0.64,0.89,19.4,11.7,0,4,7
1983-05,286,34.7,251.3,1.51,1.58,1.22,1.38,1.18,1.38,1.23,1.36,16.6,10.4,0,7,3
1983-06,201,30,171,1.05,1.16,1.66,1.64,1.63,1.68,1.11,1.29,13.8,5.5,0,4,8
1983-07,676,29.7,646.3,3.62,2.78,3.56,2.54,3.14,2.49,2.47,2.01,13.8,6.7,0,14,4
1983-08,228,47.6,180.3,1.38,1.48,3.59,2.68,3.29,2.53,2.68,2.05,16.4,7,0,6,6
1983-09,176,58.3,117.7,0.34,0.4,2.92,2.4,3.31,2.64,2.99,2.21,15.5,6,0,5,3
1983-10,69,82.8,-13.8,-1.47,-1.47,0.27,0.4,2.79,2.44,2.55,2.23,20.2,9.8,0,2,8
1983-11,204,97.3,106.7,1.04,1.15,-0.02,0.26,2.54,2.13,2.45,2.29,21.9,12.2,0,7,3
1983-12,186,102,84,0.83,0.97,0.16,0.32,2.5,2.08,2.64,2.31,23.9,13.7,0,8,4
1984-01,241,108.7,132.3,0.99,1,1.51,1.47,0.98,1.12,2.7,2.44,24.8,15.6,0,7,1
1984-02,160,112,48,0.2,-0.15,1.05,0.97,0.51,0.69,2.64,2.39,26.8,15.8,0,7,4
1984-03,156,81.8,74.2,0.89,0.93,1.1,0.97,0.69,0.82,2.88,2.3,22.2,13,0,7,7
1984-04,107,55.6,51.4,0.26,0.23,0.54,0.49,1.29,1.27,2.66,2.18,18.5,9.3,0,3,9
1984-05,86,41,45,-0.29,-0.31,0.14,0.13,0.62,0.63,2.15,1.86,17.9,8.5,0,2,8
1984-06,203,32,171,1.07,1.16,0.38,0.55,0.78,0.82,2.13,1.83,15.2,6.2,0,7,4
1984-07,199,40.5,158.5,0.8,0.89,0.68,0.85,0.71,0.77,1,1.12,15.4,4.5,0,6,9
1984-08,284,40.6,243.4,1.82,1.89,1.85,1.78,1.37,1.43,1.12,1.23,13.2,3.7,0,7,5
1984-09,131,64.9,66.1,-0.25,-0.32,1.15,1.25,1.07,1.19,1.03,1.14,17.1,6.6,0,5,7
1984-10,96,96.3,-0.3,-0.93,-1.2,0.51,0.57,0.71,0.79,1.08,1.12,22.2,10.7,0,4,10
