data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,275,107.6,167.4,0.35,0.39,,,,,,,28.5,18.5,0,11,5,419,549
1980-02,103,109.9,-6.9,-0.19,-0.19,,,,,,,29,17.9,0,6,6,390,567
1980-03,40,120.2,-80.2,-1.59,-1.27,-0.64,-0.5,,,,,30.5,16.9,0,2,14,424,630
1980-04,180,80.2,99.8,2.54,2.4,-0.1,0.05,,,,,27.8,17,0,8,12,372,435
1980-05,4,79.6,-75.6,-1.38,-0.65,0.17,0.26,,,,,27.5,14.5,0,0,27,342,476
1980-06,44,66.5,-22.5,1.68,1.93,2.48,2.29,0.18,0.43,,,25.8,12.6,0,2,10,276,429
1980-07,1,76,-75,-0.71,0.45,0.73,0.97,0.01,0.24,,,27,11.5,0,0,27,286,472
1980-08,3,94.7,-91.7,-0.79,0.28,1.03,1.24,0.4,0.61,,,28.2,13.4,0,0,18,336,498
1980-09,18,96.5,-78.5,-0.54,0.22,-0.9,0.18,1.85,1.91,,,28.6,14.4,0,0,18,346,465
1980-10,36,127.3,-91.3,-1.04,-0.72,-1.31,-0.41,-0.96,0.01,,,31.2,16.3,7,2,10,426,616
1980-11,228,115.3,112.7,0.47,0.56,-0.28,0.05,-0.04,0.4,,,28.7,17.5,0,8,4,392,579
1980-12,317,115,202,0.53,0.5,0.21,0.25,0.02,0.24,0.09,0.35,28.5,18.5,0,11,3,419,588
1981-01,244,104,140.1,0.13,0.2,0.41,0.53,-0.02,0.24,-0.1,0.2,28,18.2,0,10,4,407,517
1981-02,26,129.7,-103.7,-1.49,-1.27,-0.43,-0.39,-0.64,-0.39,-0.47,-0.08,30.3,17.2,0,1,8,385,647
1981-03,140,100.4,39.6,0.08,0.13,-0.68,-0.53,-0.59,-0.35,0,0.45,29.6,18.6,0,6,6,438,485
1981-04,30,95.4,-65.4,-0.48,-0.34,-1.33,-1.11,-0.42,-0.17,-0.75,-0.21,27.8,15,0,2,15,342,534
1981-05,10,77.8,-67.8,-0.6,-0.21,-0.31,-0.11,-0.59,-0.37,-0.69,-0.16,26.7,13.5,0,0,24,313,469
1981-06,33,63.2,-30.2,1.35,1.78,0.07,0.42,-0.71,-0.42,-0.74,-0.18,25,11.5,0,1,9,248,415
1981-07,0,76.1,-76.1,,0.37,0.54,0.95,-1.21,-0.83,-0.74,-0.18,25.1,9.5,0,0,31,226,495
1981-08,27,91.1,-64.1,0.9,1.35,1.34,1.54,0.07,0.44,-0.62,-0.1,27.2,11.9,0,1,14,296,525
1981-09,6,111.6,-105.6,-1.45,-0.51,-0.43,0.17,-0.3,0.3,-0.67,-0.18,30.3,14.2,0,0,16,368,565
1981-10,228,97.2,130.8,2.11,2.08,1.73,1.84,1.91,1.88,0.24,0.68,27.3,16.8,0,9,3,374,492
1981-11,413,97.6,315.4,2.34,2.03,2.47,2.18,2.64,2.22,0.95,1.22,26.9,18.1,0,15,2,376,505
