data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max
1980-01,145,140.6,4.4,-0.51,-0.54,,,,,,,30.3,19.6,0,6,2
1980-02,193,110.6,82.4,0.61,0.8,,,,,,,29.7,20.9,0,7,3
1980-03,88,123.9,-35.9,-1.16,-1.07,-0.75,-0.67,,,,,31.8,20.7,0,2,2
1980-04,96,98.9,-2.9,0.05,0.08,-0.36,-0.12,,,,,29.4,19.6,0,3,15
1980-05,123,85,38,0.58,0.54,-0.35,-0.29,,,,,28.5,16.4,0,5,7
1980-06,41,71.4,-30.4,0.04,-0.02,0.19,0.11,-0.44,-0.35,,,25.5,13.2,0,1,10
1980-07,33,81.1,-48.1,0.2,0.44,0.29,0.28,-0.16,0.04,,,25.9,13.7,0,1,20
1980-08,25,92.3,-67.3,-0.29,0.25,-0.22,0.05,-0.48,-0.28,,,28.2,14.8,0,0,5
1980-09,146,105.8,40.2,1.17,1.31,0.64,0.95,0.42,0.6,,,27.3,14.9,0,4,4
1980-10,125,145.4,-20.4,0.04,-0.13,0.55,0.72,0.44,0.56,,,31.5,18.7,5,4,7
1980-11,212,132.5,79.5,1.09,1.21,1.2,1.29,0.66,0.84,,,30,18.8,0,7,9
1980-12,175,141.1,33.9,0.09,0.07,0.55,0.59,0.78,0.96,0.11,0.24,30.4,20.5,0,9,7
1981-01,201,128.3,72.7,0.27,0.38,0.64,0.75,0.81,1.01,0.33,0.53,30.3,21.3,0,10,3
1981-02,156,116.3,39.7,-0.09,0.01,0.06,0.06,0.85,0.97,0.19,0.38,30.9,20.5,0,8,3
1981-03,96,125.4,-29.4,-0.98,-0.96,-0.49,-0.35,-0.02,0.16,0.21,0.42,31,19.7,0,3,9
1981-04,97,112.5,-15.5,0.07,-0.17,-0.64,-0.66,-0.01,0.07,0.21,0.37,29.8,18.1,0,3,23
1981-05,13,99.4,-86.4,-1.88,-1.88,-1.46,-1.68,-0.86,-0.91,-0.28,-0.03,29.9,17.1,0,1,16
1981-06,104,63.3,40.7,0.98,1.12,-0.22,-0.48,-0.56,-0.58,0,0.25,24.6,13,0,4,7
1981-07,12,87,-75,-0.69,-0.52,-0.45,-0.6,-0.84,-0.92,-0.11,0.1,25.3,10.6,0,0,14
1981-08,9,102.2,-93.2,-0.98,-0.34,0.12,0.27,-1.08,-1.05,-0.2,0,30.2,16,0,0,14
1981-09,57,109.9,-52.9,-0.34,-0.22,-1,-0.54,-0.77,-0.72,-0.59,-0.42,29.9,16.2,6,3,10
1981-10,175,126.4,48.6,0.9,1.04,-0.1,0.22,-0.45,-0.28,-0.33,-0.11,30,18.5,0,5,5
1981-11,76,136.6,-60.6,-1.66,-1.28,-0.57,-0.29,-0.42,-0.16,-0.89,-0.67,31.4,20.8,1,2,6
1981-12,299,120.7,178.3,1.68,1.82,0.89,1.15,0.12,0.47,-0.36,-0.18,29.7,20.4,0,11,3
1982-01,78,153.3,-75.3,-1.79,-1.71,-0.57,-0.47,-0.63,-0.27,-0.93,-0.76,31.3,20.8,0,2,6
1982-02,253,104.8,148.2,1.58,1.63,0.87,0.96,0.32,0.63,-0.5,-0.33,29.8,20.5,0,10,1
1982-03,288,90.8,197.2,1.8,1.91,0.96,1.15,1.28,1.45,0.35,0.61,28.6,20.5,0,12,4
1982-04,87,105.6,-18.6,-0.13,-0.23,1.68,1.64,0.85,1.1,0.3,0.6,29.2,18.1,0,3,9
1982-05,172,82.1,89.9,1.12,1.14,1.54,1.52,1.55,1.53,0.98,1.21,26.7,15.2,0,5,17
1982-06,178,62.7,115.3,1.68,1.75,1.43,1.42,1.61,1.55,1.38,1.47,26.2,16.4,0,5,4
1982-07,78,83.7,-5.6,1.21,1.33,1.95,1.85,2.44,2,1.7,1.69,27.8,16.1,0,2,14
1982-08,55,92.9,-37.9,0.4,0.76,1.73,1.8,2.1,1.93,1.94,1.81,28.3,17.1,0,1,8
1982-09,44,106.9,-62.9,-0.68,-0.4,0.36,0.7,1.24,1.33,1.73,1.72,29.6,17.9,0,2,8
1982-10,205,124.9,80.1,1.34,1.45,0.64,0.96,1.82,1.84,1.77,1.75,29.7,18.6,0,7,4
