data,rain_mm,etp_mm,bal_mm,spi1,spei1,spi3,spei3,spi6,spei6,spi12,spei12,tmax_med,tmin_med,dias_tmax34,dias_chuva10,veranico_max,soma_termica,srad_mj
1980-01,189,113.4,75.6,0.11,-0.01,,,,,,,24.8,15.5,0,7,6,314,633
1980-02,166,89.6,76.4,0.13,0.06,,,,,,,24.7,16.7,0,8,3,310,492
1980-03,125,98.7,26.3,0.09,-0.15,0.05,0.02,,,,,26.9,17.7,0,5,8,382,543
1980-04,107,66.2,40.8,0.47,0.39,0.23,0.15,,,,,23.4,14.5,0,4,14,268,409
1980-05,23,49.3,-26.3,-1.06,-1.1,-0.44,-0.59,,,,,21.5,12.2,0,0,7,213,346
1980-06,77,40.3,36.7,-0.37,-0.47,-0.64,-0.68,-0.52,-0.67,,,18.3,7.4,0,2,9,94,316
1980-07,150,43.7,106.3,0.94,0.99,-0.24,-0.28,-0.1,-0.18,,,18.1,8.7,0,7,12,116,304
1980-08,172,49,123,1.36,1.49,1.07,1.17,0.47,0.49,,,18.4,9.5,0,3,6,127,330
1980-09,143,60.4,82.7,0.48,0.59,1.28,1.37,0.56,0.66,,,17.3,8.3,0,7,4,88,417
1980-10,83,80,3.1,-1.01,-0.9,0.56,0.79,0.15,0.24,,,21.3,12.2,0,3,4,210,471
1980-11,59,94.2,-35.2,-1.32,-1.09,-1.05,-0.83,0.19,0.37,,,22.3,13.6,0,2,6,238,543
1980-12,261,104,157.1,1.5,1.62,-0.08,0.07,0.93,1.09,0.3,0.34,24.8,16.5,0,7,1,330,563
1981-01,164,99.3,64.7,-0.21,-0.15,0.2,0.39,0.45,0.7,0.19,0.27,25.2,16.8,0,7,4,340,536
1981-02,62,96.9,-34.9,-2.15,-1.59,-0.11,-0.04,-0.67,-0.46,-0.25,-0.12,26.4,17.1,0,0,4,329,531
1981-03,79,86.2,-7.2,-0.99,-0.87,-1.57,-1.41,-1.09,-0.94,-0.43,-0.28,24,15.6,0,4,6,304,497
1981-04,57,62.4,-5.4,-0.49,-0.52,-2.54,-1.96,-0.94,-0.79,-0.64,-0.44,21.6,12.8,0,2,14,216,387
1981-05,24,51.6,-27.6,-1.03,-1.14,-1.58,-1.38,-1.03,-0.94,-0.64,-0.44,21.8,11.4,0,0,12,206,357
1981-06,41,38.7,2.3,-1.27,-1.22,-1.68,-1.55,-2.6,-1.89,-0.81,-0.6,18,7.9,0,1,7,104,291
1981-07,43,44.5,-1.5,-0.68,-0.77,-1.92,-1.75,-2.68,-2.07,-1.21,-1.06,17.3,5.9,0,1,6,68,343
1981-08,78,53,25,0.26,0.28,-1.12,-1.06,-2,-1.75,-1.58,-1.48,19.7,8.6,0,3,8,129,365
1981-09,80,74,6,-0.45,-0.6,-0.66,-0.7,-1.7,-1.57,-1.75,-1.59,21.9,9.9,0,3,7,177,441
1981-10,97,73.5,23.5,-0.7,-0.48,-0.74,-0.63,-1.86,-1.62,-1.67,-1.48,19.7,10.6,0,3,5,162,455
1981-11,150,99.4,50.6,0.63,0.62,-0.55,-0.43,-1.11,-1.06,-1.42,-1.25,24.7,14.4,0,5,4,286,549
