ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,60,54,0,900,-4.9,,413,LN,0,-0.9,,,
1975,arroz,,60,54,0,900,14.2,0,429,N,0,-0.3,,,
1976,arroz,,50,23,0,460,-29.4,-48.9,446,N,0,-0.3,,,
1977,arroz,,47,40,0,851,57.9,85,463,EN,0,0.5,,,
1978,arroz,,50,20,0,400,-10.7,-53,480,N,0,0.1,,,
1979,arroz,,40,6,0,150,-60.8,-62.5,499,N,0,0.2,,,
1980,arroz,,30,14,0,467,51.1,200,518,N,0,0.3,,,
1981,arroz,,120,58,0,483,46.4,3.6,538,N,0,-0.3,443,70,103
1982,arroz,,90,22,0,244,-42.3,-49.4,558,N,0,0.4,276,30,114
1983,arroz,,70,3,0,43,-93.4,-82.5,580,EN,1,1.7,285,28,128
1984,arroz,,120,144,0,1200,29.8,200,602,N,0,-0.3,362,71,123
1985,arroz,,120,144,0,1200,2.1,0,625,LN,0,-0.6,885,32,97
1986,arroz,,142,226,0,1592,14.8,32.6,649,N,0,-0.2,716,56,53
1988,arroz,145,145,218,0,1503,-3.2,,699,N,0,-0.2,390,77,116
1989,arroz,145,145,218,3e-04,1503,-3.6,0,726,LN,0,-1.1,382,69,84
1990,arroz,145,0,0,0,,,,,N,0,0.3,290,36,87
1991,arroz,145,145,218,0.0062,1503,6.1,,783,N,0,0.4,408,37,68
1992,arroz,46,46,5,0.0038,109,-91.5,-92.8,813,EN,1,2,446,49,15
1994,arroz,40,40,31,5,775,-18.8,,876,N,0,0.4,429,51,77
1995,arroz,120,120,144,65,1200,30.8,54.8,910,EN,0,0.7,353,69,98
1996,arroz,90,90,54,21,600,-35.8,-50,945,LN,0,-0.6,491,32,115
1997,arroz,20,0,0,0,,,,,N,0,0.2,382,29,132
1999,arroz,15,15,21,13,1400,22.4,,1058,LN,0,-1.1,251,49,129
2000,arroz,15,15,21,13,1400,15.6,0,1098,LN,0,-1.1,667,26,63
2001,arroz,15,15,19,11,1267,-0.6,-9.5,1140,LN,0,-0.5,226,69,129
2002,arroz,15,15,20,12,1333,-0.4,5.3,1184,N,0,0,727,28,91
2003,arroz,14,14,18,15,1286,-7.5,-3.6,1229,N,0,0.2,426,53,111
1974,cana,,15,433,0,28867,-6.9,,26172,LN,1,-1.5,,,
1975,cana,,17,510,0,30000,1.1,3.9,26012,N,0,-0.1,,,
1976,cana,,25,750,0,30000,5,0,25854,LN,0,-1,,,
1977,cana,,150,4500,0,30000,8.5,0,25696,EN,0,1,,,
1978,cana,,150,4500,0,30000,11.3,0,25539,EN,0,0.9,,,
1979,cana,,80,1440,0,18000,-32,-40,25384,N,0,0.2,,,
1980,cana,,60,1422,0,23700,-9.5,31.7,25229,EN,0,0.6,,,
1981,cana,,50,750,0,15000,-42.4,-36.7,25075,N,0,0,443,70,103
1982,cana,,20,500,0,25000,-4.3,66.7,24922,N,0,0.1,276,30,114
1983,cana,,30,270,0,9000,-66.7,-64,24770,EN,1,2.5,285,28,128
1984,cana,,40,1200,0,30000,5.3,200,24619,LN,0,-0.5,362,71,123
1985,cana,,40,1200,0,30000,1.8,0,24469,LN,0,-0.8,885,32,97
1986,cana,,40,1200,0,30000,0.3,0,24320,N,0,-0.3,716,56,53
1987,cana,,40,1200,0,30000,-0.4,0,24172,EN,1,1.6,604,35,106
1988,cana,40,40,1200,0,30000,1.1,0,24024,EN,0,0.7,390,77,116
1989,cana,40,40,1200,1e-04,30000,3.6,0,23878,LN,1,-1.7,382,69,84
1990,cana,48,30,750,3e-04,25000,-11.1,-16.7,23732,N,0,0.2,290,36,87
1991,cana,40,40,1200,0.0069,30000,10.4,20,23587,EN,0,0.6,408,37,68
1992,cana,40,40,1000,0.0436,25000,-4.6,-16.7,23444,EN,1,2.3,446,49,15
1994,cana,10,10,220,3,22000,-7.7,,23158,N,0,0.3,429,51,77
1995,cana,10,10,250,4,25000,9.3,13.6,23017,EN,0,1.3,353,69,98
1996,cana,10,10,250,5,25000,14.6,0,22877,LN,0,-0.9,491,32,115
1997,cana,10,10,200,7,20000,-4.5,-20,22737,N,0,-0.2,382,29,132
1998,cana,10,5,100,3,20000,-2.7,0,22599,EN,1,2.2,287,49,130
1999,cana,5,5,90,3,18000,-11.7,-10,22461,LN,1,-1.5,251,49,129
2000,cana,5,5,100,5,20000,-3.3,11.1,22324,LN,1,-1.7,667,26,63
2001,cana,5,5,100,5,20000,-5.3,0,22188,LN,0,-0.6,226,69,129
2002,cana,5,5,120,26,24000,11,20,22053,N,0,-0.1,727,28,91
2003,cana,5,5,120,41,24000,8.3,0,21918,EN,0,0.9,426,53,111
2004,cana,5,5,120,42,24000,6.1,0,21785,N,0,0.3,605,39,102
2005,cana,10,10,120,42,12000,-48.1,-50,21652,EN,0,0.6,331,51,150
