ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,394,1501,0,3810,-9.6,,LN,1,,,
1975,arroz,,383,1777,0,4640,12,21.8,N,0,,,
1976,arroz,,382,1211,0,3170,-22.4,-31.7,LN,0,,,
1977,arroz,,2000,9000,0,4500,11.6,41.9,EN,0,,,
1978,arroz,,2000,10000,0,5000,25.3,11.1,EN,0,,,
1979,arroz,,391,1007,0,2575,-35,-48.5,N,0,,,
1980,arroz,,2000,8000,0,4000,1.4,55.3,EN,0,,,
1981,arroz,,420,1680,0,4000,1.6,0,N,0,856,9,0
1982,arroz,,420,2100,0,5000,26.9,25,N,0,545,12,0
1983,arroz,,420,1680,0,4000,0.9,-20,EN,1,1103,14,0
1984,arroz,,420,1680,0,4000,0.3,0,LN,0,790,14,1
1985,arroz,,420,1680,0,4000,-0.4,0,LN,0,602,14,0
1986,arroz,,420,1680,0,4000,-1.8,0,N,0,547,11,0
1987,arroz,,420,1680,0,4000,-4.8,0,EN,1,908,16,0
1988,arroz,314,314,966,0,3076,-29.8,-23.1,EN,0,541,13,3
1989,arroz,440,440,1914,1e-04,4350,-4.9,41.4,LN,1,477,15,0
1990,arroz,440,440,1914,0.0083,4350,-8.1,0,N,0,784,12,3
1991,arroz,440,440,2560,0.0586,5818,18,33.8,EN,0,641,15,1
1992,arroz,820,820,4840,1.3094,5902,14,1.4,EN,1,1024,12,0
1993,arroz,820,820,4440,15.4458,5415,1.4,-8.3,EN,0,573,11,0
1994,arroz,1320,1320,5890,1147,4462,-17.2,-17.6,N,0,924,13,0
1995,arroz,1320,1320,7840,1568,5939,10.1,33.1,EN,0,629,13,1
1996,arroz,1060,1060,6280,1407,5925,9.8,-0.3,LN,0,736,24,3
1997,arroz,1060,1060,6280,1444,5925,11.5,0,N,0,622,13,0
1998,arroz,1080,1080,5280,1705,4889,-5,-17.5,EN,1,1291,14,0
1999,arroz,1080,1080,5280,1478,4889,-3.5,0,LN,1,463,17,0
2000,arroz,1080,1080,5280,1267,4889,-3.7,0,LN,1,540,16,1
2001,arroz,1080,1080,5280,1531,4889,-4,0,LN,0,844,7,0
2002,arroz,1080,1080,4500,1395,4167,-19,-14.8,N,0,953,9,0
2003,arroz,1080,1080,4760,3284,4407,-16.2,5.8,EN,1,1301,9,1
2004,arroz,970,970,6229,4049,6422,16.8,45.7,N,0,608,21,0
2005,arroz,1080,1080,6264,2328,5800,-0.4,-9.7,EN,0,503,13,3
2006,arroz,1060,1060,5932,2136,5596,-8.6,-3.5,LN,0,425,18,4
2007,arroz,760,760,5220,2297,6868,6.7,22.7,EN,0,775,13,0
2008,arroz,750,750,5200,3146,6933,1.8,0.9,LN,1,693,13,1
2009,arroz,666,666,5393,2804,8098,13.5,16.8,LN,0,640,11,0
2010,arroz,666,666,4874,2680,7318,-1.4,-9.6,EN,1,1038,9,1
2011,arroz,657,657,4849,1920,7381,-4.2,0.8,LN,1,493,13,0
2012,arroz,528,528,4244,2300,8038,1.1,8.9,LN,0,546,14,1
2013,arroz,618,618,4942,2965,7997,-1.7,-0.5,LN,0,651,11,3
2014,arroz,543,543,4187,2931,7711,-7,-3.6,N,0,1168,12,8
2015,arroz,521,521,4799,3407,9211,9.5,19.5,EN,0,842,13,0
2016,arroz,599,599,4840,3872,8080,-5.1,-12.3,EN,1,998,10,0
2017,arroz,650,650,6287,4778,9672,12.6,19.7,LN,0,775,13,0
2018,arroz,618,618,5321,3725,8610,-0.4,-11,LN,0,784,8,2
2019,arroz,580,580,5115,4604,8819,1.6,2.4,EN,0,709,11,1
2020,arroz,535,535,4411,4190,8245,-5.1,-6.5,N,0,665,17,10
2021,arroz,472,472,4073,7576,8629,-0.5,4.7,LN,1,705,14,3
2022,arroz,497,497,4175,5845,8400,-2.7,-2.7,LN,0,501,13,7
