ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,1200,1160,0,967,4,,LN,1,,,
1975,arroz,,1500,1400,0,933,-10.1,-3.4,LN,0,,,
1976,arroz,,1838,2714,0,1477,30,58.2,LN,1,,,
1977,arroz,,1087,1200,0,1104,-9.8,-25.2,EN,0,,,
1978,arroz,,989,1231,0,1245,-3.9,12.7,EN,0,,,
1979,arroz,,1057,1459,0,1380,1.7,10.9,N,0,,,
1980,arroz,,1204,2127,0,1767,27.2,28,EN,0,,,
1981,arroz,,1284,1184,0,922,-34.1,-47.8,N,0,1050,11,11
1982,arroz,,1000,1500,0,1500,11.8,62.7,N,0,1676,7,1
1983,arroz,,730,876,0,1200,-8.9,-20,EN,1,1797,7,2
1984,arroz,,850,510,0,600,-53.8,-50,LN,0,1066,8,9
1985,arroz,,900,1080,0,1200,-9.9,100,LN,0,928,9,11
1986,arroz,,700,1050,0,1500,7.6,25,N,0,1090,12,16
1987,arroz,,700,1050,0,1500,2.6,0,EN,0,1217,15,16
1988,arroz,700,700,1050,0,1500,-1.1,0,EN,0,1068,9,17
1989,arroz,700,700,1050,2e-04,1500,-1.5,0,LN,1,1247,10,9
1990,arroz,800,800,720,0.0034,900,-40.3,-40,N,0,1257,9,9
1991,arroz,800,800,1200,0.0449,1500,2.6,66.7,N,0,1150,10,13
1992,arroz,700,700,1050,0.4163,1500,3.5,0,EN,1,1120,10,6
1993,arroz,390,390,468,1.1895,1200,-16.6,-20,N,0,978,6,5
1995,arroz,400,400,600,97,1500,5,,EN,0,1254,17,24
1996,arroz,12,12,17,4,1417,-3.3,-5.6,LN,0,1105,8,19
2002,arroz,15,15,31,11,2067,3.9,,N,0,1417,11,9
2003,arroz,15,15,31,13,2067,-2.8,0,EN,0,1012,12,36
1974,cana,,4120,232831,0,56512,-35.3,,LN,1,,,
1975,cana,,2800,224000,0,80000,-5.9,41.6,LN,0,,,
1976,cana,,3000,275018,0,91673,10.7,14.6,LN,1,,,
1977,cana,,3300,264000,0,80000,-1,-12.7,EN,0,,,
1978,cana,,3203,256144,0,79970,1.4,0,EN,0,,,
1979,cana,,3300,236600,0,71697,-6.9,-10.3,N,0,,,
1980,cana,,4300,344000,0,80000,6,11.6,EN,0,,,
1981,cana,,4781,346238,0,72420,-2.1,-9.5,N,0,1050,11,11
1982,cana,,7000,560000,0,80000,10.1,10.5,N,0,1676,7,1
1983,cana,,9600,768000,0,80000,11.8,0,EN,1,1797,7,2
1984,cana,,12000,720000,0,60000,-15,-25,LN,0,1066,8,9
1985,cana,,12000,780000,0,65000,-6.8,8.3,LN,0,928,9,11
1986,cana,,12000,720000,0,60000,-13.2,-7.7,N,0,1090,12,16
1987,cana,,13306,1000800,1e-04,75214,9,25.4,EN,0,1217,15,16
1988,cana,13900,13900,1000800,0.001,72000,3.9,-4.3,EN,0,1068,9,17
1989,cana,14500,14500,1015000,0.0133,70000,0.4,-2.8,LN,1,1247,10,9
1990,cana,14500,14500,1015000,0.3266,70000,0,0,N,0,1257,9,9
1991,cana,14500,14500,1015000,1.4948,70000,-0.4,0,N,0,1150,10,13
1992,cana,14500,14500,942500,34.2727,65000,-8.2,-7.1,EN,1,1120,10,6
1993,cana,12000,12000,960000,466.3855,80000,12.4,23.1,N,0,978,6,5
1994,cana,7500,7500,824640,7422,109952,55.3,37.4,N,0,1082,11,19
1995,cana,11204,11204,840300,9243,75000,7.2,-31.8,EN,0,1254,17,24
1996,cana,14483,14483,959490,14392,66249,-5.2,-11.7,LN,0,1105,8,19
1997,cana,13707,13707,1233630,18504,90000,27.4,35.9,N,0,1062,12,7
1998,cana,14820,14820,966000,14490,65182,-9.1,-27.6,EN,1,1205,8,42
1999,cana,14250,14250,931000,10241,65333,-10.4,0.2,LN,1,1163,9,17
2000,cana,15100,15100,1057000,18857,70000,-6.3,7.1,LN,1,1162,9,13
2001,cana,14730,14730,1e+06,24730,67889,-12.1,-3,LN,0,879,11,27
2002,cana,14500,14500,1250000,38088,86207,8,27,N,0,1417,11,9
2003,cana,14730,14730,1252050,41067,85000,3.8,-1.4,EN,0,1012,12,36
2004,cana,12000,12000,1080000,25704,90000,7.2,5.9,N,0,1045,9,5
2005,cana,14174,14174,1267196,44922,89403,3.5,-0.7,EN,0,923,12,12
2006,cana,13500,13500,1080000,34992,80000,-9,-10.5,LN,0,1067,8,14
2007,cana,13703,13703,1233270,34532,90000,2.4,12.5,EN,0,1189,7,4
2008,cana,14000,14000,1260000,37800,90000,3.4,0,LN,1,963,21,19
2009,cana,14000,14000,1260000,54180,90000,4.2,0,LN,0,1134,8,19
2010,cana,14000,14000,1260000,50097,90000,5.4,0,EN,1,998,8,5
2011,cana,14000,14000,1120000,57568,80000,-4.5,-11.1,LN,1,1150,5,10
2012,cana,14000,14000,1120000,64288,80000,-3.1,0,LN,0,986,12,7
