ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,cana,,4296,195106,0,45416,-8.3,,49340,LN,1,-1.5,,,
1975,cana,,4557,234685,0,51500,2.6,13.4,49124,N,0,-0.1,,,
1976,cana,,3600,180608,0,50169,-1.2,-2.6,48908,LN,0,-1,,,
1977,cana,,2680,149701,0,55859,9,11.3,48692,EN,0,1,,,
1978,cana,,4680,215318,0,46008,-10.7,-17.6,48476,EN,0,0.9,,,
1979,cana,,5360,295856,0,55197,6.7,20,48260,N,0,0.2,,,
1980,cana,,6048,333071,0,55071,6.2,-0.2,48047,EN,0,0.6,,,
1981,cana,,6164,340234,0,55197,6.5,0.2,47837,N,0,0,691,16,1
1982,cana,,6100,341600,0,56000,8.3,1.5,47633,N,0,0.1,272,14,2
1983,cana,,3880,174600,0,45000,-12.7,-19.6,47437,EN,1,2.5,400,21,1
1984,cana,,3718,63277,0,17019,-66.7,-62.2,47251,LN,0,-0.5,389,10,7
1985,cana,,4400,220000,0,50000,-1,193.8,47077,LN,0,-0.8,485,10,4
1986,cana,,4462,223100,0,50000,0,0,46914,N,0,-0.3,913,16,2
1987,cana,,4412,220600,1e-04,50000,0.2,0,46762,EN,1,1.6,823,7,0
1988,cana,4320,4320,216000,4e-04,50000,0,0,46619,EN,0,0.7,619,12,2
1989,cana,4320,4320,198720,0.0939,46000,-8.1,-8,46485,LN,1,-1.7,755,8,0
1990,cana,4170,4170,208236,0.0775,49937,-0.2,8.6,46356,N,0,0.2,856,11,0
1991,cana,4170,4170,208500,1.1072,50000,-0.4,0.1,46232,EN,0,0.6,561,7,3
1992,cana,4175,4175,209699,3.9416,50227,-0.6,0.5,46111,EN,1,2.3,498,20,1
1993,cana,4175,3931,208750,121.5138,53104,5.2,5.7,45992,EN,0,0.5,257,19,0
1994,cana,4175,4175,208750,3340,50000,0.4,-5.8,45878,N,0,0.3,320,17,3
1995,cana,4300,4300,215000,3444,50000,2.3,0,45769,EN,0,1.3,192,14,7
1996,cana,4300,4300,215000,4300,50000,4.4,0,45667,LN,0,-0.9,372,21,1
1997,cana,4300,4300,215000,4515,50000,7.2,0,45575,N,0,-0.2,783,11,0
