ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,280,280,0,1000,17.5,,LN,1,,,
1975,arroz,,346,377,0,1090,15.8,9,LN,0,,,
1976,arroz,,214,64,0,299,-71.1,-72.6,LN,1,,,
1977,arroz,,390,468,0,1200,5.6,200,EN,0,,,
1978,arroz,,60,90,0,1500,20.8,25,EN,0,,,
1979,arroz,,200,240,0,1200,-10.9,-20,N,0,,,
1980,arroz,,200,240,0,1200,-17.8,0,EN,0,,,
1981,arroz,,200,320,0,1600,1.3,33.3,N,0,887,12,3
1982,arroz,,200,320,0,1600,-5.4,0,N,0,1023,8,1
1983,arroz,,45,63,0,1400,-23.2,-12.5,EN,1,861,22,5
1984,arroz,,80,156,0,1950,0,39.3,LN,0,796,12,14
1985,arroz,,107,306,0,2860,39.4,46.7,LN,0,1198,14,3
1986,arroz,,90,174,0,1933,-10,-32.4,N,0,786,17,4
1987,arroz,,182,504,0,2769,25,43.2,EN,0,718,12,6
1988,arroz,125,125,300,0,2400,7.4,-13.3,EN,0,752,27,17
1989,arroz,125,125,235,1e-04,1880,-15.3,-21.7,LN,1,680,28,5
1990,arroz,75,75,123,4e-04,1640,-25.2,-12.8,N,0,616,27,12
1991,arroz,40,40,94,0.0028,2350,10,43.3,N,0,928,14,3
1992,arroz,40,40,88,0.0279,2200,7.3,-6.4,EN,1,1011,11,2
1993,arroz,33,33,66,0.4091,2000,1.4,-9.1,N,0,1069,15,16
1994,arroz,33,33,74,22,2242,18.5,12.1,N,0,889,11,24
1995,arroz,14,14,12,2,857,-52.8,-61.8,EN,0,592,22,53
1996,arroz,119,119,185,40,1555,-10.5,81.4,LN,0,705,17,24
1997,arroz,109,109,218,49,2000,22.1,28.6,N,0,953,7,4
1998,arroz,5,5,10,3,2000,24.6,0,EN,1,489,17,54
1999,arroz,141,141,169,68,1199,-28.5,-40.1,LN,1,841,24,32
2000,arroz,130,130,124,29,954,-47,-20.4,LN,1,1021,19,4
2001,arroz,138,138,276,70,2000,3.8,109.7,LN,0,585,18,28
2002,arroz,160,160,320,96,2000,-4.7,0,N,0,1037,12,6
2003,arroz,100,100,200,135,2000,-13.8,0,EN,0,722,19,9
2004,arroz,30,30,90,42,3000,20.6,50,N,0,948,22,6
2005,arroz,30,30,90,38,3000,14.3,0,EN,0,1065,19,8
2006,arroz,30,30,90,35,3000,9.3,0,LN,0,796,39,24
2007,arroz,160,160,480,185,3000,7.4,0,EN,0,1013,11,4
2008,arroz,100,100,200,116,2000,-28.8,-33.3,LN,1,706,24,20
2009,arroz,40,40,80,46,2000,-28.4,0,LN,0,885,23,15
2010,arroz,50,50,150,86,3000,9.1,50,EN,1,725,16,13
2011,arroz,65,65,163,95,2508,-6.3,-16.4,LN,1,840,8,4
2012,arroz,30,30,75,43,2500,-2.8,-0.3,LN,0,778,12,0
2013,arroz,5,5,13,10,2600,6.6,4,N,0,705,20,18
2014,arroz,25,25,65,49,2600,14.2,0,N,0,866,12,3
2015,arroz,3,3,5,4,1667,-20.3,-35.9,EN,0,529,44,24
2016,arroz,4,4,8,8,2000,6.7,20,EN,1,629,29,52
1974,cana,,40,2200,0,55000,113.2,,LN,1,,,
1975,cana,,188,3740,0,19894,-24.7,-63.8,LN,0,,,
1976,cana,,50,700,0,14000,-48.1,-29.6,LN,1,,,
1977,cana,,58,1740,0,30000,9.7,114.3,EN,0,,,
1978,cana,,50,1500,0,30000,8.7,0,EN,0,,,
1979,cana,,50,1500,0,30000,8.2,0,N,0,,,
1980,cana,,20,600,0,30000,8.1,0,EN,0,,,
1981,cana,,20,600,0,30000,8.4,0,N,0,887,12,3
1982,cana,,15,375,0,25000,-9,-16.7,N,0,1023,8,1
1983,cana,,15,375,0,25000,-7.9,0,EN,1,861,22,5
1984,cana,,15,375,0,25000,-6.2,0,LN,0,796,12,14
1985,cana,,15,375,0,25000,-3.7,0,LN,0,1198,14,3
1986,cana,,15,375,0,25000,-1.2,0,N,0,786,17,4
1987,cana,,15,375,0,25000,1.1,0,EN,0,718,12,6
1988,cana,15,15,375,0,25000,3.4,0,EN,0,752,27,17
1989,cana,15,15,375,0,25000,5.8,0,LN,1,680,28,5
