ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1986,feijao,,720,432,0,600,7.9,,464,N,0,-0.2,561,9,3
1987,feijao,,556,244,0,439,-10.2,-26.9,443,EN,1,1.5,235,28,21
1988,feijao,840,806,349,0,433,0.7,-1.3,423,EN,0,0.9,262,28,37
1989,feijao,70,70,25,0,357,-6.2,-17.5,405,LN,1,-1.9,399,29,8
1990,feijao,481,481,159,0.0023,331,-2.8,-7.4,390,N,0,0,641,16,2
1991,feijao,606,606,303,0.0165,500,61.8,51.3,378,EN,0,0.5,232,14,7
1992,feijao,469,469,118,0.0838,252,-12.2,-49.7,369,EN,1,2.1,822,16,2
1993,feijao,340,45,27,0.8247,600,118.9,138.5,363,N,0,0.3,319,24,15
1994,feijao,472,472,140,42,297,9.7,-50.6,361,N,0,0.3,335,25,29
1995,feijao,404,404,103,25,255,-8.3,-14,363,EN,0,1.4,161,30,41
1996,feijao,365,365,107,28,293,-1,15,368,LN,0,-0.9,243,23,27
1997,feijao,460,460,147,41,320,0.9,9,376,N,0,-0.3,812,32,3
1998,feijao,200,200,60,16,300,-13.8,-6.1,387,EN,1,2.3,330,17,51
2000,feijao,600,600,240,72,400,-5.4,,412,LN,1,-1.6,469,10,2
2001,feijao,1000,1000,600,180,600,32.8,50,423,LN,0,-0.7,384,40,7
2002,feijao,1200,1200,720,238,600,26.1,0,429,N,0,-0.3,488,30,0
2003,feijao,1000,1000,360,281,360,-26.2,-40,429,EN,0,1.2,112,31,34
2004,feijao,500,0,0,0,,,,,N,0,0.3,646,19,11
2005,feijao,1000,1000,500,390,500,1.8,,400,EN,0,0.7,307,21,24
2006,feijao,1000,1000,500,484,500,8.3,0,371,LN,0,-0.8,247,44,42
2007,feijao,800,800,240,527,300,-28,-40,336,EN,0,0.9,440,23,36
2008,feijao,500,500,400,526,800,115.1,166.7,297,LN,1,-1.5,229,43,20
2009,feijao,500,500,240,232,480,54.6,-40,259,LN,0,-0.8,211,36,51
2010,feijao,600,600,252,579,420,69.1,-12.5,223,EN,1,1.6,498,9,44
2011,feijao,600,300,18,41,60,-69.7,-85.7,193,LN,1,-1.6,298,21,28
2012,feijao,300,300,18,43,60,-60.4,0,168,LN,0,-1,165,26,28
2013,feijao,380,380,19,48,50,-57.7,-16.7,149,N,0,-0.4,142,37,43
