ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1986,cana,,20,500,0,25000,-6.1,,26253,N,0,-0.3,794,74,37
1987,cana,,25,625,0,25000,0.6,0,25144,EN,1,1.6,381,52,108
1988,cana,30,30,750,0,25000,7,0,24074,EN,0,0.7,471,57,83
1989,cana,30,30,750,0,25000,12.6,0,23053,LN,1,-1.7,376,24,88
1990,cana,30,30,750,3e-04,25000,17.1,0,22125,N,0,0.2,339,41,76
1991,cana,30,30,600,0.001,20000,-3.8,-20,21365,EN,0,0.6,258,35,88
1992,cana,30,30,600,0.0439,20000,-2.6,0,20863,EN,1,2.3,538,55,30
1993,cana,30,30,600,1.1782,20000,-2.8,0,20706,EN,0,0.5,154,31,71
1994,cana,30,30,540,7,18000,-14.2,-10,20960,N,0,0.3,534,30,62
1995,cana,25,25,450,27,18000,-17.1,0,21659,EN,0,1.3,408,85,54
1996,cana,25,25,725,17,29000,25.4,61.1,22786,LN,0,-0.9,539,34,45
1997,cana,25,25,625,13,25000,-0.4,-13.8,24263,N,0,-0.2,209,42,56
1998,cana,25,25,625,11,25000,-6.3,0,25942,EN,1,2.2,323,27,89
1999,cana,10,10,300,5,30000,7.8,20,27618,LN,1,-1.5,239,54,69
2000,cana,10,10,300,6,30000,3.8,0,29071,LN,1,-1.7,491,56,45
2001,cana,20,20,600,12,30000,1.2,0,30133,LN,0,-0.6,133,75,70
2002,cana,20,20,600,12,30000,-0.6,0,30742,N,0,-0.1,499,35,64
2003,cana,20,20,602,12,30100,-1.7,0.3,30958,EN,0,0.9,452,38,64
2004,cana,50,50,1550,42,31000,0.6,3,30935,N,0,0.3,679,46,81
2005,cana,60,60,1860,50,31000,0.2,0,30856,EN,0,0.6,291,56,112
2006,cana,70,70,2170,59,31000,-0.4,0,30874,LN,0,-0.9,282,88,96
2007,cana,60,60,1872,51,31200,-0.2,0.6,31077,EN,0,0.6,398,46,59
2008,cana,120,120,3780,132,31500,0.1,1,31471,LN,1,-1.6,504,72,46
2009,cana,120,120,3804,133,31700,-0.4,0.6,31993,LN,0,-0.9,560,43,34
